ID;longitude;latitude;housing_median_age;mean_rooms;mean_bedrooms;population;households;median_income;median_house_value;ocean_proximity
92;*;37;33~64;2.823529412;0.911764706;191;34;0.0000~3.5347;136000~257999;0
93;*;37;*;3.493377483;1.149006623;718;302;0.0000~3.5347;14000~257999;0
94;*;*;33~48;3.672376874;1.334047109;1327;467;0.0000~3.5347;136000~196999;0
95;-122;37;33~48;2.294016358;1.066293586;3469;2323;0.0000~3.5347;14000~135999;0
96;*;37;*;3.894915254;1.127966102;2048;1180;0.0000~3.5347;14000~257999;0
97;-122;*;17~32;3.681318681;1.175824176;202;91;0.0000~3.5347;14000~135999;0
98;*;37;*;2.9456;1016;2024;1250;0.0000~3.5347;14000~257999;0
99;*;*;33~48;3.707142857;1.107142857;1838;980;0.0000~3.5347;136000~196999;0
100;*;37;1~32;3.7248;1.1312;2304;1250;0.0000~3.5347;14000~257999;0
101;*;*;1~32;3.878423514;1.070808283;2563;1497;*;258000~501999;0
102;*;*;33~64;3.745614035;1.061403509;389;228;0.0000~3.5347;197000~257999;0
103;-122;37;33~64;3.515497553;1.143556281;895;613;0.0000~3.5347;258000~501999;0
104;-122;37;33~48;3.281721632;1.069871437;2689;1789;*;258000~379999;0
105;-122;37;33~64;6.18442623;0.922131148;674;244;3.5348~7.0695;258000~379999;0
106;-122;37;33~64;4.442982456;1.057017544;709;456;0.0000~3.5347;258000~501999;0
107;-122;37;33~64;4.165876777;1.090047393;686;422;0.0000~3.5347;258000~501999;0
108;-122;37;33~64;4.848189415;1.045961003;1444;718;3.5348~7.0695;258000~379999;0
109;-122;*;17~32;4.16084788;1.066084788;1520;802;3.5348~7.0695;136000~257999;0
110;-122;37;33~64;5.628458498;1.14229249;550;253;3.5348~7.0695;258000~379999;0
111;*;37;1~32;3.727005871;1.074363992;1806;1022;0.0000~3.5347;14000~257999;0
112;*;37;1~32;3.253081348;0.982744454;1749;1217;0.0000~3.5347;14000~257999;0
113;*;*;33~64;4.578034682;1.077071291;939;519;0.0000~3.5347;197000~257999;0
114;*;*;33~64;3.822274882;1.014218009;675;422;0.0000~3.5347;197000~257999;0
115;*;*;33~64;4.395189003;0.986254296;534;291;0.0000~3.5347;197000~257999;0
116;*;37;1~32;3.023479831;1.053582179;2558;1661;0.0000~3.5347;14000~257999;0
117;*;*;33~64;4.040501446;1.06557377;1786;1037;0.0000~3.5347;197000~257999;0
118;-122;37;33~64;6.742627346;1.069705094;970;373;3.5348~7.0695;258000~379999;0
119;-122;37;33~48;6.546391753;0.936082474;1098;485;3.5348~7.0695;258000~379999;0
120;-122;37;33~48;6.85106383;1.079787234;794;376;3.5348~7.0695;258000~379999;0
121;-122;37;33~48;7.106382979;1.14893617;98;47;3.5348~7.0695;258000~379999;0
122;-122;37;33~64;6.947890819;1.019851117;1061;403;3.5348~7.0695;258000~379999;0
123;-122;37;49~56;6.358558559;1.034234234;1177;555;*;380000~501999;0
124;-122;37;33~64;7.117166213;0.994550409;901;367;7.0696~10.6043;258000~501999;0
125;-122;37;17~32;5.530334728;1.09623431;2031;956;3.5348~7.0695;258000~501999;0
126;-122;37;33~64;6.127348643;0.987473904;1031;479;7.0696~10.6043;258000~501999;0
127;-122;37;33~48;5.735343384;1;1358;597;*;258000~379999;0
128;-122;37;33~64;7.631498471;1.03058104;1616;654;7.0696~10.6043;258000~501999;0
129;*;*;1~32;6.44606414;1.008746356;844;343;*;258000~501999;0
130;-122;37;33~48;6125;0.987903226;1140;496;3.5348~7.0695;258000~379999;0
131;*;*;*;8.335051546;1.082474227;533;194;*;380000~501999;0
132;-122;37;33~64;6.467268623;1.038374718;1072;443;7.0696~10.6043;258000~501999;0
133;-122;37;33~48;6.61227154;1.028720627;1627;766;3.5348~7.0695;258000~379999;0
134;*;*;1~32;6.978947368;0.968421053;463;190;*;258000~501999;0
135;*;*;1~32;7.530805687;1.056872038;542;211;*;258000~501999;0
136;-122;37;17~32;6.657992565;1.007434944;661;269;3.5348~7.0695;258000~501999;0
137;*;*;1~32;6.977186312;1.003802281;635;263;*;258000~501999;0
138;-122;37;33~48;6.982954545;1.028409091;420;176;3.5348~7.0695;258000~379999;0
139;-122;37;33~48;7.54;1068;1265;500;3.5348~7.0695;258000~379999;0
140;*;*;25~32;5.615384615;0.730769231;126;52;3.5348~7.0695;380000~501999;0
141;-122;37;33~64;6.785714286;0.951428571;813;350;3.5348~7.0695;258000~379999;0
142;-122;37;33~48;6.957746479;1.023474178;1067;426;3.5348~7.0695;258000~379999;0
143;*;*;33~64;5.132246377;1.096014493;1260;552;0.0000~3.5347;197000~257999;0
144;*;*;33~64;4.628336756;1.098562628;951;487;0.0000~3.5347;197000~257999;0
145;-122;37;33~64;6.200892857;0.946428571;510;224;3.5348~7.0695;258000~318999;0
146;-122;37;33~64;6.399350649;1.087662338;765;308;3.5348~7.0695;258000~318999;0
147;*;*;33~64;4.745652174;1.010869565;1129;460;0.0000~3.5347;197000~257999;0
148;*;*;33~64;5.183673469;1.052154195;1073;441;0.0000~3.5347;197000~257999;0
149;-122;37;33~64;5.283495146;1.050485437;1185;515;3.5348~7.0695;14000~257999;0
150;-122;37;33~64;5.952941176;0.997058824;756;340;3.5348~7.0695;258000~318999;0
151;-122;37;33~64;5.650671785;1.028790787;1034;521;3.5348~7.0695;258000~318999;0
152;-122;37;33~64;4.4291939;1.058823529;787;459;0.0000~3.5347;258000~501999;0
153;-122;37;33~64;6.727699531;1.075117371;612;213;3.5348~7.0695;258000~379999;0
154;-122;37;33~64;7.702631579;1.057894737;1021;380;7.0696~10.6043;258000~501999;0
155;-122;37;33~64;8.972868217;1.131782946;861;258;7.0696~10.6043;258000~501999;0
156;-122;37;33~64;7.599388379;0.957186544;953;327;3.5348~7.0695;258000~379999;0
157;-122;37;33~64;5.8203125;0.9296875;634;256;3.5348~7.0695;258000~379999;0
158;-122;37;33~64;7.994318182;1.036931818;878;352;7.0696~10.6043;258000~501999;0
159;*;*;33~64;4.333333333;1.138716356;918;483;0.0000~3.5347;197000~257999;0
160;*;*;33~64;5.074285714;0.96;360;175;0.0000~3.5347;197000~257999;0
161;*;*;33~64;4.276639344;1.045081967;1197;488;0.0000~3.5347;197000~257999;0
162;-122;37;33~64;4.851351351;0.969111969;1048;518;3.5348~7.0695;258000~379999;0
163;-122;*;33~48;4.326639893;1.117804552;1373;747;0.0000~3.5347;136000~257999;0
164;-122;*;33~48;4.0591133;1.049261084;1715;1015;0.0000~3.5347;136000~257999;0
165;-122;*;33~48;3.274238227;1.096952909;1359;722;0.0000~3.5347;136000~257999;0
166;-122;*;33~48;3.561743341;1.13559322;1062;413;0.0000~3.5347;136000~257999;0
167;*;37;*;3.192755498;1.117723157;1335;773;0.0000~3.5347;14000~257999;0
168;-122;*;17~32;3.804195804;1.146853147;1171;429;0.0000~3.5347;14000~135999;0
169;-122;37;33~48;3.882608696;1.143478261;1475;460;0.0000~3.5347;14000~135999;0
170;-122;*;33~64;3.209183673;0.959183673;742;196;0.0000~3.5347;14000~135999;0
171;*;37;33~64;3.688705234;1.077134986;1086;363;0.0000~3.5347;136000~257999;0
172;-122;37;33~48;3.090239411;1.116022099;1645;543;0.0000~3.5347;14000~135999;0
173;-122;*;33~48;3.639751553;1.004658385;1710;644;0.0000~3.5347;136000~257999;0
174;-122;*;33~64;4.368421053;1;731;228;0.0000~3.5347;14000~135999;0
175;-122;*;33~64;4.585014409;1.074927954;1118;347;0.0000~3.5347;14000~135999;0
176;*;37;33~64;4.734328358;1.188059701;1006;335;0.0000~3.5347;136000~257999;0
177;-122;*;33~48;3.693140794;1.061371841;1213;554;0.0000~3.5347;136000~257999;0
178;*;37;33~64;4.638132296;1.124513619;772;257;0.0000~3.5347;136000~257999;0
179;-122;*;33~64;4.496259352;1.047381546;1321;401;0.0000~3.5347;14000~135999;0
180;*;37;33~64;4.192023634;1.106351551;1487;677;0.0000~3.5347;136000~257999;0
181;-122;*;33~64;4.209677419;0.989247312;488;186;0.0000~3.5347;14000~135999;0
182;-122;*;33~64;4.056122449;1.056122449;949;392;0.0000~3.5347;14000~135999;0
183;-122;*;33~64;4.207228916;1.156626506;1149;415;0.0000~3.5347;14000~135999;0
184;-122;*;33~64;4.471428571;1.067857143;844;280;0.0000~3.5347;14000~135999;0
185;-122;37;33~48;4.844029245;1.091795288;4367;1231;0.0000~3.5347;14000~135999;0
186;-122;*;33~64;4.327669903;0.958737864;1659;412;0.0000~3.5347;14000~135999;0
187;*;*;1~32;3.798479087;1.003802281;1011;263;*;136000~257999;0
188;-122;37;33~48;3.776349614;1.107969152;1464;389;0.0000~3.5347;14000~135999;0
189;-122;37;33~48;4.528052805;1.303630363;1237;303;0.0000~3.5347;14000~135999;0
190;-122;*;33~64;4.011904762;1.071428571;647;168;0.0000~3.5347;14000~135999;0
191;-122;37;33~48;4.554621849;1.053221289;1284;357;0.0000~3.5347;14000~135999;0
192;-122;*;33~64;3.181818182;0.781818182;228;55;0.0000~3.5347;14000~135999;0
193;-122;37;33~48;3.74796748;1.048780488;381;123;0.0000~3.5347;14000~135999;0
194;-122;37;33~64;3.973568282;1.044052863;846;227;3.5348~7.0695;14000~257999;0
195;-122;*;17~32;3.51035503;1.152366864;1659;676;0.0000~3.5347;14000~135999;0
196;-122;*;33~64;2.833333333;0.927536232;520;138;0.0000~3.5347;14000~135999;0
197;-122;*;33~64;4.38996139;1.162162162;866;259;0.0000~3.5347;14000~135999;0
198;*;*;33~64;4.202185792;1.12568306;612;183;0.0000~3.5347;14000~74999;0
199;*;*;33~64;3.746031746;1.158730159;415;126;0.0000~3.5347;14000~74999;0
200;-122;*;33~64;4.046948357;1.009389671;994;213;0.0000~3.5347;14000~135999;0
201;-122;*;33~64;4.025157233;1.111111111;1525;477;0.0000~3.5347;14000~135999;0
202;-122;37;33~48;3.242009132;1.077625571;1506;438;0.0000~3.5347;14000~135999;0
203;-122;*;33~64;3.866666667;1.011764706;1008;255;0.0000~3.5347;14000~135999;0
204;-122;37;33~48;3.115845539;1.098535286;2813;751;0.0000~3.5347;14000~135999;0
205;-122;37;33~48;4.944606414;1.15451895;1481;343;0.0000~3.5347;14000~135999;0
206;-122;*;33~64;5.365296804;0.99086758;859;219;0.0000~3.5347;14000~135999;0
207;-122;37;33~48;4.479923518;1.09751434;1608;523;0.0000~3.5347;14000~135999;0
208;-122;*;17~32;4.357142857;1.035714286;425;140;0.0000~3.5347;14000~135999;0
209;-122;37;33~48;5.054347826;1.081521739;564;184;0.0000~3.5347;14000~135999;0
210;-122;37;33~48;5.466911765;1.154411765;961;272;0.0000~3.5347;14000~135999;0
211;-122;37;33~64;4.998540146;1.00729927;2273;685;3.5348~7.0695;14000~257999;0
212;-122;*;33~64;3.907692308;0.974358974;600;195;0.0000~3.5347;14000~135999;0
213;-122;37;33~48;4.489563567;1.091081594;1647;527;0.0000~3.5347;14000~135999;0
214;*;37;33~64;4.306603774;1.061320755;1201;424;0.0000~3.5347;136000~257999;0
215;*;*;33~48;4.626707132;1.078907436;2167;659;0.0000~3.5347;136000~196999;0
216;*;37;*;4.823529412;1.105882353;939;340;0.0000~3.5347;14000~257999;0
217;-122;*;33~48;5.284246575;1.051369863;859;292;0.0000~3.5347;136000~257999;0
218;*;*;33~48;4.581395349;1.079457364;1517;516;0.0000~3.5347;136000~196999;0
219;*;*;33~48;4.520725389;1.059585492;1143;386;0.0000~3.5347;136000~196999;0
220;*;*;33~48;4.316810345;1.077586207;1109;464;0.0000~3.5347;136000~196999;0
221;*;*;33~48;4.524663677;1.002242152;1221;446;0.0000~3.5347;136000~196999;0
222;-122;37;33~64;6.692307692;1.096703297;1115;455;3.5348~7.0695;258000~318999;0
223;*;37;33~64;5.77238806;1.093283582;706;268;3.5348~7.0695;14000~257999;0
224;*;37;33~64;4.984419263;1.007082153;1883;706;0.0000~3.5347;136000~257999;0
225;-122;37;33~48;6.088235294;1.041176471;804;340;3.5348~7.0695;136000~257999;0
226;-122;37;33~48;5.242063492;1.043650794;506;252;3.5348~7.0695;136000~257999;0
227;-122;37;33~48;7.117647059;1.088235294;610;238;3.5348~7.0695;136000~257999;0
228;-122;37;33~48;5.837349398;1.027108434;768;332;3.5348~7.0695;136000~257999;0
229;*;37;33~64;5.260869565;1.059782609;462;184;0.0000~3.5347;136000~257999;0
230;-122;37;33~48;4.510638298;1.089361702;667;235;3.5348~7.0695;136000~257999;0
231;-122;37;33~48;5.115288221;1.015037594;1059;399;3.5348~7.0695;136000~257999;0
232;-122;37;33~64;6.545126354;0.97833935;637;277;3.5348~7.0695;258000~318999;0
233;-122;37;33~48;5.986784141;0.99339207;1106;454;3.5348~7.0695;136000~257999;0
234;*;37;*;4.69955157;1.137518685;1737;669;0.0000~3.5347;14000~257999;0
235;-122;37;33~48;4.620512821;1.176923077;1009;390;0.0000~3.5347;14000~135999;0
236;-122;*;33~64;4.2;0.928571429;737;210;0.0000~3.5347;14000~135999;0
237;-122;37;33~48;3.301425662;0.920570265;1354;491;0.0000~3.5347;14000~135999;0
238;-122;*;33~48;4.462025316;1.124472574;1530;474;0.0000~3.5347;136000~257999;0
239;-122;37;33~48;4.210416667;1.1;1410;480;0.0000~3.5347;14000~135999;0
240;-122;*;33~48;3.934973638;0.892794376;1390;569;0.0000~3.5347;136000~257999;0
241;*;37;33~64;5.49070632;1.115241636;1065;269;0.0000~3.5347;136000~257999;0
242;*;37;33~64;4.310204082;0.914285714;792;245;0.0000~3.5347;136000~257999;0
243;*;37;33~64;3.665306122;0.995918367;779;245;0.0000~3.5347;136000~257999;0
244;-122;37;33~48;4.86557377;1.163934426;2269;610;0.0000~3.5347;14000~135999;0
245;-122;37;33~48;4.181818182;1.13022113;1227;407;0.0000~3.5347;14000~135999;0
246;-122;37;33~48;3.65560166;1.029045643;753;241;0.0000~3.5347;14000~135999;0
247;-122;37;33~48;3.659259259;0.844444444;547;135;0.0000~3.5347;14000~135999;0
248;-122;*;33~64;4.036363636;1075;1807;440;0.0000~3.5347;14000~135999;0
249;-122;37;33~48;3.38989899;1.038383838;1700;495;0.0000~3.5347;14000~135999;0
250;-122;*;33~64;4.165394402;1.178117048;1543;393;0.0000~3.5347;14000~135999;0
251;-122;*;33~64;4.733333333;1.046666667;1085;300;0.0000~3.5347;14000~135999;0
252;-122;37;33~64;4.313868613;1.262773723;353;137;3.5348~7.0695;14000~257999;0
253;-122;*;33~64;5;1.026845638;473;149;0.0000~3.5347;14000~135999;0
254;-122;*;33~64;4.703933747;1.031055901;1621;483;0.0000~3.5347;14000~135999;0
255;-122;37;33~48;3.485875706;1.059322034;1183;354;0.0000~3.5347;14000~135999;0
256;-122;37;33~48;3.671480144;1.184115523;836;277;0.0000~3.5347;14000~135999;0
257;-122;37;33~48;3.543726236;0.965779468;900;263;0.0000~3.5347;14000~135999;0
258;*;37;33~48;5.00744879;1.111731844;1888;537;0.0000~3.5347;14000~135999;0
259;-122;37;33~48;4.536656891;1.217008798;1024;341;0.0000~3.5347;14000~135999;0
260;-122;37;33~64;5.437352246;1.047281324;1225;423;3.5348~7.0695;14000~257999;0
261;-122;37;33~48;4.659574468;1.061170213;1071;376;0.0000~3.5347;14000~135999;0
262;-122;*;33~64;4.939153439;1.066137566;1128;378;0.0000~3.5347;14000~135999;0
263;-122;37;33~48;5.020661157;1.037190083;1537;484;0.0000~3.5347;14000~135999;0
264;-122;37;33~48;4.399491094;1.053435115;1240;393;0.0000~3.5347;14000~135999;0
265;*;37;33~64;6.107142857;1.071428571;469;168;0.0000~3.5347;136000~257999;0
266;*;37;33~64;5.105882353;1.007058824;1086;425;0.0000~3.5347;136000~257999;0
267;*;37;33~64;5.585131894;1.067146283;1144;417;0.0000~3.5347;136000~257999;0
268;-122;37;33~64;6.645333333;1.106666667;1109;375;3.5348~7.0695;14000~257999;0
269;*;37;33~64;5.956639566;1.075880759;984;369;0.0000~3.5347;136000~257999;0
270;-122;37;33~48;3.021276596;0.659574468;575;47;3.5348~7.0695;136000~257999;0
271;-122;37;33~64;5.660287081;0.980861244;496;209;3.5348~7.0695;14000~257999;0
272;-122;37;33~64;5.631578947;1.015789474;555;190;3.5348~7.0695;14000~257999;0
273;-122;37;33~48;5.400611621;1.01529052;869;327;3.5348~7.0695;136000~257999;0
274;-122;37;33~48;5.820754717;0.896226415;236;106;3.5348~7.0695;136000~257999;0
275;*;*;*;6.593457944;1.088785047;626;214;*;*;0
276;-122;37;33~48;6.410334347;1.176291793;922;329;3.5348~7.0695;136000~257999;0
277;-122;*;33~48;4.80078125;0.94921875;582;256;0.0000~3.5347;136000~257999;0
278;*;37;33~64;4.746268657;1.07960199;546;201;0.0000~3.5347;136000~257999;0
279;-122;37;33~48;6.176691729;0.984962406;620;266;3.5348~7.0695;258000~379999;0
280;-122;37;33~48;6.948717949;1;442;195;3.5348~7.0695;258000~501999;0
281;-122;37;17~32;7.06402439;1.024390244;955;328;3.5348~7.0695;258000~501999;0
282;*;*;1~32;7.589506173;0.978395062;916;324;*;258000~501999;0
283;-122;37;17~32;6.528723945;1.041179461;4985;1967;3.5348~7.0695;258000~501999;0
284;-122;37;33~48;5.707865169;0.973782772;651;267;3.5348~7.0695;136000~257999;0
285;-122;*;17~32;4.731152205;1.06116643;1704;703;0.0000~3.5347;14000~135999;0
286;-122;*;33~64;4.877149877;1.081081081;1085;407;0.0000~3.5347;136000~257999;0
287;*;37;33~64;5.781690141;1.133802817;713;284;0.0000~3.5347;136000~257999;0
288;-122;37;33~64;4.933701657;0.977900552;468;181;3.5348~7.0695;14000~257999;0
289;-122;37;33~64;5.396694215;1.05785124;296;121;3.5348~7.0695;14000~257999;0
290;-122;37;33~48;5.76146789;1.995412844;570;218;3.5348~7.0695;136000~257999;0
291;-122;37;33~48;5.427777778;1.077777778;446;180;3.5348~7.0695;136000~257999;0
292;-122;37;33~48;6.052083333;1.033854167;968;384;3.5348~7.0695;136000~257999;0
293;*;*;33~48;5.009493671;1.10443038;857;316;0.0000~3.5347;136000~196999;0
294;*;*;33~48;5.00621118;1.062111801;912;322;0.0000~3.5347;136000~196999;0
295;-122;*;17~32;5.362831858;1.17920354;1360;452;0.0000~3.5347;14000~135999;0
296;-122;37;33~48;4.490140845;1.033802817;1074;355;0.0000~3.5347;14000~135999;0
297;-122;37;33~48;5.544502618;1.081151832;965;382;0.0000~3.5347;14000~135999;0
298;*;*;33~40;4.921875;1.11875;933;320;0.0000~3.5347;75000~135999;0
299;*;*;33~40;4.983050847;1.121468927;987;354;0.0000~3.5347;75000~135999;0
300;-122;*;33~64;4.825203252;1.06097561;907;246;0.0000~3.5347;14000~135999;0
301;*;37;33~64;4.56969697;1.060606061;447;165;3.5348~7.0695;14000~257999;0
302;-122;*;33~64;5.11751663;1.002217295;1299;451;0.0000~3.5347;14000~135999;0
303;-122;*;17~32;5.789808917;1.503184713;396;157;0.0000~3.5347;14000~135999;0
304;-122;37;33~48;4.402985075;0.958955224;877;268;0.0000~3.5347;14000~135999;0
305;-122;37;33~48;5.498637602;1.111716621;1111;367;0.0000~3.5347;14000~135999;0
306;-122;*;33~64;5.085501859;1.048327138;790;269;0.0000~3.5347;14000~135999;0
307;-122;*;33~64;4.953068592;0.987364621;1479;554;0.0000~3.5347;14000~135999;0
308;-122;*;33~64;4.810502283;1.075342466;1173;438;0.0000~3.5347;14000~135999;0
309;-122;*;33~64;4.775956284;0.989071038;1029;366;0.0000~3.5347;14000~135999;0
310;-122;*;33~64;5.782857143;1.117142857;1030;350;0.0000~3.5347;14000~135999;0
