ID;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
174;Female;*;*;*;Higher education;*;*;*;<=50K
175;Male;*;*;*;Higher education;*;*;*;>50K
176;Female;*;*;*;Higher education;*;*;*;<=50K
177;Male;*;*;*;Higher education;*;*;*;<=50K
178;Male;*;*;*;Higher education;*;*;*;<=50K
179;Male;*;*;*;Higher education;*;*;*;<=50K
180;Male;*;*;*;Higher education;*;*;*;<=50K
181;Male;*;*;*;Primary education;*;*;*;<=50K
182;Male;*;*;*;Higher education;*;*;*;<=50K
183;Female;*;*;*;Higher education;*;*;*;>50K
184;Male;*;*;*;Higher education;*;*;*;>50K
185;Male;*;*;*;Secondary education;*;*;*;<=50K
186;Female;*;*;*;Higher education;*;*;*;<=50K
187;Male;*;*;*;Higher education;*;*;*;>50K
188;Female;*;*;*;Higher education;*;*;*;<=50K
189;Female;*;*;*;Secondary education;*;*;*;<=50K
190;Female;*;*;*;Secondary education;*;*;*;<=50K
191;Male;*;*;*;Higher education;*;*;*;>50K
192;Male;*;*;*;Secondary education;*;*;*;<=50K
193;Female;*;*;*;Secondary education;*;*;*;>50K
194;Female;*;*;*;Secondary education;*;*;*;<=50K
195;Male;*;*;*;Secondary education;*;*;*;<=50K
196;Male;*;*;*;Secondary education;*;*;*;>50K
197;Female;*;*;*;Higher education;*;*;*;<=50K
198;Male;*;*;*;Secondary education;*;*;*;<=50K
199;Male;*;*;*;Secondary education;*;*;*;>50K
200;Male;*;*;*;Higher education;*;*;*;>50K
201;Female;*;*;*;Higher education;*;*;*;<=50K
202;Male;*;*;*;Higher education;*;*;*;<=50K
203;Male;*;*;*;Higher education;*;*;*;<=50K
204;Male;*;*;*;Secondary education;*;*;*;<=50K
205;Male;*;*;*;Higher education;*;*;*;<=50K
206;Male;*;*;*;Secondary education;*;*;*;<=50K
207;Male;*;*;*;Secondary education;*;*;*;<=50K
208;Female;*;*;*;Primary education;*;*;*;<=50K
209;Female;*;*;*;Secondary education;*;*;*;<=50K
210;Male;*;*;*;Secondary education;*;*;*;<=50K
211;Female;*;*;*;Higher education;*;*;*;<=50K
212;Female;*;*;*;Secondary education;*;*;*;<=50K
213;Male;*;*;*;Secondary education;*;*;*;<=50K
214;Female;*;*;*;Secondary education;*;*;*;<=50K
215;Male;*;*;*;Higher education;*;*;*;<=50K
216;Female;*;*;*;Higher education;*;*;*;<=50K
217;Male;*;*;*;Higher education;*;*;*;>50K
218;Male;*;*;*;Secondary education;*;*;*;<=50K
219;Female;*;*;*;Higher education;*;*;*;<=50K
220;Male;*;*;*;Higher education;*;*;*;>50K
221;Male;*;*;*;Higher education;*;*;*;>50K
222;Male;*;*;*;Secondary education;*;*;*;<=50K
223;Male;*;*;*;Higher education;*;*;*;>50K
224;Female;*;*;*;Secondary education;*;*;*;<=50K
225;Male;*;*;*;Higher education;*;*;*;<=50K
226;Male;*;*;*;Higher education;*;*;*;<=50K
227;Male;*;*;*;Secondary education;*;*;*;>50K
228;Female;*;*;*;Secondary education;*;*;*;<=50K
229;Male;*;*;*;Higher education;*;*;*;>50K
230;Female;*;*;*;Higher education;*;*;*;>50K
231;Female;*;*;*;Higher education;*;*;*;<=50K
232;Female;*;*;*;Secondary education;*;*;*;<=50K
233;Male;*;*;*;Higher education;*;*;*;<=50K
234;Male;*;*;*;Higher education;*;*;*;<=50K
235;Male;*;*;*;Secondary education;*;*;*;>50K
236;Female;*;*;*;Secondary education;*;*;*;<=50K
237;Female;*;*;*;Secondary education;*;*;*;<=50K
238;Female;*;*;*;Higher education;*;*;*;<=50K
239;Male;*;*;*;Secondary education;*;*;*;<=50K
240;Female;*;*;*;Higher education;*;*;*;<=50K
241;Male;*;*;*;Secondary education;*;*;*;<=50K
242;Male;*;*;*;Secondary education;*;*;*;<=50K
243;Male;*;*;*;Higher education;*;*;*;<=50K
244;Male;*;*;*;Secondary education;*;*;*;<=50K
245;Male;*;*;*;Higher education;*;*;*;>50K
246;Male;*;*;*;Secondary education;*;*;*;>50K
247;Female;*;*;*;Higher education;*;*;*;<=50K
248;Female;*;*;*;Secondary education;*;*;*;>50K
249;Male;*;*;*;Secondary education;*;*;*;>50K
250;Male;*;*;*;Secondary education;*;*;*;<=50K
251;Male;*;*;*;Higher education;*;*;*;<=50K
252;Male;*;*;*;Higher education;*;*;*;<=50K
253;Female;*;*;*;Secondary education;*;*;*;<=50K
254;Male;*;*;*;Secondary education;*;*;*;<=50K
255;Male;*;*;*;Higher education;*;*;*;>50K
256;Female;*;*;*;Higher education;*;*;*;<=50K
257;Female;*;*;*;Higher education;*;*;*;<=50K
258;Female;*;*;*;Higher education;*;*;*;>50K
259;Female;*;*;*;Higher education;*;*;*;<=50K
260;Male;*;*;*;Higher education;*;*;*;>50K
261;Female;*;*;*;Higher education;*;*;*;<=50K
262;Female;*;*;*;Higher education;*;*;*;<=50K
263;Male;*;*;*;Secondary education;*;*;*;<=50K
264;Male;*;*;*;Higher education;*;*;*;>50K
265;Male;*;*;*;Higher education;*;*;*;>50K
266;Male;*;*;*;Higher education;*;*;*;<=50K
267;Female;*;*;*;Higher education;*;*;*;<=50K
268;Male;*;*;*;Secondary education;*;*;*;<=50K
269;Male;*;*;*;Higher education;*;*;*;<=50K
270;Female;*;*;*;Secondary education;*;*;*;<=50K
271;Male;*;*;*;Higher education;*;*;*;<=50K
272;Male;*;*;*;Higher education;*;*;*;<=50K
273;Female;*;*;*;Higher education;*;*;*;<=50K
274;Male;*;*;*;Secondary education;*;*;*;<=50K
275;Female;*;*;*;Higher education;*;*;*;<=50K
276;Male;*;*;*;Secondary education;*;*;*;<=50K
277;Male;*;*;*;Secondary education;*;*;*;<=50K
278;Male;*;*;*;Higher education;*;*;*;>50K
279;Female;*;*;*;Higher education;*;*;*;<=50K
280;Male;*;*;*;Secondary education;*;*;*;>50K
281;Male;*;*;*;Secondary education;*;*;*;>50K
282;Female;*;*;*;Higher education;*;*;*;<=50K
283;Female;*;*;*;Secondary education;*;*;*;<=50K
284;Male;*;*;*;Higher education;*;*;*;<=50K
285;Female;*;*;*;Higher education;*;*;*;<=50K
286;Male;*;*;*;Higher education;*;*;*;>50K
287;Male;*;*;*;Higher education;*;*;*;>50K
288;Male;*;*;*;Higher education;*;*;*;<=50K
289;Male;*;*;*;Higher education;*;*;*;>50K
290;Female;*;*;*;Higher education;*;*;*;>50K
291;Male;*;*;*;Higher education;*;*;*;<=50K
292;Male;*;*;*;Higher education;*;*;*;<=50K
293;Male;*;*;*;Higher education;*;*;*;<=50K
294;Female;*;*;*;Primary education;*;*;*;<=50K
295;Female;*;*;*;Higher education;*;*;*;<=50K
296;Female;*;*;*;Secondary education;*;*;*;<=50K
297;Male;*;*;*;Secondary education;*;*;*;<=50K
298;Male;*;*;*;Higher education;*;*;*;<=50K
299;Male;*;*;*;Secondary education;*;*;*;<=50K
300;Female;*;*;*;Secondary education;*;*;*;<=50K
301;Male;*;*;*;Higher education;*;*;*;<=50K
302;Male;*;*;*;Secondary education;*;*;*;<=50K
303;Female;*;*;*;Higher education;*;*;*;>50K
304;Male;*;*;*;Secondary education;*;*;*;<=50K
305;Male;*;*;*;Secondary education;*;*;*;<=50K
306;Male;*;*;*;Higher education;*;*;*;<=50K
307;Male;*;*;*;Higher education;*;*;*;<=50K
308;Male;*;*;*;Higher education;*;*;*;<=50K
309;Male;*;*;*;Secondary education;*;*;*;<=50K
310;Male;*;*;*;Secondary education;*;*;*;<=50K
311;Male;*;*;*;Primary education;*;*;*;<=50K
312;Male;*;*;*;Secondary education;*;*;*;<=50K
313;Male;*;*;*;Higher education;*;*;*;<=50K
314;Male;*;*;*;Secondary education;*;*;*;<=50K
315;Male;*;*;*;Secondary education;*;*;*;<=50K
316;Male;*;*;*;Higher education;*;*;*;<=50K
317;Male;*;*;*;Higher education;*;*;*;>50K
318;Male;*;*;*;Secondary education;*;*;*;>50K
319;Male;*;*;*;Secondary education;*;*;*;<=50K
320;Female;*;*;*;Higher education;*;*;*;<=50K
321;Male;*;*;*;Higher education;*;*;*;<=50K
322;Male;*;*;*;Higher education;*;*;*;<=50K
323;Male;*;*;*;Higher education;*;*;*;<=50K
324;Male;*;*;*;Higher education;*;*;*;>50K
325;Male;*;*;*;Secondary education;*;*;*;<=50K
326;Male;*;*;*;Higher education;*;*;*;>50K
327;Male;*;*;*;Secondary education;*;*;*;<=50K
328;Male;*;*;*;Secondary education;*;*;*;>50K
329;Male;*;*;*;Secondary education;*;*;*;<=50K
330;Male;*;*;*;Higher education;*;*;*;>50K
331;Female;*;*;*;Secondary education;*;*;*;<=50K
332;Male;*;*;*;Secondary education;*;*;*;<=50K
333;Female;*;*;*;Secondary education;*;*;*;<=50K
334;Male;*;*;*;Higher education;*;*;*;>50K
335;Male;*;*;*;Higher education;*;*;*;<=50K
336;Male;*;*;*;Higher education;*;*;*;>50K
337;Male;*;*;*;Secondary education;*;*;*;<=50K
338;Male;*;*;*;Secondary education;*;*;*;<=50K
339;Male;*;*;*;Higher education;*;*;*;<=50K
340;Female;*;*;*;Higher education;*;*;*;<=50K
341;Female;*;*;*;Higher education;*;*;*;>50K
342;Female;*;*;*;Secondary education;*;*;*;<=50K
343;Female;*;*;*;Higher education;*;*;*;<=50K
344;Male;*;*;*;Secondary education;*;*;*;<=50K
345;Male;*;*;*;Higher education;*;*;*;>50K
346;Male;*;*;*;Secondary education;*;*;*;<=50K
347;Male;*;*;*;Secondary education;*;*;*;<=50K
348;Female;*;*;*;Higher education;*;*;*;<=50K
349;Female;*;*;*;Secondary education;*;*;*;<=50K
350;Male;*;*;*;Higher education;*;*;*;<=50K
351;Male;*;*;*;Higher education;*;*;*;<=50K
352;Male;*;*;*;Secondary education;*;*;*;<=50K
353;Male;*;*;*;Secondary education;*;*;*;<=50K
354;Female;*;*;*;Primary education;*;*;*;<=50K
355;Male;*;*;*;Higher education;*;*;*;<=50K
356;Female;*;*;*;Higher education;*;*;*;<=50K
357;Female;*;*;*;Higher education;*;*;*;<=50K
358;Female;*;*;*;Secondary education;*;*;*;<=50K
359;Male;*;*;*;Secondary education;*;*;*;<=50K
360;Female;*;*;*;Higher education;*;*;*;>50K
361;Female;*;*;*;Higher education;*;*;*;<=50K
362;Female;*;*;*;Secondary education;*;*;*;<=50K
363;Female;*;*;*;Secondary education;*;*;*;>50K
364;Male;*;*;*;Higher education;*;*;*;<=50K
365;Male;*;*;*;Higher education;*;*;*;<=50K
366;Female;*;*;*;Secondary education;*;*;*;<=50K
367;Male;*;*;*;Higher education;*;*;*;<=50K
368;Female;*;*;*;Higher education;*;*;*;<=50K
369;Male;*;*;*;Higher education;*;*;*;>50K
370;Male;*;*;*;Higher education;*;*;*;>50K
371;Male;*;*;*;Higher education;*;*;*;<=50K
372;Female;*;*;*;Higher education;*;*;*;<=50K
373;Male;*;*;*;Higher education;*;*;*;>50K
374;Female;*;*;*;Higher education;*;*;*;<=50K
375;Male;*;*;*;Secondary education;*;*;*;<=50K
376;Male;*;*;*;Higher education;*;*;*;>50K
377;Male;*;*;*;Secondary education;*;*;*;<=50K
378;Male;*;*;*;Secondary education;*;*;*;<=50K
379;Male;*;*;*;Higher education;*;*;*;<=50K
380;Female;*;*;*;Higher education;*;*;*;<=50K
381;Female;*;*;*;Secondary education;*;*;*;<=50K
382;Female;*;*;*;Higher education;*;*;*;<=50K
383;Male;*;*;*;Higher education;*;*;*;>50K
384;Male;*;*;*;Higher education;*;*;*;<=50K
385;Male;*;*;*;Secondary education;*;*;*;>50K
386;Male;*;*;*;Primary education;*;*;*;<=50K
387;Female;*;*;*;Secondary education;*;*;*;<=50K
388;Male;*;*;*;Secondary education;*;*;*;<=50K
389;Female;*;*;*;Secondary education;*;*;*;<=50K
390;Male;*;*;*;Higher education;*;*;*;<=50K
391;Male;*;*;*;Secondary education;*;*;*;<=50K
392;Female;*;*;*;Higher education;*;*;*;>50K
393;Male;*;*;*;Secondary education;*;*;*;<=50K
394;Female;*;*;*;Secondary education;*;*;*;<=50K
395;Male;*;*;*;Secondary education;*;*;*;<=50K
396;Male;*;*;*;Higher education;*;*;*;<=50K
397;Male;*;*;*;Secondary education;*;*;*;<=50K
398;Male;*;*;*;Secondary education;*;*;*;>50K
399;Male;*;*;*;Higher education;*;*;*;<=50K
400;Female;*;*;*;Higher education;*;*;*;<=50K
401;Female;*;*;*;Higher education;*;*;*;>50K
402;Male;*;*;*;Higher education;*;*;*;<=50K
403;Male;*;*;*;Higher education;*;*;*;>50K
404;Male;*;*;*;Secondary education;*;*;*;<=50K
405;Female;*;*;*;Higher education;*;*;*;<=50K
406;Male;*;*;*;Higher education;*;*;*;<=50K
407;Female;*;*;*;Higher education;*;*;*;<=50K
408;Male;*;*;*;Higher education;*;*;*;<=50K
409;Female;*;*;*;Secondary education;*;*;*;<=50K
410;Male;*;*;*;Secondary education;*;*;*;<=50K
411;Male;*;*;*;Higher education;*;*;*;>50K
412;Male;*;*;*;Secondary education;*;*;*;<=50K
413;Male;*;*;*;Higher education;*;*;*;<=50K
414;Female;*;*;*;Secondary education;*;*;*;<=50K
415;Male;*;*;*;Secondary education;*;*;*;<=50K
416;Male;*;*;*;Secondary education;*;*;*;<=50K
417;Female;*;*;*;Secondary education;*;*;*;<=50K
418;Male;*;*;*;Higher education;*;*;*;>50K
419;Male;*;*;*;Secondary education;*;*;*;>50K
420;Female;*;*;*;Secondary education;*;*;*;>50K
421;Male;*;*;*;Higher education;*;*;*;>50K
422;Female;*;*;*;Secondary education;*;*;*;<=50K
423;Male;*;*;*;Higher education;*;*;*;<=50K
424;Male;*;*;*;Secondary education;*;*;*;<=50K
425;Male;*;*;*;Higher education;*;*;*;<=50K
426;Male;*;*;*;Secondary education;*;*;*;<=50K
427;Male;*;*;*;Higher education;*;*;*;<=50K
428;Male;*;*;*;Primary education;*;*;*;<=50K
429;Female;*;*;*;Higher education;*;*;*;<=50K
430;Female;*;*;*;Secondary education;*;*;*;<=50K
431;Male;*;*;*;Secondary education;*;*;*;<=50K
432;Male;*;*;*;Higher education;*;*;*;<=50K
433;Male;*;*;*;Higher education;*;*;*;>50K
434;Female;*;*;*;Higher education;*;*;*;>50K
435;Male;*;*;*;Higher education;*;*;*;>50K
436;Male;*;*;*;Secondary education;*;*;*;<=50K
437;Male;*;*;*;Secondary education;*;*;*;<=50K
438;Female;*;*;*;Higher education;*;*;*;<=50K
439;Female;*;*;*;Higher education;*;*;*;<=50K
440;Male;*;*;*;Secondary education;*;*;*;<=50K
441;Male;*;*;*;Higher education;*;*;*;<=50K
442;Male;*;*;*;Secondary education;*;*;*;<=50K
443;Female;*;*;*;Secondary education;*;*;*;<=50K
444;Male;*;*;*;Higher education;*;*;*;<=50K
445;Male;*;*;*;Higher education;*;*;*;<=50K
446;Male;*;*;*;Higher education;*;*;*;<=50K
447;Female;*;*;*;Secondary education;*;*;*;<=50K
448;Female;*;*;*;Higher education;*;*;*;<=50K
449;Male;*;*;*;Secondary education;*;*;*;<=50K
450;Female;*;*;*;Higher education;*;*;*;<=50K
451;Male;*;*;*;Higher education;*;*;*;>50K
452;Female;*;*;*;Secondary education;*;*;*;<=50K
453;Male;*;*;*;Secondary education;*;*;*;<=50K
454;Female;*;*;*;Higher education;*;*;*;<=50K
455;Female;*;*;*;Secondary education;*;*;*;<=50K
456;Male;*;*;*;Higher education;*;*;*;<=50K
457;Female;*;*;*;Secondary education;*;*;*;<=50K
458;Male;*;*;*;Higher education;*;*;*;<=50K
459;Male;*;*;*;Primary education;*;*;*;<=50K
460;Female;*;*;*;Higher education;*;*;*;<=50K
461;Male;*;*;*;Secondary education;*;*;*;<=50K
462;Male;*;*;*;Secondary education;*;*;*;<=50K
463;Male;*;*;*;Higher education;*;*;*;<=50K
464;Female;*;*;*;Higher education;*;*;*;<=50K
465;Female;*;*;*;Higher education;*;*;*;<=50K
466;Male;*;*;*;Higher education;*;*;*;<=50K
467;Male;*;*;*;Higher education;*;*;*;<=50K
468;Male;*;*;*;Higher education;*;*;*;<=50K
469;Female;*;*;*;Secondary education;*;*;*;<=50K
470;Female;*;*;*;Secondary education;*;*;*;<=50K
471;Male;*;*;*;Higher education;*;*;*;<=50K
472;Male;*;*;*;Higher education;*;*;*;<=50K
473;Male;*;*;*;Higher education;*;*;*;>50K
474;Male;*;*;*;Secondary education;*;*;*;<=50K
475;Female;*;*;*;Higher education;*;*;*;<=50K
476;Male;*;*;*;Higher education;*;*;*;>50K
477;Male;*;*;*;Higher education;*;*;*;>50K
478;Male;*;*;*;Secondary education;*;*;*;>50K
479;Male;*;*;*;Higher education;*;*;*;<=50K
480;Male;*;*;*;Higher education;*;*;*;>50K
481;Male;*;*;*;Higher education;*;*;*;>50K
482;Female;*;*;*;Higher education;*;*;*;<=50K
483;Male;*;*;*;Higher education;*;*;*;>50K
484;Female;*;*;*;Higher education;*;*;*;<=50K
485;Male;*;*;*;Secondary education;*;*;*;<=50K
486;Male;*;*;*;Higher education;*;*;*;<=50K
487;Female;*;*;*;Secondary education;*;*;*;<=50K
488;Male;*;*;*;Secondary education;*;*;*;<=50K
489;Male;*;*;*;Secondary education;*;*;*;<=50K
490;Female;*;*;*;Higher education;*;*;*;>50K
491;Male;*;*;*;Higher education;*;*;*;>50K
492;Male;*;*;*;Secondary education;*;*;*;<=50K
493;Female;*;*;*;Primary education;*;*;*;<=50K
494;Male;*;*;*;Higher education;*;*;*;<=50K
495;Female;*;*;*;Higher education;*;*;*;<=50K
496;Male;*;*;*;Higher education;*;*;*;<=50K
497;Male;*;*;*;Higher education;*;*;*;<=50K
498;Female;*;*;*;Higher education;*;*;*;<=50K
499;Male;*;*;*;Secondary education;*;*;*;<=50K
500;Male;*;*;*;Higher education;*;*;*;<=50K
501;Female;*;*;*;Secondary education;*;*;*;<=50K
502;Female;*;*;*;Secondary education;*;*;*;<=50K
503;Male;*;*;*;Higher education;*;*;*;<=50K
504;Male;*;*;*;Secondary education;*;*;*;<=50K
505;Male;*;*;*;Higher education;*;*;*;<=50K
506;Male;*;*;*;Higher education;*;*;*;<=50K
507;Female;*;*;*;Secondary education;*;*;*;<=50K
508;Female;*;*;*;Secondary education;*;*;*;<=50K
509;Female;*;*;*;Secondary education;*;*;*;<=50K
510;Female;*;*;*;Higher education;*;*;*;>50K
511;Female;*;*;*;Secondary education;*;*;*;<=50K
