ID;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
68;Male;*;White;*;*;*;Non-Government;Technical;<=50K
69;Male;20~39;White;Never-married;High School;North America;Non-Government;Other;<=50K
70;Male;*;*;*;*;North America;Non-Government;Other;<=50K
71;Female;15~19;*;spouse not present;*;*;Non-Government;*;<=50K
72;Male;*;*;*;High School;*;*;*;<=50K
73;*;*;*;spouse not present;*;United-States;Private;Nontechnical;<=50K
74;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
75;Female;40~59;White;Married-civ-spouse;*;North America;*;*;<=50K
76;Male;*;White;*;High School;United-States;Non-Government;*;<=50K
77;Female;40~59;*;spouse not present;High School;North America;Private;*;>50K
78;Female;*;White;*;High School;*;*;Nontechnical;<=50K
79;*;40~59;White;Married-civ-spouse;*;United-States;*;*;>50K
80;Male;20~39;*;*;Higher education;*;Private;Technical;<=50K
81;Male;20~39;White;*;*;*;Private;Nontechnical;<=50K
82;Female;40~59;*;spouse not present;*;United-States;Government;Technical;>50K
83;Male;40~59;White;Married-civ-spouse;Higher education;United-States;Private;Technical;<=50K
84;Female;20~39;*;*;*;North America;Private;Technical;<=50K
85;*;*;*;*;*;North America;*;*;<=50K
86;*;*;White;*;*;United-States;*;*;>50K
87;*;*;*;spouse not present;*;North America;*;*;<=50K
88;Male;40~59;White;Married-civ-spouse;Graduate;United-States;Non-Government;Technical;>50K
89;Male;20~39;*;Married-civ-spouse;*;*;*;Nontechnical;>50K
90;Female;*;*;*;*;*;Non-Government;*;<=50K
91;*;*;*;spouse not present;*;North America;*;*;<=50K
92;Male;60~79;White;Married-civ-spouse;*;United-States;*;*;>50K
93;Male;40~44;*;Married-civ-spouse;Undergraduate;North America;Private;Exec-managerial;>50K
94;Female;40~59;*;spouse not present;*;North America;*;*;<=50K
95;*;*;White;spouse not present;*;*;Non-Government;*;<=50K
96;Male;*;White;spouse not present;*;United-States;Private;Technical;<=50K
97;Male;*;*;*;High School;*;*;*;>50K
98;Male;20~39;White;*;*;*;Private;Nontechnical;<=50K
99;*;*;*;spouse not present;*;North America;*;*;<=50K
100;Male;*;White;Married-civ-spouse;*;North America;Non-Government;*;<=50K
101;Male;20~39;White;spouse not present;Undergraduate;United-States;Non-Government;*;<=50K
102;Male;20~39;*;*;Higher education;*;Private;Technical;>50K
103;Male;*;White;Married-civ-spouse;HS-grad;North America;Non-Government;Other;>50K
104;Female;20~39;White;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;<=50K
105;Female;*;White;spouse not present;High School;North America;Private;*;<=50K
106;Male;40~59;White;Married-civ-spouse;*;*;Non-Government;Nontechnical;<=50K
107;Male;40~59;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
108;Male;*;*;*;*;*;*;*;>50K
109;Male;40~59;White;Married-civ-spouse;Undergraduate;United-States;Non-Government;Nontechnical;<=50K
110;Male;*;White;spouse not present;*;United-States;Private;Technical;<=50K
111;Female;20~39;White;Never-married;Higher education;*;Non-Government;Other;<=50K
112;Male;20~39;*;Married-civ-spouse;*;*;*;Nontechnical;<=50K
113;Male;*;*;*;*;*;*;*;<=50K
114;*;*;White;*;*;United-States;*;*;>50K
115;Male;*;*;*;*;*;*;*;<=50K
116;Female;*;*;*;*;North America;*;*;>50K
117;Female;*;White;Never-married;Higher education;United-States;Non-Government;Adm-clerical;<=50K
118;Male;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;>50K
119;Male;*;White;spouse not present;Undergraduate;*;Non-Government;Technical;<=50K
120;Female;*;White;*;*;*;Non-Government;Nontechnical;<=50K
121;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
122;Male;*;*;*;High School;*;*;*;<=50K
123;Male;*;White;*;Higher education;United-States;Non-Government;Nontechnical;<=50K
124;Female;*;*;Divorced;*;*;Private;Technical;<=50K
125;Male;*;*;*;*;*;*;*;>50K
126;Male;*;White;Married-civ-spouse;*;North America;Non-Government;*;<=50K
127;*;*;*;Married-civ-spouse;Higher education;*;*;*;<=50K
128;Male;*;White;spouse not present;Undergraduate;United-States;Non-Government;Nontechnical;<=50K
129;Male;*;*;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
130;Male;*;White;Married-civ-spouse;*;North America;Non-Government;*;<=50K
131;Female;*;White;*;*;*;Non-Government;Nontechnical;<=50K
132;*;*;White;*;*;*;Private;*;<=50K
133;Female;40~59;White;spouse not present;*;North America;Private;Technical;>50K
134;Male;*;*;*;*;North America;Non-Government;*;<=50K
135;Female;*;*;Never-married;*;North America;*;*;<=50K
136;Male;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;<=50K
137;*;*;White;*;*;North America;Non-Government;Other;<=50K
138;Male;*;*;Married-civ-spouse;High School;*;Non-Government;*;<=50K
139;Female;*;*;spouse not present;*;*;*;*;<=50K
140;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
141;*;*;Asian-Pac-Islander;*;*;*;Non-Government;*;<=50K
142;Male;*;White;spouse not present;*;United-States;Private;Technical;<=50K
143;Male;*;White;Married-civ-spouse;*;North America;Non-Government;*;<=50K
144;Male;20~39;White;spouse not present;Undergraduate;United-States;Non-Government;*;<=50K
145;Male;*;*;*;*;*;*;*;<=50K
146;Male;*;White;spouse not present;High School;*;Non-Government;Technical;<=50K
147;*;*;*;*;Higher education;*;Non-Government;*;<=50K
148;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
149;*;*;Asian-Pac-Islander;*;*;*;Non-Government;*;<=50K
150;Female;*;*;*;*;*;Non-Government;*;<=50K
151;Male;40~59;White;Married-civ-spouse;*;North America;Self-emp-not-inc;Nontechnical;>50K
152;Female;*;White;*;*;North America;*;Other;<=50K
153;Male;*;White;*;Higher education;*;Government;*;<=50K
154;*;*;*;*;*;*;Government;*;<=50K
155;*;*;*;spouse not present;*;United-States;Private;Nontechnical;<=50K
156;*;*;White;spouse not present;*;North America;*;Technical;<=50K
157;Male;*;White;Never-married;High School;United-States;Non-Government;Other-service;<=50K
158;Male;*;*;*;High School;*;*;*;<=50K
159;Male;40~59;White;Married-civ-spouse;Undergraduate;United-States;Non-Government;Nontechnical;>50K
160;Male;20~29;White;Never-married;Bachelors;United-States;Non-Government;*;<=50K
161;*;*;White;*;*;United-States;*;*;>50K
162;Female;*;White;spouse not present;*;North America;Private;*;<=50K
163;Male;*;*;spouse not present;High School;*;Private;*;<=50K
164;*;*;*;*;High School;*;*;Nontechnical;<=50K
165;*;15~19;White;Never-married;HS-grad;United-States;*;*;<=50K
166;Male;20~39;*;*;Higher education;*;Private;Technical;<=50K
167;Male;40~59;*;*;*;*;*;*;>50K
168;Female;40~59;White;spouse not present;Higher education;United-States;Private;Other;<=50K
169;*;*;*;spouse not present;*;North America;Non-Government;*;<=50K
170;Male;20~39;White;Married-civ-spouse;*;North America;Non-Government;Technical;>50K
171;*;*;White;*;*;United-States;*;*;>50K
172;Male;20~39;*;*;High School;*;Non-Government;*;<=50K
173;Female;40~59;White;spouse not present;Undergraduate;North America;Non-Government;*;<=50K
174;*;*;*;Married-civ-spouse;Higher education;*;*;*;<=50K
175;Male;40~59;White;Married-civ-spouse;Graduate;United-States;Government;Prof-specialty;>50K
176;*;*;*;*;*;North America;*;*;<=50K
177;Male;*;White;*;*;North America;Non-Government;Technical;<=50K
178;Male;*;*;Married-civ-spouse;Higher education;United-States;Government;*;<=50K
179;Male;40~59;White;Married-civ-spouse;Higher education;United-States;Non-Government;*;<=50K
180;Male;*;White;Married-civ-spouse;Higher education;North America;Government;Technical;<=50K
181;Male;*;*;*;*;North America;Non-Government;Other;<=50K
182;Male;20~39;White;spouse not present;Undergraduate;United-States;Non-Government;*;<=50K
183;Female;*;*;*;Higher education;*;Government;*;>50K
184;Male;20~39;*;*;Higher education;*;Private;Technical;>50K
185;Male;20~39;*;spouse not present;High School;North America;*;*;<=50K
186;*;*;*;Never-married;Higher education;North America;Private;*;<=50K
187;Male;40~59;White;Married-civ-spouse;Undergraduate;United-States;Non-Government;Nontechnical;>50K
188;Female;*;White;spouse not present;Higher education;North America;*;*;<=50K
189;*;*;White;*;*;United-States;*;*;<=50K
190;Female;15~19;White;Never-married;11th;United-States;*;*;<=50K
191;*;20~39;*;*;*;*;*;*;>50K
192;Male;20~39;White;*;HS-grad;*;Non-Government;Technical;<=50K
193;Female;*;White;*;High School;*;*;Nontechnical;>50K
194;Female;15~19;White;Never-married;11th;United-States;*;*;<=50K
195;Male;40~59;*;*;*;*;*;*;<=50K
196;Male;*;White;*;High School;United-States;*;Craft-repair;>50K
197;Female;*;*;Never-married;*;North America;*;*;<=50K
198;Male;40~59;*;Married-civ-spouse;High School;*;Non-Government;*;<=50K
199;Male;*;White;Married-civ-spouse;*;North America;Non-Government;*;>50K
200;*;*;*;*;*;North America;*;*;>50K
201;Female;40~59;White;spouse not present;Higher education;United-States;Non-Government;*;<=50K
202;Male;20~39;*;Married-civ-spouse;*;*;*;Nontechnical;<=50K
203;*;40~59;*;*;Higher education;United-States;Non-Government;Technical;<=50K
204;Male;20~39;White;spouse not present;High School;United-States;Non-Government;Technical;<=50K
205;Male;*;White;*;Higher education;United-States;Non-Government;Nontechnical;<=50K
206;Male;*;*;spouse not present;High School;*;Private;*;<=50K
207;Male;*;*;Married-civ-spouse;*;North America;*;Other;<=50K
208;Female;40~59;*;spouse not present;*;United-States;Government;Technical;<=50K
209;*;15~19;White;Never-married;*;United-States;Non-Government;Nontechnical;<=50K
210;*;60~79;White;Married-civ-spouse;High School;United-States;Non-Government;Other;<=50K
211;Female;*;White;*;Higher education;*;Private;*;<=50K
212;Female;*;White;spouse not present;High School;North America;Private;*;<=50K
213;Male;20~39;*;spouse not present;High School;North America;*;*;<=50K
214;Female;*;*;spouse not present;*;United-States;*;*;<=50K
215;Male;20~39;White;spouse not present;*;North America;Non-Government;Other;<=50K
216;Female;20~39;*;spouse not present;Undergraduate;North America;*;*;<=50K
217;Male;20~39;White;Never-married;Higher education;United-States;Private;Prof-specialty;>50K
218;Male;*;White;*;*;North America;*;*;<=50K
219;Female;20~39;*;spouse not present;Undergraduate;North America;*;*;<=50K
220;*;*;*;*;Higher education;*;Non-Government;*;>50K
221;Male;*;White;Married-civ-spouse;*;North America;Government;*;>50K
222;Male;20~39;*;Never-married;High School;United-States;Private;Other;<=50K
223;Male;20~39;*;*;Higher education;*;Private;Technical;>50K
224;Female;40~59;White;Married-civ-spouse;*;North America;*;*;<=50K
225;*;*;White;*;*;United-States;*;*;<=50K
226;Male;*;White;spouse not present;Undergraduate;*;Non-Government;Technical;<=50K
227;Male;40~59;White;Married-civ-spouse;HS-grad;North America;Private;*;>50K
228;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
229;Male;20~39;*;*;Higher education;*;Private;Technical;>50K
230;*;40~59;White;*;Higher education;*;Non-Government;*;>50K
231;Female;*;*;*;*;North America;Non-Government;*;<=50K
232;Female;*;*;*;*;North America;*;*;<=50K
233;Male;*;White;spouse not present;*;North America;*;Other;<=50K
234;Male;*;White;spouse not present;*;North America;*;Other;<=50K
235;Male;*;*;*;*;*;*;*;>50K
236;Female;15~19;White;*;*;United-States;Non-Government;*;<=50K
237;Female;20~39;White;Separated;High School;North America;Non-Government;*;<=50K
238;Female;*;*;*;*;*;Non-Government;*;<=50K
239;Male;*;White;spouse not present;High School;*;Non-Government;Technical;<=50K
240;Female;20~39;*;*;*;North America;Private;Technical;<=50K
241;Male;*;White;Married-civ-spouse;*;North America;Non-Government;*;<=50K
242;Male;15~19;White;Never-married;High School;*;Private;Other;<=50K
243;Male;40~59;White;Married-civ-spouse;Undergraduate;United-States;Non-Government;Nontechnical;<=50K
244;Male;20~39;White;Married-civ-spouse;High School;United-States;Non-Government;Technical;<=50K
245;*;*;*;*;*;Asia;Non-Government;*;>50K
246;Male;60~79;White;Married-civ-spouse;High School;North America;Non-Government;*;>50K
247;*;*;*;Never-married;Higher education;North America;Private;*;<=50K
248;Female;20~39;*;*;*;North America;Private;Technical;>50K
249;Male;60~79;White;Married-civ-spouse;High School;North America;Non-Government;*;>50K
250;Male;15~19;White;Never-married;High School;*;Private;Other;<=50K
251;*;40~59;White;Married-civ-spouse;*;United-States;*;*;<=50K
252;*;20~39;*;spouse not present;Higher education;*;*;*;<=50K
253;Female;*;*;spouse not present;*;United-States;*;*;<=50K
254;Male;40~59;*;Married-civ-spouse;High School;*;Non-Government;*;<=50K
255;Male;40~59;White;Married-civ-spouse;Higher education;United-States;Non-Government;*;>50K
256;Female;20~39;*;spouse not present;Undergraduate;North America;*;*;<=50K
257;*;*;*;Never-married;Higher education;North America;Private;*;<=50K
258;*;*;*;Married-civ-spouse;Higher education;*;*;*;>50K
259;Female;*;*;*;*;*;Non-Government;*;<=50K
260;Male;*;White;Married-civ-spouse;*;United-States;Government;*;>50K
261;Female;*;*;spouse not present;*;*;Non-Government;*;<=50K
262;Female;40~59;White;Divorced;Higher education;United-States;Non-Government;*;<=50K
263;Male;20~39;White;spouse not present;*;*;Non-Government;*;<=50K
264;Male;40~59;*;Married-civ-spouse;Higher education;*;*;*;>50K
265;Male;40~59;White;Married-civ-spouse;Higher education;United-States;Non-Government;Prof-specialty;>50K
266;Male;40~59;*;*;*;North America;Non-Government;*;<=50K
267;Female;*;White;*;*;*;Non-Government;Nontechnical;<=50K
268;Male;*;*;Married-civ-spouse;High School;*;Non-Government;*;<=50K
269;Male;20~39;*;*;Higher education;*;Private;Technical;<=50K
270;Female;*;*;spouse not present;*;United-States;*;*;<=50K
271;Male;*;White;spouse not present;*;North America;*;Other;<=50K
272;Male;*;White;spouse not present;Undergraduate;United-States;Non-Government;Nontechnical;<=50K
273;Female;*;*;spouse not present;*;*;Non-Government;*;<=50K
274;Male;*;White;Married-civ-spouse;High School;*;*;*;<=50K
275;Female;20~39;White;*;*;*;*;*;<=50K
276;Male;*;White;spouse not present;*;United-States;Private;Technical;<=50K
277;Male;20~39;White;*;*;*;Private;Nontechnical;<=50K
278;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;>50K
279;Female;*;*;spouse not present;*;*;Non-Government;*;<=50K
280;Male;*;White;Married-civ-spouse;High School;North America;*;Transport-moving;>50K
281;Male;*;White;*;High School;United-States;Non-Government;*;>50K
282;*;*;*;Married-civ-spouse;Higher education;*;*;*;<=50K
283;Female;*;*;spouse not present;*;United-States;*;*;<=50K
284;Male;*;*;spouse not present;*;North America;Private;*;<=50K
285;Female;40~59;White;spouse not present;*;North America;Private;Technical;<=50K
286;Male;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;>50K
287;Male;40~59;White;Married-civ-spouse;Higher education;United-States;Non-Government;*;>50K
288;Male;20~39;White;spouse not present;Undergraduate;United-States;Non-Government;*;<=50K
289;*;*;*;*;*;Asia;Non-Government;*;>50K
290;Female;*;*;spouse not present;*;North America;*;*;>50K
291;Male;*;White;spouse not present;Undergraduate;United-States;Non-Government;Nontechnical;<=50K
292;Male;20~39;White;Never-married;Undergraduate;United-States;Private;Technical;<=50K
293;Male;60~79;White;Married-civ-spouse;*;United-States;*;*;<=50K
294;*;*;White;*;*;*;Private;*;<=50K
295;*;*;*;Never-married;Higher education;North America;Private;*;<=50K
296;Female;*;White;spouse not present;*;North America;Private;*;<=50K
297;Male;*;White;Married-civ-spouse;High School;North America;Self-emp-not-inc;*;<=50K
298;Male;40~59;White;Married-civ-spouse;Higher education;United-States;Non-Government;*;<=50K
299;*;*;White;*;High School;North America;Non-Government;*;<=50K
300;Female;*;*;spouse not present;High School;North America;*;*;<=50K
301;Male;60~79;White;Married-civ-spouse;*;United-States;*;*;<=50K
302;*;60~79;White;Married-civ-spouse;High School;United-States;Non-Government;Other;<=50K
303;*;40~59;White;*;Higher education;*;Non-Government;*;>50K
304;Male;*;White;*;High School;United-States;Non-Government;*;<=50K
305;*;*;White;*;High School;North America;Non-Government;*;<=50K
306;Male;*;Black;spouse not present;*;North America;Non-Government;*;<=50K
307;Male;20~39;White;Never-married;Undergraduate;United-States;Private;Other;<=50K
308;*;*;*;*;*;North America;*;*;<=50K
309;*;40~59;White;Married-civ-spouse;*;United-States;*;*;<=50K
310;Male;*;White;Married-civ-spouse;High School;North America;*;Transport-moving;<=50K
311;Male;*;*;spouse not present;*;North America;Private;*;<=50K
312;Male;*;White;spouse not present;*;United-States;Private;Technical;<=50K
313;Male;*;White;Never-married;Higher education;United-States;Non-Government;Technical;<=50K
314;*;*;*;*;High School;*;*;Nontechnical;<=50K
315;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
316;Male;20~39;White;spouse not present;*;North America;Private;Nontechnical;<=50K
317;Male;20~39;*;*;Higher education;*;Private;Technical;>50K
318;Male;*;*;Married-civ-spouse;High School;United-States;Government;*;>50K
319;Male;20~39;*;spouse not present;High School;North America;*;*;<=50K
320;Female;*;*;spouse not present;*;North America;*;*;<=50K
321;Male;40~59;*;*;*;North America;Non-Government;*;<=50K
322;*;*;*;*;Higher education;*;Non-Government;*;<=50K
323;Male;*;White;*;Undergraduate;North America;*;Prof-specialty;<=50K
324;Male;20~39;*;Married-civ-spouse;*;*;*;Nontechnical;>50K
325;Male;20~39;White;Married-civ-spouse;High School;North America;Non-Government;Other;<=50K
326;Male;20~39;*;Married-civ-spouse;*;*;*;Nontechnical;>50K
327;Male;40~59;*;Married-civ-spouse;High School;North America;*;Other;<=50K
328;Male;*;*;Married-civ-spouse;High School;United-States;Government;*;>50K
329;Male;*;*;spouse not present;High School;North America;Non-Government;*;<=50K
330;Male;20~39;*;*;Higher education;*;Private;Technical;>50K
331;Female;40~59;White;Married-civ-spouse;*;North America;*;*;<=50K
332;Male;*;White;Married-civ-spouse;*;*;Non-Government;Technical;<=50K
333;Female;*;White;*;*;North America;*;Other;<=50K
334;Male;*;*;*;*;North America;Non-Government;*;>50K
335;Male;40~59;White;Married-civ-spouse;*;North America;Private;Other;<=50K
336;*;*;*;*;Higher education;*;Non-Government;*;>50K
337;Male;20~39;White;*;*;*;Private;Nontechnical;<=50K
338;Male;*;White;*;High School;United-States;*;Craft-repair;<=50K
339;Male;40~59;White;Married-civ-spouse;Undergraduate;United-States;Non-Government;Nontechnical;<=50K
340;Female;*;White;*;*;*;Non-Government;Nontechnical;<=50K
341;Female;*;*;*;*;*;Non-Government;*;>50K
342;Female;*;White;spouse not present;*;North America;Private;*;<=50K
343;Female;20~39;*;spouse not present;Undergraduate;North America;*;*;<=50K
344;Male;15~19;White;Never-married;High School;*;Private;Other;<=50K
345;Male;*;White;Married-civ-spouse;*;North America;Government;*;>50K
346;Male;*;*;*;High School;*;*;*;<=50K
347;*;*;*;spouse not present;*;North America;Non-Government;*;<=50K
348;Female;*;White;Never-married;*;North America;Government;*;<=50K
349;Female;20~39;*;*;*;North America;Private;Technical;<=50K
350;Male;*;White;spouse not present;Undergraduate;United-States;Non-Government;Nontechnical;<=50K
351;*;*;*;*;Higher education;*;Non-Government;*;<=50K
352;Male;20~39;White;Married-civ-spouse;High School;United-States;Non-Government;*;<=50K
353;Male;40~59;White;spouse not present;High School;North America;Non-Government;Other;<=50K
354;Female;*;*;Divorced;*;*;Private;Technical;<=50K
355;Male;20~39;*;*;Higher education;*;Private;Technical;<=50K
356;Female;40~59;White;spouse not present;Higher education;United-States;Non-Government;*;<=50K
357;Female;20~39;White;*;Higher education;United-States;*;*;<=50K
358;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
359;Male;20~39;White;spouse not present;*;*;Non-Government;*;<=50K
360;Female;40~59;White;*;Higher education;North America;Non-Government;Other;>50K
361;Female;*;White;Never-married;Higher education;United-States;Non-Government;Adm-clerical;<=50K
362;Female;15~19;White;*;*;United-States;Non-Government;*;<=50K
363;Female;*;White;*;*;North America;*;Other;>50K
364;Male;20~29;White;Never-married;Bachelors;United-States;Non-Government;*;<=50K
365;*;*;White;*;*;*;Non-Government;*;<=50K
366;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
367;Male;40~59;White;Married-civ-spouse;Higher education;United-States;Non-Government;*;<=50K
368;Female;40~59;White;Divorced;*;North America;Non-Government;*;<=50K
369;Male;*;White;*;Higher education;United-States;Non-Government;Nontechnical;>50K
370;Male;50~59;White;Married-civ-spouse;Higher education;*;Self-emp-inc;Nontechnical;>50K
371;Male;15~19;White;Never-married;Some-college;United-States;Private;Nontechnical;<=50K
372;Female;20~39;White;Never-married;Higher education;*;Non-Government;Other;<=50K
373;*;*;*;*;*;*;Government;*;>50K
374;Female;20~39;*;*;*;North America;Private;Technical;<=50K
375;Male;20~39;*;*;High School;*;Non-Government;*;<=50K
376;Male;40~49;White;Married-civ-spouse;Higher education;*;Private;Nontechnical;>50K
377;Male;20~39;White;Married-civ-spouse;High School;North America;Non-Government;Other;<=50K
378;Male;*;White;Married-civ-spouse;*;North America;Non-Government;*;<=50K
379;Male;20~39;*;Married-civ-spouse;*;*;*;Nontechnical;<=50K
380;*;*;*;*;*;North America;*;*;<=50K
381;Female;*;*;Never-married;*;North America;*;*;<=50K
382;Female;20~39;White;*;*;*;*;*;<=50K
383;Male;40~49;White;Married-civ-spouse;Higher education;*;Private;Nontechnical;>50K
384;*;*;White;*;*;United-States;*;*;<=50K
385;Male;*;White;spouse not present;High School;*;Non-Government;Technical;>50K
386;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
387;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
388;*;*;*;spouse not present;*;North America;*;*;<=50K
389;Female;*;*;*;*;North America;*;*;<=50K
390;Male;*;White;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;<=50K
391;*;*;*;spouse not present;*;United-States;Private;Nontechnical;<=50K
392;*;*;White;*;*;United-States;*;*;>50K
393;Male;20~39;White;spouse not present;*;*;Non-Government;*;<=50K
394;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
395;Male;*;White;Married-civ-spouse;High School;North America;*;Transport-moving;<=50K
396;*;20~39;*;spouse not present;Higher education;*;*;*;<=50K
397;*;*;*;*;High School;*;*;Nontechnical;<=50K
398;Male;60~79;White;Married-civ-spouse;High School;North America;Non-Government;*;>50K
399;*;40~59;White;Married-civ-spouse;Higher education;United-States;Local-gov;Prof-specialty;<=50K
400;*;20~39;*;*;Higher education;North America;*;Technical;<=50K
401;*;*;*;Married-civ-spouse;Higher education;*;*;*;>50K
402;*;*;*;*;*;Asia;Non-Government;*;<=50K
403;Male;20~39;*;*;Higher education;*;Private;Technical;>50K
404;*;*;*;spouse not present;*;North America;*;*;<=50K
405;Female;20~39;White;spouse not present;Higher education;*;Government;*;<=50K
406;Male;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;<=50K
407;Female;*;*;*;*;North America;*;*;<=50K
408;Male;*;White;*;Undergraduate;North America;*;Prof-specialty;<=50K
409;Female;*;*;spouse not present;*;United-States;*;*;<=50K
410;Male;*;*;*;High School;*;*;*;<=50K
411;*;40~59;*;*;Higher education;United-States;Non-Government;Technical;>50K
412;Male;20~39;White;spouse not present;*;*;Non-Government;*;<=50K
