ID;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
39;Male;*;*;*;Higher education;North America;Non-Government;*;<=50K
40;Female;*;White;*;High School;North America;*;*;<=50K
41;Male;*;*;spouse not present;*;North America;Non-Government;*;<=50K
42;*;*;*;*;*;*;*;*;>50K
43;Male;40~59;*;Married-civ-spouse;*;*;Non-Government;*;<=50K
44;Female;*;*;*;Higher education;North America;Non-Government;*;<=50K
45;Male;40~59;White;Married-civ-spouse;*;*;*;*;<=50K
46;Male;20~39;White;Never-married;Higher education;*;Non-Government;Technical;<=50K
47;*;*;*;*;Higher education;*;Non-Government;*;<=50K
48;*;*;White;Married-civ-spouse;*;*;*;*;>50K
49;Male;*;White;*;*;United-States;*;Nontechnical;>50K
50;Male;*;*;spouse not present;*;North America;Non-Government;*;<=50K
51;*;*;*;*;*;*;Non-Government;*;>50K
52;*;*;*;*;*;*;Non-Government;*;<=50K
53;Male;20~39;White;Married-civ-spouse;*;North America;Private;*;<=50K
54;Male;*;White;*;High School;*;Non-Government;*;<=50K
55;Male;20~39;White;Married-civ-spouse;High School;*;Private;Technical;<=50K
56;Male;20~39;*;*;*;North America;*;*;<=50K
57;Male;*;White;*;High School;*;Non-Government;*;<=50K
58;*;*;*;*;*;*;Non-Government;*;>50K
59;Male;20~39;*;*;*;North America;Non-Government;*;<=50K
60;Male;20~39;White;Married-civ-spouse;High School;*;Private;Technical;<=50K
61;*;*;*;*;*;North America;*;Other;<=50K
62;Female;*;*;*;*;North America;Non-Government;*;>50K
63;*;*;*;*;*;*;Non-Government;*;>50K
64;Male;*;White;*;Higher education;United-States;*;*;<=50K
65;*;*;*;*;Higher education;*;Non-Government;*;<=50K
66;Male;20~39;*;*;*;North America;*;*;>50K
67;Male;20~39;*;*;*;North America;*;*;<=50K
68;*;*;*;*;*;*;Non-Government;*;<=50K
69;Male;20~39;*;spouse not present;High School;North America;Private;Other;<=50K
70;Male;20~39;White;Married-civ-spouse;*;North America;Private;*;<=50K
71;Female;*;White;spouse not present;*;North America;*;*;<=50K
72;*;*;*;*;*;*;*;*;<=50K
73;Male;*;White;*;*;*;Non-Government;*;<=50K
74;Male;40~59;*;Married-civ-spouse;*;*;Non-Government;*;<=50K
75;Female;*;*;*;*;North America;Non-Government;*;<=50K
76;Male;*;White;Married-civ-spouse;High School;North America;*;*;<=50K
77;Female;*;*;*;*;North America;Non-Government;*;>50K
78;Female;*;White;*;*;North America;*;*;<=50K
79;Male;*;*;Married-civ-spouse;High School;*;*;*;>50K
80;*;*;*;*;Higher education;*;*;*;<=50K
81;Male;*;*;spouse not present;*;North America;Non-Government;*;<=50K
82;Female;*;White;spouse not present;Higher education;United-States;*;*;>50K
83;*;*;*;*;*;*;Non-Government;*;<=50K
84;Female;*;*;*;Higher education;United-States;*;Technical;<=50K
85;*;*;*;*;*;*;*;*;<=50K
86;Male;20~39;White;Married-civ-spouse;Higher education;United-States;Government;*;>50K
87;*;*;*;spouse not present;Higher education;*;*;*;<=50K
88;*;*;*;*;*;*;Non-Government;*;>50K
89;Male;20~39;*;*;*;North America;*;*;>50K
90;Female;*;*;*;*;*;Non-Government;*;<=50K
91;*;*;*;*;High School;*;*;*;<=50K
92;*;*;*;*;*;*;Non-Government;*;>50K
93;*;*;*;*;*;*;Non-Government;*;>50K
94;Female;*;*;spouse not present;*;*;*;*;<=50K
95;Female;*;*;*;Higher education;North America;Non-Government;*;<=50K
96;*;*;*;spouse not present;High School;North America;*;*;<=50K
97;Male;20~39;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Technical;>50K
98;Male;*;*;spouse not present;*;North America;Non-Government;*;<=50K
99;*;*;*;*;*;North America;*;Other;<=50K
100;Male;*;White;Married-civ-spouse;High School;North America;*;*;<=50K
101;Male;*;White;*;*;*;Non-Government;*;<=50K
102;Male;20~39;White;*;*;*;*;*;>50K
103;Male;*;White;*;High School;*;Non-Government;*;>50K
104;*;*;*;*;Higher education;*;Non-Government;*;<=50K
105;*;*;*;*;High School;North America;Private;*;<=50K
106;Male;*;White;Married-civ-spouse;High School;North America;*;*;<=50K
107;Male;*;*;*;Higher education;North America;*;*;<=50K
108;*;*;*;*;*;North America;*;*;>50K
109;*;*;*;*;*;*;Non-Government;*;<=50K
110;*;*;*;spouse not present;High School;North America;*;*;<=50K
111;*;20~39;*;Never-married;*;North America;Private;Other;<=50K
112;Male;20~39;*;*;*;North America;*;*;<=50K
113;*;*;*;spouse not present;Higher education;*;*;*;<=50K
114;Male;*;White;*;Higher education;United-States;Government;*;>50K
115;Male;*;Black;spouse not present;*;North America;*;*;<=50K
116;Female;*;*;*;*;North America;Non-Government;*;>50K
117;*;*;*;*;*;North America;*;Other;<=50K
118;Male;20~39;White;Married-civ-spouse;*;North America;Private;*;>50K
119;Male;20~39;*;*;*;North America;Non-Government;*;<=50K
120;Female;20~39;*;Never-married;Higher education;United-States;*;*;<=50K
121;Female;*;*;*;HS-grad;*;Non-Government;*;<=50K
122;Male;20~39;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Technical;<=50K
123;Male;20~39;*;*;*;North America;*;*;<=50K
124;*;*;*;*;*;*;*;*;<=50K
125;Male;20~39;White;*;*;*;*;*;>50K
126;Male;40~59;White;Married-civ-spouse;High School;United-States;Non-Government;*;<=50K
127;Female;*;*;*;Higher education;North America;Non-Government;*;<=50K
128;Male;*;White;*;*;*;Non-Government;*;<=50K
129;*;*;*;*;*;*;*;*;>50K
130;Male;*;White;Married-civ-spouse;High School;North America;Non-Government;Technical;<=50K
131;Female;*;*;*;Higher education;*;*;*;<=50K
132;Male;*;White;*;*;*;Non-Government;*;<=50K
133;Female;*;*;spouse not present;*;*;*;*;>50K
134;Male;60~79;White;*;*;United-States;Non-Government;*;<=50K
135;Female;20~39;*;spouse not present;*;North America;*;*;<=50K
136;Male;20~39;*;*;*;North America;Private;Other;<=50K
137;Female;*;*;spouse not present;*;United-States;Non-Government;*;<=50K
138;Male;60~79;White;*;*;United-States;Non-Government;*;<=50K
139;*;*;*;*;*;North America;*;Other;<=50K
140;Female;20~39;*;spouse not present;High School;North America;Private;*;<=50K
141;Female;*;*;spouse not present;*;*;*;*;<=50K
142;*;*;*;spouse not present;High School;North America;*;*;<=50K
143;Male;45~49;White;Married-civ-spouse;*;North America;*;*;<=50K
144;Male;20~29;White;Never-married;Higher education;United-States;Private;Nontechnical;<=50K
145;Male;*;*;*;Higher education;North America;*;*;<=50K
146;Male;20~39;White;*;*;*;Private;*;<=50K
147;Male;*;*;*;Higher education;North America;*;*;<=50K
148;Female;*;*;*;HS-grad;*;Non-Government;*;<=50K
149;Female;*;*;spouse not present;*;*;*;*;<=50K
150;*;*;*;*;*;*;Non-Government;*;<=50K
151;*;*;*;*;*;*;Non-Government;*;>50K
152;Female;*;*;spouse not present;*;*;Non-Government;*;<=50K
153;Male;*;White;*;Higher education;United-States;Government;*;<=50K
154;Male;40~59;*;*;Higher education;United-States;*;Other;<=50K
155;Male;*;White;Never-married;*;*;Private;Nontechnical;<=50K
156;*;*;*;*;*;North America;*;*;<=50K
157;Male;20~39;*;spouse not present;High School;North America;Private;Other;<=50K
158;*;*;*;*;*;*;*;*;<=50K
159;*;*;*;*;*;*;Non-Government;*;>50K
160;Male;20~39;*;*;*;North America;*;*;<=50K
161;Male;*;White;*;Higher education;United-States;Government;*;>50K
162;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
163;Male;*;*;spouse not present;High School;North America;Non-Government;*;<=50K
164;Male;*;Black;spouse not present;*;North America;*;*;<=50K
165;Male;*;*;Never-married;High School;*;Non-Government;*;<=50K
166;Male;20~39;White;Married-civ-spouse;Bachelors;*;Private;*;<=50K
167;Male;*;*;*;*;*;*;*;>50K
168;Female;*;*;*;Higher education;*;*;Adm-clerical;<=50K
169;Male;*;Black;spouse not present;*;North America;*;*;<=50K
170;Male;20~39;White;Married-civ-spouse;High School;*;Private;Technical;>50K
171;Male;20~39;White;Married-civ-spouse;Higher education;United-States;Government;*;>50K
172;*;*;*;*;*;*;*;*;<=50K
173;Female;40~59;White;*;*;*;*;*;<=50K
174;*;*;White;Married-civ-spouse;*;*;*;*;<=50K
175;Male;*;White;Married-civ-spouse;Higher education;*;*;Technical;>50K
176;*;*;*;*;*;*;*;*;<=50K
177;Male;*;*;*;Higher education;North America;Non-Government;*;<=50K
178;*;*;*;*;*;North America;*;*;<=50K
179;*;*;*;*;*;*;Non-Government;*;<=50K
180;Male;*;*;Married-civ-spouse;*;United-States;Government;*;<=50K
181;Male;20~39;White;*;*;North America;Non-Government;Other;<=50K
182;Male;20~39;*;spouse not present;*;*;Private;Technical;<=50K
183;Female;*;White;spouse not present;Higher education;United-States;*;*;>50K
184;*;*;*;*;Higher education;*;*;*;>50K
185;Male;*;*;spouse not present;*;North America;Non-Government;*;<=50K
186;*;*;*;*;*;*;Non-Government;*;<=50K
187;*;*;*;*;*;*;Non-Government;*;>50K
188;Female;*;White;spouse not present;Higher education;United-States;*;*;<=50K
189;*;*;*;*;*;North America;*;Other;<=50K
190;Female;*;White;spouse not present;*;North America;*;*;<=50K
191;Male;*;*;*;Higher education;North America;Non-Government;*;>50K
192;Male;20~39;White;*;*;*;Private;*;<=50K
193;Female;*;*;*;*;North America;Non-Government;*;>50K
194;Female;*;White;spouse not present;*;North America;*;*;<=50K
195;*;*;*;*;*;North America;*;*;<=50K
196;Male;20~39;White;Married-civ-spouse;High School;*;Private;Technical;>50K
197;*;*;*;Never-married;*;*;Non-Government;*;<=50K
198;Male;40~59;*;*;High School;*;Non-Government;*;<=50K
199;Male;40~59;White;Married-civ-spouse;High School;United-States;Non-Government;*;>50K
200;*;*;*;Never-married;*;*;Non-Government;*;>50K
201;Female;*;*;*;Higher education;North America;Non-Government;*;<=50K
202;Male;20~39;White;Married-civ-spouse;Higher education;*;Non-Government;*;<=50K
203;*;*;*;*;*;*;Non-Government;*;<=50K
204;Male;20~29;White;*;High School;United-States;Non-Government;*;<=50K
205;Male;20~39;*;*;*;North America;*;*;<=50K
206;Male;*;Black;spouse not present;*;North America;*;*;<=50K
207;Male;*;*;Married-civ-spouse;High School;*;Non-Government;*;<=50K
208;Female;*;White;*;*;North America;*;*;<=50K
209;Female;*;White;spouse not present;*;North America;*;*;<=50K
210;Male;*;White;Married-civ-spouse;*;North America;Non-Government;Other;<=50K
211;Female;*;White;spouse not present;Higher education;*;*;*;<=50K
212;Female;*;*;spouse not present;High School;United-States;Non-Government;*;<=50K
213;Male;*;*;spouse not present;High School;North America;Non-Government;*;<=50K
214;Female;*;*;spouse not present;High School;*;Private;*;<=50K
215;*;*;*;spouse not present;Higher education;*;*;*;<=50K
216;Female;*;*;*;*;*;Non-Government;*;<=50K
217;Male;20~39;White;Never-married;Higher education;*;Non-Government;Technical;>50K
218;Male;*;*;Married-civ-spouse;High School;*;*;*;<=50K
219;*;*;*;*;*;North America;*;Other;<=50K
220;*;*;*;*;*;*;*;*;>50K
221;Male;20~39;*;*;*;North America;*;*;>50K
222;Male;20~39;*;spouse not present;High School;North America;Private;Other;<=50K
223;Male;20~39;White;Married-civ-spouse;Bachelors;*;Private;*;>50K
224;*;*;*;Married-civ-spouse;*;North America;*;*;<=50K
225;Male;20~39;White;Married-civ-spouse;Higher education;United-States;Government;*;<=50K
226;Male;20~39;*;spouse not present;*;*;Private;Technical;<=50K
227;Male;*;White;*;High School;*;Non-Government;*;>50K
228;Female;*;*;*;HS-grad;*;Non-Government;*;<=50K
229;Male;20~39;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
230;Female;*;White;*;*;*;Non-Government;*;>50K
231;*;*;*;*;Higher education;*;Non-Government;*;<=50K
232;*;*;*;*;*;North America;*;*;<=50K
233;*;*;*;spouse not present;Higher education;*;*;*;<=50K
234;Male;*;White;Never-married;*;North America;Non-Government;*;<=50K
235;*;*;*;*;*;*;Non-Government;*;>50K
236;Female;*;White;spouse not present;*;North America;*;*;<=50K
237;Female;*;*;spouse not present;*;United-States;Non-Government;*;<=50K
238;Female;40~59;White;*;*;*;*;*;<=50K
239;Male;*;*;spouse not present;*;North America;Non-Government;*;<=50K
240;Female;*;*;*;Higher education;United-States;*;Technical;<=50K
241;Male;*;White;Married-civ-spouse;High School;North America;*;*;<=50K
242;Male;*;*;Never-married;High School;*;Non-Government;*;<=50K
243;*;*;*;*;*;*;Non-Government;*;<=50K
244;*;20~39;*;Married-civ-spouse;High School;North America;Private;Technical;<=50K
245;*;*;*;*;*;*;Non-Government;*;>50K
246;*;60~79;White;*;*;United-States;*;Nontechnical;>50K
247;Female;20~39;White;Never-married;*;North America;*;Technical;<=50K
248;*;*;*;*;High School;United-States;*;*;>50K
249;*;60~79;White;*;*;United-States;*;Nontechnical;>50K
250;Male;*;*;Never-married;High School;*;Non-Government;*;<=50K
251;*;*;*;*;*;*;Non-Government;*;<=50K
252;*;*;*;*;*;North America;*;*;<=50K
253;Female;*;White;*;High School;North America;*;*;<=50K
254;Male;40~59;*;*;High School;*;Non-Government;*;<=50K
255;*;*;*;*;*;*;Non-Government;*;>50K
256;Female;*;*;*;Higher education;*;*;*;<=50K
257;Female;20~39;White;Never-married;*;North America;*;Technical;<=50K
258;Female;*;White;Married-civ-spouse;*;North America;Non-Government;*;>50K
259;*;*;*;*;*;*;Non-Government;*;<=50K
260;*;*;*;*;*;*;*;*;>50K
261;*;*;*;*;Higher education;*;Non-Government;*;<=50K
262;Female;40~59;White;*;*;*;*;*;<=50K
263;Male;*;*;spouse not present;*;North America;Non-Government;*;<=50K
264;*;*;*;*;*;*;Government;Nontechnical;>50K
265;*;*;*;*;*;*;Non-Government;*;>50K
266;Male;*;White;spouse not present;Higher education;North America;Non-Government;*;<=50K
267;Female;*;*;*;Higher education;*;*;*;<=50K
268;Male;*;*;Married-civ-spouse;High School;*;Non-Government;*;<=50K
269;Male;20~39;White;Married-civ-spouse;Bachelors;*;Private;*;<=50K
270;Female;*;White;*;High School;North America;*;*;<=50K
271;Male;*;*;*;*;*;*;*;<=50K
272;Male;20~29;White;Never-married;Higher education;United-States;Private;Nontechnical;<=50K
273;*;*;*;*;*;*;*;*;<=50K
274;Male;*;*;Married-civ-spouse;High School;*;Non-Government;*;<=50K
275;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
276;*;*;*;spouse not present;High School;North America;*;*;<=50K
277;Male;*;*;spouse not present;*;North America;Non-Government;*;<=50K
278;Male;40~59;*;*;Higher education;United-States;*;Other;>50K
279;Female;*;*;*;*;*;Non-Government;*;<=50K
280;Male;20~39;White;Married-civ-spouse;*;North America;Private;*;>50K
281;Male;*;White;Married-civ-spouse;High School;North America;*;*;>50K
282;Female;*;*;*;Higher education;*;*;*;<=50K
283;Female;*;White;*;High School;North America;*;*;<=50K
284;Male;20~39;*;*;*;North America;*;*;<=50K
285;Female;*;*;spouse not present;*;*;*;*;<=50K
286;Male;20~39;White;Married-civ-spouse;*;North America;Private;*;>50K
287;Male;40~59;White;Married-civ-spouse;*;*;*;*;>50K
288;Male;20~29;White;Never-married;Higher education;United-States;Private;Nontechnical;<=50K
289;*;*;*;*;*;*;Non-Government;*;>50K
290;Female;*;*;spouse not present;*;*;*;*;>50K
291;Male;20~29;White;Never-married;Higher education;United-States;Private;Nontechnical;<=50K
292;Male;20~39;*;*;*;North America;*;*;<=50K
293;Male;*;White;*;Higher education;*;Non-Government;*;<=50K
294;Female;*;White;Married-civ-spouse;*;North America;Non-Government;*;<=50K
295;Female;20~39;White;Never-married;*;North America;*;Technical;<=50K
296;Female;*;*;*;*;North America;*;*;<=50K
297;Male;20~39;White;Married-civ-spouse;*;*;Non-Government;*;<=50K
298;Male;40~59;White;*;Higher education;*;Private;*;<=50K
299;Male;*;White;spouse not present;HS-grad;North America;Private;Other;<=50K
300;Female;*;White;spouse not present;*;North America;*;*;<=50K
301;Male;*;*;*;*;*;Non-Government;*;<=50K
302;Male;*;White;Married-civ-spouse;*;North America;Non-Government;Other;<=50K
303;Female;*;White;*;*;*;Non-Government;*;>50K
304;Male;*;White;Married-civ-spouse;High School;*;*;*;<=50K
305;Male;*;White;*;*;*;Non-Government;*;<=50K
306;*;*;*;*;*;*;*;*;<=50K
307;*;*;White;spouse not present;Higher education;United-States;*;Other;<=50K
308;Male;*;White;Never-married;*;North America;Non-Government;*;<=50K
309;Male;40~59;White;Married-civ-spouse;*;*;*;*;<=50K
310;Male;*;White;*;High School;*;Non-Government;*;<=50K
311;*;*;*;spouse not present;*;*;Non-Government;*;<=50K
312;*;*;*;spouse not present;High School;North America;*;*;<=50K
313;Male;*;White;*;Higher education;United-States;*;*;<=50K
314;Male;*;Black;spouse not present;*;North America;*;*;<=50K
315;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
316;Male;20~29;White;Never-married;Higher education;United-States;Private;Nontechnical;<=50K
317;Male;30~39;White;Married-civ-spouse;*;United-States;Non-Government;Craft-repair;>50K
318;Male;*;*;Married-civ-spouse;*;United-States;Government;*;>50K
319;Male;*;White;spouse not present;HS-grad;North America;Private;Other;<=50K
320;Female;*;*;spouse not present;*;United-States;*;*;<=50K
321;Male;*;White;*;Higher education;*;Non-Government;*;<=50K
322;*;*;*;*;*;*;*;*;<=50K
323;Male;20~39;White;spouse not present;Higher education;United-States;*;Technical;<=50K
324;Male;*;White;Married-civ-spouse;*;United-States;*;*;>50K
325;Male;*;*;Married-civ-spouse;High School;*;*;*;<=50K
326;Male;*;White;Married-civ-spouse;*;United-States;*;*;>50K
327;Male;40~59;White;Married-civ-spouse;*;*;*;*;<=50K
328;*;*;*;*;*;*;*;*;>50K
329;*;*;*;*;High School;*;*;*;<=50K
330;Male;20~39;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
331;Female;*;*;*;*;North America;Non-Government;*;<=50K
332;Male;20~39;White;*;*;*;*;*;<=50K
333;*;*;White;*;*;*;*;*;<=50K
334;Male;*;*;Married-civ-spouse;*;North America;Non-Government;Technical;>50K
335;Male;40~59;White;*;Higher education;*;Private;*;<=50K
336;*;40~59;White;spouse not present;Higher education;North America;*;Nontechnical;>50K
337;Male;*;*;spouse not present;*;North America;Non-Government;*;<=50K
338;Male;20~39;White;Married-civ-spouse;High School;*;Private;Technical;<=50K
339;Male;*;*;*;Higher education;North America;*;*;<=50K
340;Female;20~39;*;Never-married;Higher education;United-States;*;*;<=50K
341;Female;40~59;White;*;*;*;*;*;>50K
342;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
343;*;20~39;White;spouse not present;Higher education;*;Government;*;<=50K
344;Male;*;*;Never-married;High School;*;Non-Government;*;<=50K
345;Male;20~39;White;*;Higher education;*;*;Technical;>50K
346;Male;*;*;Married-civ-spouse;High School;*;Non-Government;*;<=50K
347;Male;*;Black;spouse not present;*;North America;*;*;<=50K
348;*;*;*;*;*;North America;*;Other;<=50K
349;*;*;*;*;High School;United-States;*;*;<=50K
350;Male;20~29;White;Never-married;Higher education;United-States;Private;Nontechnical;<=50K
351;*;40~59;White;spouse not present;Higher education;North America;*;Nontechnical;<=50K
352;Male;20~39;White;*;HS-grad;United-States;Non-Government;Nontechnical;<=50K
353;Male;*;White;*;High School;*;Non-Government;*;<=50K
354;Female;*;*;*;*;North America;Non-Government;*;<=50K
355;Male;*;*;*;Higher education;North America;Non-Government;*;<=50K
356;Female;*;*;*;Higher education;North America;Non-Government;*;<=50K
357;*;*;*;*;*;North America;*;Other;<=50K
358;Female;*;*;*;HS-grad;*;Non-Government;*;<=50K
359;Male;*;*;spouse not present;*;North America;Non-Government;*;<=50K
360;Female;*;*;*;Higher education;*;*;Adm-clerical;>50K
361;*;*;*;*;*;North America;*;Other;<=50K
362;Female;*;White;spouse not present;*;North America;*;*;<=50K
363;*;*;White;*;*;*;*;*;>50K
364;Male;20~39;White;spouse not present;*;United-States;*;*;<=50K
365;Male;*;White;*;Higher education;United-States;*;*;<=50K
366;Female;*;*;*;HS-grad;*;Non-Government;*;<=50K
367;Male;40~59;White;*;Higher education;*;Private;*;<=50K
368;Female;*;*;*;Higher education;North America;Non-Government;*;<=50K
369;Male;*;White;Married-civ-spouse;*;United-States;*;*;>50K
370;Male;*;*;*;Higher education;North America;*;*;>50K
371;Male;15~19;*;Never-married;Some-college;United-States;Private;*;<=50K
372;Female;20~39;White;Never-married;Higher education;United-States;Non-Government;Other;<=50K
373;Male;*;White;Married-civ-spouse;*;*;Government;*;>50K
374;Female;*;*;*;Higher education;United-States;*;Technical;<=50K
375;Male;*;*;Married-civ-spouse;High School;*;Non-Government;*;<=50K
376;Male;40~59;White;*;Higher education;*;Private;*;>50K
377;Male;20~39;White;Married-civ-spouse;*;North America;Private;*;<=50K
378;Male;45~49;White;Married-civ-spouse;*;North America;*;*;<=50K
379;Male;*;White;Married-civ-spouse;*;United-States;*;*;<=50K
380;Female;*;*;*;*;North America;*;*;<=50K
381;Female;*;Black;Never-married;*;*;Non-Government;*;<=50K
382;Female;*;White;spouse not present;Higher education;United-States;*;*;<=50K
383;Male;40~59;White;*;Higher education;*;Private;*;>50K
384;Male;*;White;*;Higher education;United-States;Government;*;<=50K
385;Male;20~39;White;*;*;*;Private;*;>50K
386;*;*;*;*;*;*;Non-Government;*;<=50K
387;Female;*;*;spouse not present;*;*;Non-Government;*;<=50K
388;*;*;*;spouse not present;High School;North America;*;*;<=50K
389;*;*;*;*;*;North America;*;Other;<=50K
390;Male;*;White;*;*;North America;Non-Government;Nontechnical;<=50K
391;Male;*;White;Never-married;*;*;Private;Nontechnical;<=50K
392;Female;20~39;*;*;Higher education;North America;*;*;>50K
393;Male;*;White;spouse not present;HS-grad;North America;Private;Other;<=50K
394;Female;*;*;spouse not present;*;*;Non-Government;Technical;<=50K
395;Male;20~39;White;Married-civ-spouse;*;North America;Private;*;<=50K
396;Male;*;White;spouse not present;Higher education;*;Government;Technical;<=50K
397;*;*;White;*;High School;*;Non-Government;*;<=50K
398;Male;*;*;Married-civ-spouse;High School;*;Non-Government;*;>50K
399;*;*;White;Married-civ-spouse;*;*;*;*;<=50K
400;Female;*;*;*;Higher education;United-States;*;Technical;<=50K
401;Female;*;*;*;*;North America;Non-Government;*;>50K
402;*;*;*;*;*;*;Non-Government;*;<=50K
403;*;*;*;*;Higher education;*;*;*;>50K
404;Male;*;*;*;*;*;*;*;<=50K
405;*;20~39;White;spouse not present;Higher education;*;Government;*;<=50K
406;Male;20~39;White;Married-civ-spouse;*;North America;Private;*;<=50K
407;Female;*;*;*;Higher education;*;*;Adm-clerical;<=50K
408;Male;20~39;White;Never-married;Higher education;*;Non-Government;Technical;<=50K
409;Female;*;White;*;High School;North America;*;*;<=50K
410;*;*;*;spouse not present;High School;North America;*;*;<=50K
411;Male;40~59;White;*;Higher education;*;Private;*;>50K
412;Male;20~39;White;*;*;*;Private;*;<=50K
413;Male;*;White;Never-married;Undergraduate;United-States;Private;Nontechnical;<=50K
414;Female;*;*;spouse not present;High School;*;Private;*;<=50K
415;Male;*;*;Married-civ-spouse;High School;*;Non-Government;*;<=50K
416;Male;*;White;Married-civ-spouse;High School;North America;Non-Government;Technical;<=50K
417;Female;*;*;spouse not present;*;*;Non-Government;Technical;<=50K
418;Male;40~59;White;Married-civ-spouse;Undergraduate;United-States;Non-Government;Technical;>50K
419;Male;40~59;White;Married-civ-spouse;High School;United-States;Non-Government;*;>50K
420;Female;*;*;*;*;North America;Non-Government;*;>50K
421;Male;*;*;Married-civ-spouse;*;*;Private;*;>50K
422;*;*;White;*;High School;*;Non-Government;*;<=50K
423;Male;*;*;*;Higher education;North America;Non-Government;*;<=50K
424;Male;20~39;White;Married-civ-spouse;*;North America;Private;*;<=50K
425;Male;*;White;Never-married;*;North America;Non-Government;*;<=50K
426;*;*;*;*;*;North America;*;*;<=50K
427;Male;20~39;White;Married-civ-spouse;Bachelors;*;Private;*;<=50K
428;Male;*;White;*;*;*;Non-Government;*;<=50K
429;Female;20~39;White;Never-married;*;North America;*;Technical;<=50K
430;*;20~39;*;Married-civ-spouse;High School;North America;Private;*;<=50K
431;Male;*;White;*;High School;*;Non-Government;*;<=50K
432;Male;20~39;*;*;*;North America;Private;Other;<=50K
433;Male;40~59;White;*;Higher education;*;Private;*;>50K
434;Female;*;White;Married-civ-spouse;*;North America;Non-Government;*;>50K
435;Male;*;White;*;Higher education;United-States;*;*;>50K
436;*;*;*;spouse not present;High School;North America;*;*;<=50K
437;Male;20~39;*;spouse not present;High School;North America;Private;Other;<=50K
438;*;*;*;spouse not present;*;*;Non-Government;*;<=50K
439;Female;*;*;*;Higher education;North America;Non-Government;*;<=50K
440;Male;*;*;Never-married;High School;*;Non-Government;*;<=50K
441;Male;*;White;Never-married;Undergraduate;United-States;Private;Nontechnical;<=50K
442;Male;20~39;White;*;*;North America;Non-Government;Other;<=50K
443;Female;*;*;*;HS-grad;*;Non-Government;*;<=50K
444;Male;*;*;Married-civ-spouse;*;*;Private;*;<=50K
445;Male;40~49;White;Married-civ-spouse;Higher education;North America;Non-Government;*;<=50K
446;*;20~39;White;spouse not present;Higher education;*;Government;*;<=50K
447;Female;*;*;*;*;North America;Non-Government;*;<=50K
448;Female;*;*;spouse not present;*;North America;Non-Government;*;<=50K
449;*;*;*;Married-civ-spouse;*;North America;*;*;<=50K
450;Female;*;White;spouse not present;Higher education;*;*;*;<=50K
451;Male;*;White;Married-civ-spouse;*;United-States;*;*;>50K
452;Female;*;*;*;HS-grad;*;Non-Government;*;<=50K
