ID;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
40;Female;*;White;*;*;North America;Non-Government;*;<=50K
41;*;*;*;*;*;*;Private;*;<=50K
42;Male;40~59;*;*;*;*;Government;*;>50K
43;Male;*;*;*;High School;United-States;Private;*;<=50K
44;*;*;White;*;*;North America;*;*;<=50K
45;Male;*;*;*;Higher education;United-States;*;*;<=50K
46;*;*;*;spouse not present;*;United-States;*;*;<=50K
47;Female;20~39;*;*;Higher education;North America;*;Nontechnical;<=50K
48;Female;40~59;*;*;*;*;Non-Government;Technical;>50K
49;Male;*;White;spouse not present;Higher education;*;*;*;>50K
50;Male;*;White;spouse not present;*;North America;*;*;<=50K
51;Male;40~59;White;Married-civ-spouse;Undergraduate;North America;Private;Technical;>50K
52;Male;*;White;*;*;*;Non-Government;*;<=50K
53;Male;20~39;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
54;Male;*;White;Married-civ-spouse;High School;United-States;Non-Government;Other;<=50K
55;*;*;*;*;High School;*;Private;*;<=50K
56;Male;*;*;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;<=50K
57;Male;*;White;Married-civ-spouse;High School;United-States;Non-Government;Other;<=50K
58;Male;40~59;*;*;Higher education;North America;*;*;>50K
59;*;*;*;spouse not present;*;United-States;*;*;<=50K
60;*;*;*;*;High School;*;Private;*;<=50K
61;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
62;Female;*;White;*;*;North America;Non-Government;*;>50K
63;Male;40~59;White;*;Higher education;*;Non-Government;Nontechnical;>50K
64;*;*;*;spouse not present;*;United-States;*;*;<=50K
65;Female;*;*;*;Higher education;North America;*;*;<=50K
66;Male;*;*;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;>50K
67;*;*;*;spouse not present;*;United-States;*;*;<=50K
68;Male;*;White;*;*;*;Non-Government;*;<=50K
69;*;*;*;*;*;*;Private;*;<=50K
70;Male;*;White;*;Higher education;*;*;Other;<=50K
71;*;*;*;*;*;*;Private;*;<=50K
72;*;20~39;*;Married-civ-spouse;*;*;Government;*;<=50K
73;*;*;*;spouse not present;*;United-States;*;*;<=50K
74;Male;*;White;*;*;*;Non-Government;*;<=50K
75;Female;*;White;*;*;North America;Non-Government;*;<=50K
76;*;40~59;White;*;*;*;*;*;<=50K
77;Female;*;*;spouse not present;*;*;*;*;>50K
78;Female;*;*;*;High School;North America;Private;*;<=50K
79;Male;*;*;*;*;North America;Government;*;>50K
80;Male;*;*;Married-civ-spouse;Higher education;*;Non-Government;*;<=50K
81;*;*;*;spouse not present;*;United-States;*;*;<=50K
82;Female;40~59;*;*;*;North America;Government;*;>50K
83;Male;40~59;White;Married-civ-spouse;*;United-States;Non-Government;*;<=50K
84;Female;*;White;spouse not present;*;North America;Private;*;<=50K
85;*;*;*;spouse not present;Higher education;*;Non-Government;*;<=50K
86;Male;20~39;White;*;*;North America;Government;*;>50K
87;Male;*;White;*;*;United-States;*;*;<=50K
88;Male;*;White;Married-civ-spouse;*;United-States;Non-Government;Prof-specialty;>50K
89;Male;*;*;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;>50K
90;Female;*;*;spouse not present;*;*;*;*;<=50K
91;Male;*;*;*;*;*;*;*;<=50K
92;Male;*;*;Married-civ-spouse;Higher education;*;Non-Government;*;>50K
93;*;*;*;*;Higher education;North America;Non-Government;Nontechnical;>50K
94;Female;40~59;White;spouse not present;*;United-States;*;*;<=50K
95;Female;*;White;spouse not present;*;North America;Private;*;<=50K
96;*;*;*;*;High School;*;Private;*;<=50K
97;Male;20~39;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Craft-repair;>50K
98;*;*;*;*;*;*;Private;*;<=50K
99;Female;*;*;*;High School;North America;*;*;<=50K
100;Male;40~59;White;Married-civ-spouse;*;North America;Non-Government;*;<=50K
101;Male;*;*;*;Higher education;*;Non-Government;Nontechnical;<=50K
102;*;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;>50K
103;Male;40~59;White;spouse present;High School;North America;Non-Government;*;>50K
104;Female;20~39;*;*;Higher education;North America;*;Nontechnical;<=50K
105;Female;20~39;White;Never-married;High School;North America;Private;*;<=50K
106;Male;40~59;White;Married-civ-spouse;*;North America;Non-Government;*;<=50K
107;Male;40~59;White;*;Higher education;*;Non-Government;Nontechnical;<=50K
108;Male;40~59;*;*;*;*;Government;*;>50K
109;Male;40~59;*;*;Undergraduate;United-States;Private;*;<=50K
110;*;*;*;*;High School;*;Private;*;<=50K
111;Female;20~39;*;Never-married;*;United-States;*;*;<=50K
112;Male;*;*;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;<=50K
113;Male;20~39;*;*;*;*;*;*;<=50K
114;Male;20~39;White;*;*;North America;Government;*;>50K
115;*;*;*;spouse not present;*;United-States;*;*;<=50K
116;Female;*;*;Married-civ-spouse;Higher education;*;*;*;>50K
117;Female;*;*;*;*;United-States;*;*;<=50K
118;Male;*;White;*;Higher education;*;*;Other;>50K
119;Male;20~39;White;spouse not present;*;North America;*;*;<=50K
120;*;20~39;White;*;*;*;Private;*;<=50K
121;Female;*;*;*;*;United-States;*;*;<=50K
122;Male;20~39;White;Married-civ-spouse;High School;*;Non-Government;Technical;<=50K
123;Male;*;*;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;<=50K
124;*;*;*;spouse not present;*;*;*;*;<=50K
125;Male;*;White;*;*;*;*;*;>50K
126;Male;40~59;*;Married-civ-spouse;High School;*;*;Technical;<=50K
127;*;*;*;*;*;*;Non-Government;*;<=50K
128;*;*;*;spouse not present;*;United-States;*;*;<=50K
129;Male;*;*;*;*;North America;Non-Government;*;>50K
130;Male;*;White;Married-civ-spouse;*;*;Non-Government;*;<=50K
131;Female;20~39;White;spouse not present;*;*;Non-Government;*;<=50K
132;Male;15~19;White;Never-married;Higher education;*;Non-Government;*;<=50K
133;*;*;*;spouse not present;*;*;*;*;>50K
134;*;*;*;spouse not present;*;United-States;*;*;<=50K
135;Female;20~39;*;spouse not present;*;North America;Private;*;<=50K
136;Male;20~39;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
137;Female;*;White;spouse not present;*;*;*;Other;<=50K
138;Male;*;*;Married-civ-spouse;*;*;Non-Government;*;<=50K
139;Female;*;*;*;*;*;*;Other;<=50K
140;Female;*;*;*;*;United-States;*;*;<=50K
141;*;*;*;*;*;*;Non-Government;*;<=50K
142;*;*;*;*;High School;*;Private;*;<=50K
143;Male;40~59;White;Married-civ-spouse;*;North America;Non-Government;*;<=50K
144;Male;*;*;*;Higher education;*;Non-Government;Nontechnical;<=50K
145;*;*;*;spouse not present;*;United-States;*;*;<=50K
146;*;*;White;spouse not present;High School;*;Private;*;<=50K
147;Male;*;*;spouse not present;*;United-States;Private;*;<=50K
148;Female;*;*;*;*;United-States;*;*;<=50K
149;Female;*;*;spouse not present;*;*;*;*;<=50K
150;Female;*;*;spouse not present;*;*;Non-Government;*;<=50K
151;Male;40~59;*;*;Higher education;North America;*;*;>50K
152;Female;*;White;*;*;*;Non-Government;*;<=50K
153;Male;*;White;*;*;United-States;*;*;<=50K
154;Male;40~59;White;*;*;North America;Government;Other;<=50K
155;Male;*;*;spouse not present;*;North America;Private;*;<=50K
156;Female;*;*;spouse not present;*;North America;Government;*;<=50K
157;*;*;*;*;*;*;Private;*;<=50K
158;*;20~39;*;Married-civ-spouse;*;*;Government;*;<=50K
159;Male;40~59;*;*;Undergraduate;United-States;Private;*;>50K
160;*;*;*;spouse not present;*;United-States;*;*;<=50K
161;Male;20~39;White;*;*;North America;Government;*;>50K
162;Female;*;White;*;*;*;Non-Government;*;<=50K
163;Male;*;*;spouse not present;*;North America;Non-Government;*;<=50K
164;Male;20~39;*;spouse not present;HS-grad;United-States;*;*;<=50K
165;*;*;*;*;*;*;Private;*;<=50K
166;*;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;<=50K
167;Male;40~59;Black;*;*;North America;*;*;>50K
168;Female;*;*;spouse not present;*;*;*;*;<=50K
169;Male;*;*;spouse not present;*;North America;Non-Government;*;<=50K
170;*;*;*;*;High School;*;Private;*;>50K
171;Male;*;White;*;*;*;Government;*;>50K
172;*;*;*;*;*;*;*;*;<=50K
173;Female;*;*;spouse not present;*;*;*;*;<=50K
174;Female;20~39;White;spouse present;Higher education;North America;*;*;<=50K
175;Male;40~59;*;*;Higher education;North America;*;*;>50K
176;*;*;*;spouse not present;Higher education;*;Non-Government;*;<=50K
177;Male;*;White;Married-civ-spouse;Higher education;*;*;*;<=50K
178;Male;*;*;*;Higher education;United-States;*;*;<=50K
179;Male;40~59;White;Married-civ-spouse;Undergraduate;North America;Private;Technical;<=50K
180;Male;40~59;*;Married-civ-spouse;Higher education;United-States;*;*;<=50K
181;Male;*;White;*;*;*;*;*;<=50K
182;Male;20~39;White;spouse not present;*;North America;*;*;<=50K
183;Female;20~39;*;*;Higher education;North America;*;Nontechnical;>50K
184;Male;*;*;Married-civ-spouse;Higher education;*;Non-Government;*;>50K
185;*;*;*;spouse not present;*;United-States;*;*;<=50K
186;Female;20~39;*;Never-married;*;United-States;*;*;<=50K
187;*;*;*;*;Higher education;North America;Non-Government;Nontechnical;>50K
188;Female;40~59;*;*;*;North America;Government;*;<=50K
189;Female;*;*;*;High School;North America;*;*;<=50K
190;*;*;*;*;*;*;Private;*;<=50K
191;Male;*;*;Married-civ-spouse;*;*;*;*;>50K
192;*;*;White;spouse not present;High School;*;Private;*;<=50K
193;Female;40~59;*;*;High School;*;*;*;>50K
194;*;*;*;*;*;*;Private;*;<=50K
195;Male;*;*;*;High School;*;Government;*;<=50K
196;*;*;*;*;High School;*;Private;*;>50K
197;*;*;*;spouse not present;Higher education;*;Private;*;<=50K
198;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
199;Male;40~59;White;Married-civ-spouse;*;United-States;Non-Government;*;>50K
200;*;*;*;*;Higher education;North America;Non-Government;Nontechnical;>50K
201;*;40~59;White;*;*;*;*;*;<=50K
202;Male;*;*;*;Higher education;*;Non-Government;Nontechnical;<=50K
203;Male;*;White;Married-civ-spouse;*;United-States;Non-Government;Prof-specialty;<=50K
204;*;*;*;*;High School;*;Private;*;<=50K
205;Male;*;*;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;<=50K
206;Male;*;*;*;*;*;*;*;<=50K
207;Male;40~59;Black;*;*;North America;*;*;<=50K
208;Female;*;*;spouse not present;*;North America;Government;*;<=50K
209;*;*;*;*;*;*;Private;*;<=50K
210;Male;*;White;*;*;*;Non-Government;*;<=50K
211;Female;*;*;spouse not present;*;*;*;*;<=50K
212;Female;*;*;*;*;United-States;*;*;<=50K
213;*;*;*;*;*;*;*;*;<=50K
214;*;*;Black;spouse not present;*;North America;Non-Government;*;<=50K
215;*;*;*;spouse not present;*;United-States;*;*;<=50K
216;*;*;*;spouse not present;Higher education;*;Non-Government;*;<=50K
217;*;*;*;spouse not present;*;United-States;*;*;>50K
218;Male;*;*;*;High School;*;Government;*;<=50K
219;Female;*;White;spouse not present;*;North America;*;Other;<=50K
220;*;*;*;*;*;*;*;*;>50K
221;*;*;White;*;*;North America;*;*;>50K
222;*;*;*;spouse not present;*;*;Non-Government;*;<=50K
223;*;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;>50K
224;Female;*;White;*;*;North America;Non-Government;*;<=50K
225;Male;20~39;White;*;*;North America;Government;*;<=50K
226;Male;20~39;White;spouse not present;*;North America;*;*;<=50K
227;Male;*;White;Married-civ-spouse;High School;United-States;Non-Government;Other;>50K
228;Female;*;*;*;*;United-States;*;*;<=50K
229;*;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;>50K
230;Female;*;*;Married-civ-spouse;*;*;Non-Government;*;>50K
231;Female;*;*;Married-civ-spouse;*;*;Non-Government;*;<=50K
232;*;*;*;*;*;North America;*;*;<=50K
233;Male;*;White;spouse not present;*;North America;Government;*;<=50K
234;Male;40~59;White;*;Higher education;*;Private;*;<=50K
235;Male;*;*;*;*;*;*;*;>50K
236;*;*;*;*;*;*;Private;*;<=50K
237;Female;*;*;*;High School;North America;*;*;<=50K
238;*;*;*;*;*;*;*;Nontechnical;<=50K
239;*;*;White;spouse not present;High School;*;Private;*;<=50K
240;Female;*;White;spouse not present;*;North America;Private;*;<=50K
241;*;40~59;White;*;*;*;*;*;<=50K
242;*;*;*;*;*;*;Private;*;<=50K
243;Male;40~59;*;*;Undergraduate;United-States;Private;*;<=50K
244;*;*;*;*;High School;*;Private;*;<=50K
245;Male;20~39;*;*;*;*;*;*;>50K
246;Male;*;White;Married-civ-spouse;High School;United-States;Non-Government;*;>50K
247;Female;20~39;*;Never-married;*;United-States;*;*;<=50K
248;Female;*;White;*;*;*;Non-Government;*;>50K
249;Male;*;White;Married-civ-spouse;High School;United-States;Non-Government;*;>50K
250;*;*;*;*;*;*;Private;*;<=50K
251;Male;40~59;White;Married-civ-spouse;*;North America;Self-emp-not-inc;Other;<=50K
252;Male;*;White;*;*;North America;Government;*;<=50K
253;Female;*;*;*;*;United-States;Private;*;<=50K
254;Male;*;*;*;*;North America;*;*;<=50K
255;Male;40~59;White;Married-civ-spouse;Undergraduate;North America;Private;Technical;>50K
256;Female;20~39;*;Never-married;*;United-States;*;*;<=50K
257;Female;20~39;*;Never-married;*;United-States;*;*;<=50K
258;Female;*;*;Married-civ-spouse;Higher education;*;*;*;>50K
259;Female;*;*;*;Higher education;*;*;*;<=50K
260;Male;*;*;*;Higher education;United-States;*;*;>50K
261;Female;*;*;*;Higher education;North America;*;*;<=50K
262;Female;*;*;spouse not present;*;*;*;*;<=50K
263;*;*;*;*;*;*;Private;*;<=50K
264;Male;*;White;*;*;North America;Government;*;>50K
265;Male;40~59;White;Married-civ-spouse;*;United-States;Non-Government;*;>50K
266;Male;40~59;White;*;Higher education;*;Private;*;<=50K
267;Female;20~39;*;Never-married;*;United-States;*;*;<=50K
268;Male;*;White;Married-civ-spouse;*;*;Non-Government;*;<=50K
269;*;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;<=50K
270;Female;*;*;*;*;United-States;Private;*;<=50K
271;Male;*;White;*;*;*;Government;*;<=50K
272;Male;*;*;*;Higher education;*;Non-Government;Nontechnical;<=50K
273;Female;20~39;*;spouse not present;Higher education;United-States;*;*;<=50K
274;Male;*;*;*;High School;North America;Non-Government;*;<=50K
275;Female;20~39;*;*;Higher education;North America;*;Nontechnical;<=50K
276;*;*;*;*;High School;*;Private;*;<=50K
277;*;*;White;spouse not present;High School;*;Private;*;<=50K
278;Male;40~59;White;Married-civ-spouse;Undergraduate;North America;Private;*;>50K
279;*;*;*;spouse not present;Higher education;*;Non-Government;*;<=50K
280;*;20~39;White;Married-civ-spouse;HS-grad;United-States;*;Other;>50K
281;*;40~59;White;*;*;*;*;*;>50K
282;*;*;*;*;Higher education;*;*;*;<=50K
283;Female;*;White;*;*;North America;Non-Government;*;<=50K
284;*;*;*;spouse not present;*;United-States;*;*;<=50K
285;*;*;*;spouse not present;*;*;*;*;<=50K
286;Male;*;White;*;Higher education;*;*;Other;>50K
287;Male;40~59;White;Married-civ-spouse;Higher education;United-States;Non-Government;Other;>50K
288;Male;*;*;*;Higher education;*;Non-Government;Nontechnical;<=50K
289;*;*;*;*;*;*;*;*;>50K
290;*;*;*;spouse not present;Higher education;*;Non-Government;*;>50K
291;Male;*;*;*;Higher education;*;Non-Government;Nontechnical;<=50K
292;*;*;*;spouse not present;*;United-States;*;*;<=50K
293;*;*;*;*;Higher education;North America;Non-Government;Nontechnical;<=50K
294;Female;*;White;*;*;*;Non-Government;*;<=50K
295;Female;20~39;*;Never-married;*;United-States;*;*;<=50K
296;*;*;*;spouse not present;High School;North America;*;*;<=50K
297;Male;*;White;Married-civ-spouse;High School;United-States;Non-Government;Nontechnical;<=50K
298;Male;40~59;White;Married-civ-spouse;Undergraduate;North America;Private;Technical;<=50K
299;*;*;*;spouse not present;*;*;Non-Government;*;<=50K
300;Female;*;White;spouse not present;*;United-States;Non-Government;*;<=50K
301;Male;*;White;*;*;*;Non-Government;*;<=50K
302;Male;*;White;*;*;*;Non-Government;*;<=50K
303;Female;*;*;Married-civ-spouse;*;*;Non-Government;*;>50K
304;Male;40~59;White;Married-civ-spouse;*;North America;Non-Government;Nontechnical;<=50K
305;*;*;*;*;*;*;Private;*;<=50K
306;Male;*;*;spouse not present;*;United-States;Private;*;<=50K
307;*;*;*;spouse not present;*;United-States;*;*;<=50K
308;Male;40~59;White;spouse not present;*;North America;Non-Government;*;<=50K
309;Male;*;*;*;*;North America;Government;*;<=50K
310;Male;40~59;White;Married-civ-spouse;*;North America;Non-Government;Transport-moving;<=50K
311;*;*;*;spouse not present;*;*;Non-Government;*;<=50K
312;*;*;*;*;High School;*;Private;*;<=50K
313;Male;40~59;White;spouse not present;*;North America;Non-Government;*;<=50K
314;Male;*;*;spouse not present;*;North America;Private;*;<=50K
315;Male;*;*;*;*;*;*;*;<=50K
316;Male;*;*;*;*;North America;Non-Government;Nontechnical;<=50K
317;Male;*;White;Married-civ-spouse;Higher education;*;*;*;>50K
318;*;20~39;*;Married-civ-spouse;*;*;Government;*;>50K
319;*;*;*;*;*;*;Private;*;<=50K
320;Female;*;*;spouse not present;*;North America;Government;*;<=50K
321;Male;*;White;spouse not present;*;North America;*;*;<=50K
322;Male;*;White;*;Higher education;*;*;Other;<=50K
323;*;*;*;spouse not present;*;United-States;*;*;<=50K
324;Male;*;*;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;>50K
325;Male;20~39;White;Married-civ-spouse;*;North America;*;*;<=50K
326;Male;*;*;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;>50K
327;Male;*;*;*;*;North America;Government;*;<=50K
328;*;20~39;*;Married-civ-spouse;*;*;Government;*;>50K
329;Male;*;*;spouse not present;*;North America;Private;*;<=50K
330;*;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;>50K
331;Female;*;White;*;*;North America;Non-Government;*;<=50K
332;Male;*;White;Married-civ-spouse;*;*;Non-Government;*;<=50K
333;Female;*;White;*;*;*;Non-Government;*;<=50K
334;Male;*;White;Married-civ-spouse;Graduate;North America;Non-Government;*;>50K
335;Male;40~59;White;Married-civ-spouse;Undergraduate;North America;Private;*;<=50K
336;Male;*;*;*;*;North America;Non-Government;Nontechnical;>50K
337;Male;20~39;White;spouse not present;High School;North America;Non-Government;*;<=50K
338;*;*;*;*;High School;*;Private;*;<=50K
339;Male;40~59;*;*;Higher education;North America;Self-emp-not-inc;Nontechnical;<=50K
340;*;20~39;White;*;*;*;Private;*;<=50K
341;Female;*;*;*;Higher education;North America;*;*;>50K
342;Female;*;*;*;High School;North America;*;*;<=50K
343;Female;*;*;*;*;*;*;Other;<=50K
344;*;*;*;*;*;*;Private;*;<=50K
345;Male;20~39;White;*;*;North America;Government;*;>50K
346;Male;40~59;Black;*;*;North America;*;*;<=50K
347;Male;*;*;*;*;*;*;*;<=50K
348;Female;*;*;*;*;*;*;Other;<=50K
349;Female;*;White;*;*;*;Non-Government;*;<=50K
350;Male;*;*;*;Higher education;*;Non-Government;Nontechnical;<=50K
351;Male;*;White;*;Higher education;*;*;Nontechnical;<=50K
352;Male;*;White;Married-civ-spouse;High School;United-States;Non-Government;*;<=50K
353;Male;*;*;*;High School;North America;Non-Government;*;<=50K
354;Female;*;*;spouse not present;*;*;*;*;<=50K
355;Male;*;White;Married-civ-spouse;Higher education;*;*;*;<=50K
356;*;*;White;*;*;North America;*;*;<=50K
357;Female;20~39;White;spouse present;Higher education;North America;*;*;<=50K
358;Female;*;*;*;*;United-States;*;*;<=50K
359;*;*;*;*;High School;*;Private;*;<=50K
360;*;*;White;*;*;North America;*;*;>50K
361;Female;*;*;*;*;United-States;*;*;<=50K
362;*;*;*;*;*;*;Private;*;<=50K
363;Female;*;White;*;*;*;Non-Government;*;>50K
364;*;*;*;spouse not present;*;United-States;*;*;<=50K
365;Male;40~59;White;spouse not present;*;North America;Non-Government;*;<=50K
366;Female;*;*;*;*;United-States;*;*;<=50K
367;Male;40~59;White;Married-civ-spouse;Undergraduate;North America;Private;Technical;<=50K
368;Female;*;*;*;*;United-States;Private;*;<=50K
369;Male;*;*;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;>50K
370;Male;40~59;White;*;Higher education;*;Non-Government;Nontechnical;>50K
371;*;*;*;spouse not present;*;United-States;*;*;<=50K
372;Female;20~39;*;Never-married;*;United-States;*;*;<=50K
373;Male;40~59;*;*;Higher education;North America;*;*;>50K
374;Female;*;White;spouse not present;*;North America;Private;*;<=50K
375;*;*;*;*;*;*;Non-Government;*;<=50K
376;Male;40~59;White;*;Higher education;*;Non-Government;Nontechnical;>50K
377;Male;*;White;*;*;*;*;*;<=50K
378;Male;40~59;*;Married-civ-spouse;High School;*;*;Technical;<=50K
379;Male;*;*;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;<=50K
380;*;*;*;*;Higher education;*;*;*;<=50K
381;Female;20~39;*;spouse not present;*;North America;Private;*;<=50K
382;Female;20~39;*;*;Higher education;North America;*;Nontechnical;<=50K
383;Male;40~59;White;*;Higher education;*;Non-Government;Nontechnical;>50K
384;Male;20~39;White;*;*;North America;Government;*;<=50K
385;*;*;White;spouse not present;High School;*;Private;*;>50K
386;Male;*;White;*;*;*;Non-Government;*;<=50K
387;Female;*;*;*;*;United-States;*;*;<=50K
388;Male;*;*;*;*;North America;Government;*;<=50K
389;Female;*;*;*;High School;North America;*;*;<=50K
390;*;*;*;*;Higher education;North America;Non-Government;Nontechnical;<=50K
391;Male;*;*;spouse not present;*;North America;Private;*;<=50K
392;Female;20~39;*;*;Higher education;North America;*;Nontechnical;>50K
393;*;*;White;spouse not present;High School;*;Private;*;<=50K
394;Female;*;White;spouse not present;*;North America;Private;*;<=50K
395;Male;*;White;*;*;*;*;*;<=50K
396;Male;*;White;spouse not present;*;North America;Government;*;<=50K
397;*;*;*;*;*;*;Private;*;<=50K
398;Male;*;White;Married-civ-spouse;High School;United-States;Non-Government;*;>50K
399;Male;40~59;*;Married-civ-spouse;Higher education;United-States;*;*;<=50K
400;Female;20~39;White;spouse not present;Higher education;United-States;Non-Government;Technical;<=50K
401;*;*;*;*;*;*;Non-Government;*;>50K
402;*;*;*;*;Higher education;*;*;*;<=50K
403;Male;*;*;Married-civ-spouse;Higher education;*;Non-Government;*;>50K
404;Male;*;*;*;*;*;*;*;<=50K
405;Female;*;White;spouse not present;*;North America;*;Other;<=50K
406;Male;*;White;*;Higher education;*;*;Other;<=50K
407;Female;*;*;*;*;*;*;Other;<=50K
408;*;*;*;spouse not present;*;United-States;*;*;<=50K
409;Female;*;White;*;*;North America;Non-Government;*;<=50K
410;Male;*;White;*;*;*;Government;*;<=50K
411;Male;*;White;Married-civ-spouse;*;United-States;Non-Government;Prof-specialty;>50K
412;*;*;*;*;High School;*;Private;*;<=50K
413;*;*;*;spouse not present;*;United-States;*;*;<=50K
414;Female;*;*;*;*;United-States;Private;*;<=50K
415;Male;*;*;*;*;*;Non-Government;*;<=50K
416;*;*;*;*;High School;*;Private;*;<=50K
417;Female;*;*;*;*;United-States;Private;*;<=50K
418;Male;40~59;White;Married-civ-spouse;*;United-States;Non-Government;*;>50K
419;Male;40~59;White;Married-civ-spouse;High School;North America;Private;Technical;>50K
420;*;40~59;White;*;*;*;*;*;>50K
421;*;*;*;*;*;*;Non-Government;*;>50K
422;*;*;*;*;*;*;*;Nontechnical;<=50K
423;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
424;Male;*;White;*;*;*;*;*;<=50K
425;Male;40~59;White;spouse not present;*;North America;Non-Government;*;<=50K
426;Male;*;*;*;High School;*;Government;*;<=50K
427;*;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;<=50K
428;Male;*;*;spouse not present;*;United-States;Private;*;<=50K
429;Female;20~39;*;Never-married;*;United-States;*;*;<=50K
430;Female;*;*;*;High School;North America;*;*;<=50K
431;Male;*;*;*;High School;North America;Non-Government;*;<=50K
432;*;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;<=50K
433;Male;40~59;White;*;Higher education;*;Non-Government;Nontechnical;>50K
434;*;20~39;*;Married-civ-spouse;Higher education;North America;*;*;>50K
435;*;*;*;spouse not present;*;United-States;*;*;>50K
436;*;*;*;*;High School;*;Private;*;<=50K
437;*;*;*;spouse not present;*;*;Non-Government;*;<=50K
438;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
439;Female;*;White;spouse not present;*;*;*;*;<=50K
440;*;*;*;*;*;*;Private;*;<=50K
441;Male;*;*;*;Higher education;*;Non-Government;Nontechnical;<=50K
442;*;*;*;spouse not present;*;*;Non-Government;*;<=50K
443;Female;*;*;*;*;United-States;*;*;<=50K
444;Male;*;White;Married-civ-spouse;Higher education;*;*;*;<=50K
445;Male;40~59;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
446;Male;20~39;*;*;Higher education;*;*;*;<=50K
447;*;*;White;*;High School;North America;Non-Government;*;<=50K
448;Female;20~39;*;*;*;North America;Private;*;<=50K
449;Male;*;*;*;*;North America;Government;*;<=50K
450;Female;*;*;spouse not present;*;North America;Government;*;<=50K
