ID;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
37;Male;*;White;spouse present;*;United-States;*;*;<=50K
38;*;*;*;*;*;North America;*;*;<=50K
39;Male;20~39;White;spouse present;Higher education;United-States;*;*;<=50K
40;Female;40~59;*;*;High School;*;Non-Government;*;<=50K
41;*;*;White;*;*;North America;Non-Government;*;<=50K
42;*;*;*;*;*;North America;*;*;>50K
43;*;*;White;*;*;North America;*;*;<=50K
44;*;*;*;*;Higher education;United-States;*;*;<=50K
45;Male;*;*;*;*;United-States;*;Technical;<=50K
46;Male;20~39;White;Never-married;Higher education;*;Private;*;<=50K
47;Female;20~39;*;*;Higher education;North America;Non-Government;*;<=50K
48;Female;*;*;*;*;North America;Non-Government;*;>50K
49;Male;*;*;*;*;North America;*;*;>50K
50;*;*;*;*;High School;North America;*;Nontechnical;<=50K
51;*;*;*;*;*;North America;*;*;>50K
52;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
53;Male;*;White;*;*;North America;Non-Government;Other;<=50K
54;Male;*;*;Married-civ-spouse;*;United-States;Private;*;<=50K
55;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
56;Male;20~39;*;*;Undergraduate;*;Non-Government;*;<=50K
57;Male;*;*;Married-civ-spouse;*;United-States;Private;*;<=50K
58;Male;*;*;Married-civ-spouse;*;*;*;*;>50K
59;Male;20~39;*;*;Undergraduate;*;Non-Government;*;<=50K
60;Male;20~39;White;Married-civ-spouse;High School;United-States;Private;Technical;<=50K
61;Female;20~39;*;*;*;*;Non-Government;*;<=50K
62;*;*;*;*;*;*;Non-Government;*;>50K
63;Male;40~59;*;*;Higher education;*;*;*;>50K
64;*;*;*;spouse not present;*;*;Non-Government;*;<=50K
65;*;*;*;*;Higher education;*;Non-Government;*;<=50K
66;Male;20~39;*;*;Higher education;North America;Non-Government;*;>50K
67;Male;20~39;White;Never-married;Higher education;*;Private;*;<=50K
68;Male;*;*;*;*;United-States;*;Technical;<=50K
69;Male;*;White;spouse not present;*;North America;Non-Government;*;<=50K
70;Male;*;White;*;*;North America;Non-Government;Other;<=50K
71;*;*;*;*;*;*;Non-Government;*;<=50K
72;Male;*;*;Married-civ-spouse;High School;North America;*;*;<=50K
73;Male;*;White;*;High School;United-States;Non-Government;*;<=50K
74;Male;40~59;White;*;*;North America;Non-Government;*;<=50K
75;Female;40~59;*;*;High School;*;Non-Government;*;<=50K
76;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
77;*;*;*;*;*;North America;Private;*;>50K
78;Female;*;*;spouse not present;High School;*;*;*;<=50K
79;*;*;White;*;*;North America;Government;*;>50K
80;Male;20~39;White;Married-civ-spouse;Higher education;United-States;*;Technical;<=50K
81;*;*;White;*;*;North America;Non-Government;*;<=50K
82;Female;*;*;*;*;*;*;*;>50K
83;Male;*;*;*;*;United-States;*;Technical;<=50K
84;Female;20~39;*;spouse not present;*;North America;Private;*;<=50K
85;Female;*;*;*;*;*;Non-Government;*;<=50K
86;*;*;*;Married-civ-spouse;Higher education;*;*;*;>50K
87;*;*;*;*;*;*;*;*;<=50K
88;Male;*;*;Married-civ-spouse;*;*;*;*;>50K
89;Male;20~39;*;*;Undergraduate;*;Non-Government;*;>50K
90;Female;*;*;*;*;*;*;*;<=50K
91;*;*;Black;*;*;North America;*;*;<=50K
92;*;*;White;*;*;North America;Non-Government;*;>50K
93;Male;40~49;White;*;Higher education;*;Private;Nontechnical;>50K
94;Female;*;*;*;*;*;Non-Government;Technical;<=50K
95;*;*;*;spouse not present;*;*;Non-Government;*;<=50K
96;Male;*;White;spouse not present;*;North America;Non-Government;*;<=50K
97;Male;*;*;Married-civ-spouse;High School;North America;*;*;>50K
98;*;*;White;*;*;North America;Non-Government;*;<=50K
99;*;*;*;Never-married;High School;North America;*;*;<=50K
100;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
101;*;*;White;*;*;North America;Non-Government;*;<=50K
102;Male;20~39;White;Married-civ-spouse;*;North America;Private;Technical;>50K
103;*;*;White;*;High School;*;*;Other;>50K
104;*;20~39;*;*;*;*;Non-Government;*;<=50K
105;Female;*;*;spouse not present;High School;North America;Non-Government;Technical;<=50K
106;Male;40~59;*;*;*;North America;Non-Government;Nontechnical;<=50K
107;Male;40~59;*;*;Higher education;*;*;*;<=50K
108;*;*;*;*;*;North America;*;*;>50K
109;Male;*;White;*;Higher education;United-States;Non-Government;*;<=50K
110;Male;*;White;spouse not present;*;North America;Non-Government;*;<=50K
111;*;*;*;spouse not present;*;North America;Non-Government;Other;<=50K
112;Male;20~39;*;*;Undergraduate;*;Non-Government;*;<=50K
113;Male;*;*;*;Higher education;*;Non-Government;*;<=50K
114;Male;20~39;White;Married-civ-spouse;*;*;Government;*;>50K
115;*;*;*;spouse not present;*;United-States;*;*;<=50K
116;Female;*;White;*;*;North America;*;Nontechnical;>50K
117;Female;*;White;spouse not present;Higher education;North America;Non-Government;Other;<=50K
118;Male;*;White;*;*;North America;Non-Government;Other;>50K
119;Male;*;*;*;Higher education;*;Non-Government;*;<=50K
120;Female;20~39;*;spouse not present;*;North America;Private;*;<=50K
121;*;*;*;*;*;*;Non-Government;*;<=50K
122;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
123;Male;20~39;*;*;Undergraduate;*;Non-Government;*;<=50K
124;Female;*;*;*;*;*;Non-Government;*;<=50K
125;Male;*;White;*;*;*;*;*;>50K
126;Male;*;White;*;High School;United-States;*;*;<=50K
127;*;*;*;*;*;*;Non-Government;*;<=50K
128;Male;*;White;spouse not present;*;*;*;*;<=50K
129;Male;*;*;*;*;*;*;*;>50K
130;*;60~79;*;*;High School;North America;Non-Government;*;<=50K
131;Female;20~39;*;Never-married;*;United-States;*;*;<=50K
132;Male;*;*;Never-married;*;*;Private;Other;<=50K
133;Female;*;*;*;*;*;Non-Government;Technical;>50K
134;*;*;*;*;*;*;Non-Government;*;<=50K
135;*;*;*;Never-married;High School;North America;*;*;<=50K
136;Male;*;White;*;*;North America;Non-Government;Other;<=50K
137;*;*;*;*;*;*;Non-Government;*;<=50K
138;*;60~79;*;*;High School;North America;Non-Government;*;<=50K
139;Female;*;White;spouse not present;*;North America;*;*;<=50K
140;*;*;*;*;*;*;Non-Government;*;<=50K
141;*;*;*;*;*;*;*;*;<=50K
142;Male;*;White;spouse not present;*;North America;Non-Government;*;<=50K
143;*;*;White;*;*;North America;*;*;<=50K
144;Male;20~39;*;Never-married;Higher education;*;Private;Nontechnical;<=50K
145;*;*;Black;*;*;North America;*;*;<=50K
146;*;*;White;*;*;North America;Non-Government;*;<=50K
147;*;*;*;spouse not present;*;United-States;*;*;<=50K
148;*;*;*;*;*;*;Non-Government;*;<=50K
149;Female;*;*;spouse not present;*;*;*;*;<=50K
150;*;20~39;*;*;*;*;Non-Government;*;<=50K
151;Male;*;White;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;>50K
152;*;*;*;*;*;*;Non-Government;*;<=50K
153;Male;*;White;spouse not present;*;*;*;*;<=50K
154;*;*;*;*;*;North America;Government;*;<=50K
155;Male;*;White;*;High School;United-States;Non-Government;*;<=50K
156;Female;*;White;spouse not present;*;North America;*;*;<=50K
157;Male;*;White;spouse not present;*;North America;Non-Government;*;<=50K
158;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
159;Male;*;White;*;Higher education;United-States;Non-Government;*;>50K
160;Male;20~39;White;Never-married;Higher education;*;Private;*;<=50K
161;Male;20~39;White;Married-civ-spouse;*;*;Government;*;>50K
162;Female;*;White;*;*;North America;*;Nontechnical;<=50K
163;*;*;Black;*;*;North America;*;*;<=50K
164;*;*;Black;*;*;North America;*;*;<=50K
165;Male;*;*;spouse not present;High School;North America;Non-Government;*;<=50K
166;Male;20~39;White;spouse present;Higher education;United-States;*;*;<=50K
167;Male;*;*;Married-civ-spouse;*;*;*;*;>50K
168;Female;*;*;*;Higher education;North America;*;Other;<=50K
169;Male;*;*;*;*;*;*;*;<=50K
170;Male;20~39;White;Married-civ-spouse;*;North America;Private;Technical;>50K
171;Male;*;*;*;*;North America;Government;*;>50K
172;*;*;*;*;*;North America;Private;Other;<=50K
173;Female;*;White;spouse not present;*;North America;*;*;<=50K
174;*;*;*;*;*;*;Non-Government;*;<=50K
175;Male;*;White;*;*;*;*;*;>50K
176;Female;*;*;*;*;*;Non-Government;*;<=50K
177;Male;20~39;White;spouse present;Higher education;United-States;*;*;<=50K
178;*;*;*;*;*;North America;*;*;<=50K
179;*;*;*;*;*;North America;*;*;<=50K
180;Male;*;*;Married-civ-spouse;*;North America;Government;*;<=50K
181;Male;*;White;*;*;North America;Non-Government;Other;<=50K
182;Male;*;*;*;Higher education;*;Non-Government;*;<=50K
183;*;*;*;*;*;North America;*;*;>50K
184;Male;20~39;White;Married-civ-spouse;Higher education;United-States;*;Technical;>50K
185;Male;*;White;*;High School;United-States;Non-Government;*;<=50K
186;*;20~39;White;Never-married;Higher education;United-States;Non-Government;Technical;<=50K
187;Male;*;White;Married-civ-spouse;Higher education;United-States;Non-Government;Nontechnical;>50K
188;Female;*;*;*;*;North America;*;Technical;<=50K
189;*;*;*;spouse not present;*;*;*;*;<=50K
190;*;*;*;*;High School;North America;*;Nontechnical;<=50K
191;Male;*;*;*;*;*;*;*;>50K
192;*;*;White;*;*;North America;Non-Government;*;<=50K
193;Female;*;White;*;*;North America;*;Nontechnical;>50K
194;*;*;*;*;High School;North America;*;Nontechnical;<=50K
195;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
196;Male;20~39;White;Married-civ-spouse;High School;United-States;Private;Technical;>50K
197;*;*;*;*;Higher education;*;Non-Government;*;<=50K
198;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
199;*;*;White;*;*;North America;*;*;>50K
200;*;*;*;*;Higher education;*;Non-Government;*;>50K
201;Female;*;White;spouse not present;*;North America;*;*;<=50K
202;*;20~39;*;*;Undergraduate;*;*;Nontechnical;<=50K
203;*;*;*;*;*;North America;*;*;<=50K
204;Male;*;*;spouse not present;High School;North America;Non-Government;*;<=50K
205;Male;20~39;*;*;Undergraduate;*;Non-Government;*;<=50K
206;*;*;*;*;*;North America;Private;Other;<=50K
207;*;*;*;*;*;North America;Private;Other;<=50K
208;Female;*;*;*;*;North America;*;Technical;<=50K
209;*;*;White;*;High School;*;Non-Government;Nontechnical;<=50K
210;Male;*;*;*;High School;North America;*;Other;<=50K
211;*;*;*;*;*;*;Non-Government;*;<=50K
212;Female;*;White;spouse not present;High School;*;Non-Government;*;<=50K
213;*;*;Black;*;*;North America;*;*;<=50K
214;*;*;*;spouse not present;*;North America;Private;*;<=50K
215;Male;*;White;spouse not present;Higher education;*;Private;Other;<=50K
216;Female;20~39;*;spouse not present;*;North America;Private;*;<=50K
217;Male;20~39;White;Never-married;Higher education;*;Private;*;>50K
218;*;*;White;*;*;North America;Government;*;<=50K
219;Female;*;White;Never-married;*;*;*;*;<=50K
220;Male;40~59;*;*;Higher education;*;*;*;>50K
221;Male;*;*;*;*;North America;Government;*;>50K
222;Male;*;White;spouse not present;*;North America;Non-Government;*;<=50K
223;Male;20~39;White;spouse present;Higher education;United-States;*;*;>50K
224;Female;40~59;*;*;High School;*;Non-Government;*;<=50K
225;*;*;*;Married-civ-spouse;Higher education;*;*;*;<=50K
226;Male;*;*;*;Higher education;*;Non-Government;*;<=50K
227;*;*;*;*;*;North America;Private;Other;>50K
228;*;*;*;*;*;*;Non-Government;*;<=50K
229;Male;20~39;White;Married-civ-spouse;*;North America;Private;Technical;>50K
230;Female;*;*;*;*;North America;Non-Government;*;>50K
231;Female;*;*;*;*;*;Non-Government;*;<=50K
232;*;*;*;spouse not present;*;United-States;*;*;<=50K
233;*;*;*;spouse not present;*;North America;*;*;<=50K
234;*;*;*;spouse not present;*;North America;Private;*;<=50K
235;Male;*;*;Married-civ-spouse;*;*;*;*;>50K
236;*;*;*;*;*;*;Non-Government;*;<=50K
237;*;*;*;*;*;*;Non-Government;*;<=50K
238;*;*;*;*;*;North America;*;*;<=50K
239;Male;*;*;spouse not present;High School;*;Non-Government;*;<=50K
240;Female;20~39;*;spouse not present;*;North America;Private;*;<=50K
241;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
242;Male;*;*;Never-married;*;*;Private;Other;<=50K
243;Male;*;White;*;Higher education;United-States;Non-Government;*;<=50K
244;Male;20~39;White;Married-civ-spouse;High School;United-States;Private;Technical;<=50K
245;*;*;Asian-Pac-Islander;*;*;*;*;*;>50K
246;*;60~79;*;*;High School;North America;Non-Government;*;>50K
247;Female;*;*;Never-married;Higher education;United-States;*;*;<=50K
248;*;*;*;*;*;*;Non-Government;*;>50K
249;*;60~79;*;*;High School;North America;Non-Government;*;>50K
250;Male;*;*;Never-married;*;*;Private;Other;<=50K
251;Male;*;*;Married-civ-spouse;*;North America;*;Other;<=50K
252;Male;*;White;*;*;*;*;*;<=50K
253;*;*;White;*;*;North America;Non-Government;*;<=50K
254;*;*;*;*;*;North America;*;*;<=50K
255;*;*;*;*;*;North America;*;*;>50K
256;Female;20~39;*;Never-married;*;United-States;*;*;<=50K
257;*;20~39;White;Never-married;Higher education;United-States;Non-Government;Technical;<=50K
258;*;*;*;*;*;*;Non-Government;*;>50K
259;*;*;*;*;*;*;Non-Government;*;<=50K
260;*;*;*;*;Higher education;United-States;Government;*;>50K
261;Female;*;*;*;*;*;Non-Government;*;<=50K
262;Female;*;*;*;*;North America;Non-Government;*;<=50K
263;*;*;White;*;*;North America;Non-Government;*;<=50K
264;*;*;*;Married-civ-spouse;Higher education;*;*;*;>50K
265;Male;*;*;Married-civ-spouse;*;*;*;*;>50K
266;*;*;*;spouse not present;*;North America;Private;*;<=50K
267;Female;20~39;*;Never-married;*;United-States;*;*;<=50K
268;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
269;Male;20~39;White;spouse present;Higher education;United-States;*;*;<=50K
270;*;*;White;*;*;North America;Non-Government;*;<=50K
271;*;*;*;*;*;*;*;*;<=50K
272;*;*;White;*;*;North America;Non-Government;*;<=50K
273;*;*;*;*;Higher education;*;Non-Government;*;<=50K
274;*;60~79;*;*;High School;North America;Non-Government;*;<=50K
275;*;*;*;*;Higher education;United-States;*;*;<=50K
276;Male;*;White;spouse not present;*;North America;Non-Government;*;<=50K
277;*;*;White;*;*;North America;Non-Government;*;<=50K
278;Male;40~59;White;*;*;North America;Non-Government;*;>50K
279;Female;*;*;Never-married;Higher education;United-States;*;*;<=50K
280;*;*;White;*;High School;*;*;Other;>50K
281;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;>50K
282;*;*;*;*;*;*;*;*;<=50K
283;Female;40~59;*;*;High School;*;Non-Government;*;<=50K
284;Male;20~39;White;Never-married;Higher education;*;Private;*;<=50K
285;Female;*;*;*;*;*;Non-Government;Technical;<=50K
286;Male;*;White;*;*;North America;Non-Government;Other;>50K
287;Male;*;*;Married-civ-spouse;*;North America;*;Other;>50K
288;Male;20~39;White;spouse not present;*;North America;Non-Government;*;<=50K
289;*;*;Asian-Pac-Islander;*;*;*;*;*;>50K
290;Female;20~39;*;spouse not present;Higher education;North America;Non-Government;*;>50K
291;Male;20~39;White;spouse not present;*;North America;Non-Government;*;<=50K
292;Male;20~39;White;Never-married;Higher education;*;Private;*;<=50K
293;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
294;*;*;*;*;*;*;Non-Government;*;<=50K
295;*;20~39;White;Never-married;Higher education;United-States;Non-Government;Technical;<=50K
296;*;*;*;*;*;*;Non-Government;*;<=50K
297;Male;*;White;Married-civ-spouse;High School;North America;*;Nontechnical;<=50K
298;*;*;*;*;*;North America;*;*;<=50K
299;Male;*;White;spouse not present;*;North America;Non-Government;*;<=50K
300;Female;20~39;White;Never-married;*;*;Private;*;<=50K
301;Male;*;*;*;*;United-States;*;Technical;<=50K
302;Male;*;*;*;High School;North America;*;Other;<=50K
303;Female;*;*;*;*;*;Non-Government;Technical;>50K
304;Male;*;White;Married-civ-spouse;High School;North America;Non-Government;*;<=50K
305;Male;*;White;spouse not present;*;North America;Non-Government;*;<=50K
306;*;*;*;*;*;*;Non-Government;*;<=50K
307;Male;*;White;spouse not present;Higher education;*;Private;Other;<=50K
308;*;*;*;spouse not present;*;North America;Private;*;<=50K
309;*;*;White;*;*;North America;Government;*;<=50K
310;*;*;*;*;*;North America;Private;Other;<=50K
311;Male;*;White;*;*;North America;Non-Government;Other;<=50K
312;Male;*;White;spouse not present;*;North America;Non-Government;*;<=50K
313;Male;*;White;spouse not present;*;*;*;*;<=50K
314;*;*;Black;*;*;North America;*;*;<=50K
315;*;*;*;*;*;North America;Private;Other;<=50K
316;Male;20~39;White;spouse not present;*;North America;Non-Government;*;<=50K
317;Male;20~39;White;Married-civ-spouse;*;North America;Non-Government;Technical;>50K
318;Male;*;*;*;*;North America;Government;*;>50K
319;Male;20~39;*;*;High School;North America;Private;*;<=50K
320;*;*;*;spouse not present;*;North America;*;*;<=50K
321;Male;*;White;spouse not present;*;*;*;*;<=50K
322;*;*;*;*;*;*;Non-Government;*;<=50K
323;*;*;*;*;*;*;Non-Government;*;<=50K
324;Male;20~39;*;*;Undergraduate;*;Non-Government;*;>50K
325;*;*;White;*;High School;*;*;Other;<=50K
326;Male;20~39;*;*;Undergraduate;*;Non-Government;*;>50K
327;*;*;White;*;*;North America;Government;*;<=50K
328;Male;20~39;White;Married-civ-spouse;*;*;Government;*;>50K
329;*;*;*;*;*;North America;Private;Other;<=50K
330;Male;20~39;White;Married-civ-spouse;*;North America;Private;Technical;>50K
331;Female;*;White;*;High School;*;Non-Government;*;<=50K
332;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
333;*;*;*;*;*;*;Non-Government;*;<=50K
334;Male;*;*;*;*;United-States;*;Technical;>50K
335;Male;40~59;White;*;*;North America;Non-Government;*;<=50K
336;*;*;*;spouse not present;*;North America;Private;*;>50K
337;Male;20~39;White;spouse not present;*;North America;Non-Government;*;<=50K
338;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
339;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
340;Female;20~39;*;spouse not present;*;North America;Private;*;<=50K
341;*;*;*;*;*;North America;Private;*;>50K
342;*;*;White;*;High School;*;Non-Government;Nontechnical;<=50K
343;Female;*;White;Never-married;*;*;*;*;<=50K
344;Male;*;*;Never-married;High School;*;*;Other;<=50K
345;Male;20~39;White;Married-civ-spouse;Higher education;United-States;*;Technical;>50K
346;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
347;*;*;Black;*;*;North America;*;*;<=50K
348;*;*;*;*;*;North America;Government;*;<=50K
349;*;*;*;*;*;*;Non-Government;*;<=50K
350;Male;20~39;*;Never-married;Higher education;*;Private;Nontechnical;<=50K
351;*;*;*;*;Higher education;United-States;*;*;<=50K
352;Male;*;White;Married-civ-spouse;High School;North America;*;Nontechnical;<=50K
353;Male;*;White;spouse not present;*;North America;Private;*;<=50K
354;Female;*;*;*;*;North America;Non-Government;*;<=50K
355;Male;20~39;White;Married-civ-spouse;*;North America;Non-Government;Technical;<=50K
356;*;*;*;*;*;North America;Private;*;<=50K
357;*;*;*;*;*;North America;Government;*;<=50K
358;*;*;*;*;*;*;Non-Government;*;<=50K
359;Male;20~39;*;*;High School;North America;Private;*;<=50K
360;Female;*;*;*;Higher education;North America;*;Other;>50K
361;Female;*;White;spouse not present;Higher education;North America;Non-Government;Other;<=50K
362;*;*;*;*;*;*;Non-Government;*;<=50K
363;Female;*;*;spouse present;High School;*;*;*;>50K
364;Male;20~39;White;Never-married;Higher education;*;Private;*;<=50K
365;Male;40~59;*;spouse not present;Higher education;United-States;Non-Government;*;<=50K
366;*;*;*;*;*;*;Non-Government;*;<=50K
367;*;*;*;*;*;North America;*;*;<=50K
368;*;*;*;*;*;North America;Private;*;<=50K
369;Male;20~39;*;*;Undergraduate;*;Non-Government;*;>50K
370;Male;40~59;*;*;Higher education;*;*;*;>50K
371;Male;*;White;spouse not present;*;*;*;*;<=50K
372;Female;*;*;Never-married;Higher education;*;*;*;<=50K
373;*;*;*;*;Higher education;United-States;Government;*;>50K
374;Female;*;White;spouse not present;*;North America;Non-Government;Technical;<=50K
375;Male;*;*;*;*;*;*;*;<=50K
376;Male;40~49;White;*;Higher education;*;Private;Nontechnical;>50K
377;Male;20~39;*;*;High School;North America;Private;*;<=50K
378;Male;*;White;*;High School;United-States;*;*;<=50K
379;*;20~39;*;*;Undergraduate;*;*;Nontechnical;<=50K
380;*;*;*;spouse not present;*;*;*;*;<=50K
381;Female;*;*;spouse not present;*;*;*;*;<=50K
382;Female;20~39;*;spouse not present;*;North America;Private;*;<=50K
383;Male;40~49;White;*;Higher education;*;Private;Nontechnical;>50K
384;Male;20~39;White;Married-civ-spouse;*;*;Government;*;<=50K
385;*;*;White;*;*;North America;Non-Government;*;>50K
386;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
387;*;*;*;*;*;*;Non-Government;*;<=50K
388;*;*;*;*;*;*;*;*;<=50K
389;*;*;*;spouse not present;*;*;*;*;<=50K
390;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
391;Male;*;White;*;High School;United-States;Non-Government;*;<=50K
392;Female;*;*;*;Higher education;*;*;*;>50K
393;Male;20~39;*;*;High School;North America;Private;*;<=50K
394;Female;*;*;spouse not present;High School;North America;Non-Government;Technical;<=50K
395;Male;20~39;*;*;High School;North America;Private;*;<=50K
396;Male;*;White;*;*;*;*;*;<=50K
397;Male;20~39;White;spouse not present;*;North America;Non-Government;*;<=50K
398;*;60~79;*;*;High School;North America;Non-Government;*;>50K
399;Male;*;*;Married-civ-spouse;*;North America;Government;*;<=50K
400;Female;*;White;spouse not present;*;North America;Non-Government;Technical;<=50K
401;*;*;*;*;*;*;Non-Government;*;>50K
402;*;*;*;*;*;*;*;*;<=50K
403;Male;20~39;White;Married-civ-spouse;Higher education;United-States;*;Technical;>50K
404;*;*;Black;*;*;North America;*;*;<=50K
405;Female;*;White;Never-married;*;*;*;*;<=50K
406;Male;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;<=50K
407;Female;*;White;*;*;*;*;*;<=50K
408;*;*;White;spouse not present;*;*;Non-Government;*;<=50K
409;Female;40~59;*;*;High School;*;Non-Government;*;<=50K
410;*;*;*;*;*;North America;Government;*;<=50K
411;*;*;*;*;*;North America;*;*;>50K
412;Male;*;White;spouse not present;*;North America;Non-Government;*;<=50K
413;Male;*;White;spouse not present;*;*;*;*;<=50K
414;*;*;*;*;*;North America;*;*;<=50K
415;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
416;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
417;*;*;*;*;High School;North America;*;*;<=50K
418;*;*;*;*;*;North America;*;*;>50K
419;*;*;White;*;*;North America;*;*;>50K
420;Female;*;White;*;*;North America;*;Nontechnical;>50K
421;Male;*;*;Married-civ-spouse;*;*;*;*;>50K
422;Female;*;White;*;*;North America;*;Nontechnical;<=50K
423;Male;*;*;*;*;*;*;*;<=50K
424;Male;20~39;*;*;High School;North America;Private;*;<=50K
425;*;*;*;spouse not present;*;North America;Private;*;<=50K
426;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
427;Male;20~39;White;spouse present;Higher education;United-States;*;*;<=50K
428;Male;*;*;*;*;*;Non-Government;*;<=50K
429;*;20~39;White;Never-married;Higher education;United-States;Non-Government;Technical;<=50K
430;Female;*;*;spouse present;High School;*;*;*;<=50K
431;Male;*;White;spouse not present;*;North America;Private;*;<=50K
432;Male;*;White;Married-civ-spouse;Higher education;*;Non-Government;*;<=50K
433;Male;40~49;White;*;Higher education;*;Private;Nontechnical;>50K
434;*;*;*;*;*;*;Non-Government;*;>50K
435;*;*;*;spouse not present;*;North America;Private;*;>50K
436;Male;20~39;*;*;High School;North America;Private;*;<=50K
437;Male;20~39;*;*;High School;North America;Private;*;<=50K
438;*;*;*;*;*;*;Non-Government;*;<=50K
439;Female;*;*;*;*;*;Non-Government;Technical;<=50K
440;Male;*;*;Never-married;High School;*;*;Other;<=50K
441;Male;20~39;*;Never-married;Higher education;*;Private;Nontechnical;<=50K
442;Male;20~39;*;*;High School;North America;Private;*;<=50K
443;*;*;*;*;*;*;Non-Government;*;<=50K
444;Male;*;*;*;Higher education;*;Non-Government;*;<=50K
445;Male;*;*;Married-civ-spouse;*;*;*;*;<=50K
446;Male;*;White;*;*;*;*;*;<=50K
447;Female;*;White;spouse not present;High School;*;Non-Government;*;<=50K
448;Female;*;*;*;*;*;Non-Government;*;<=50K
449;*;*;White;*;*;North America;Government;*;<=50K
450;Female;*;White;spouse not present;*;North America;*;*;<=50K
451;Male;20~39;*;*;Undergraduate;*;Non-Government;*;>50K
452;*;*;*;*;*;*;Non-Government;*;<=50K
453;Male;*;*;*;High School;North America;*;Other;<=50K
454;Female;20~39;*;spouse not present;*;North America;Private;*;<=50K
455;*;*;White;*;*;North America;Non-Government;*;<=50K
456;Male;20~39;White;Never-married;Higher education;*;Private;*;<=50K
457;Female;40~59;*;*;High School;*;Non-Government;*;<=50K
458;*;*;*;spouse not present;*;*;Non-Government;*;<=50K
459;Male;20~39;White;spouse not present;*;North America;Non-Government;Other;<=50K
460;Female;*;*;Never-married;Higher education;United-States;*;*;<=50K
461;*;*;White;*;High School;*;*;Other;<=50K
462;*;*;White;*;*;North America;Government;*;<=50K
463;Male;40~59;White;*;*;North America;Non-Government;*;<=50K
