ID;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
340;Female;*;White;spouse not present;Higher education;United-States;*;Nontechnical;<=50K
341;*;*;*;spouse not present;Higher education;United-States;Private;Nontechnical;>50K
342;Female;*;White;*;*;*;Non-Government;*;<=50K
343;Female;*;White;spouse not present;Higher education;North America;*;Other;<=50K
344;Male;*;*;Never-married;High School;United-States;Non-Government;*;<=50K
345;Male;*;White;*;Higher education;United-States;*;Technical;>50K
346;Male;*;Black;*;*;North America;Non-Government;*;<=50K
347;Male;*;*;*;*;*;Private;*;<=50K
348;*;*;*;*;*;North America;*;*;<=50K
349;*;*;*;*;High School;North America;Non-Government;*;<=50K
350;Male;*;White;*;Higher education;*;Non-Government;*;<=50K
351;Male;40~59;White;*;Higher education;*;*;*;<=50K
352;*;*;White;Married-civ-spouse;HS-grad;*;Non-Government;*;<=50K
353;*;*;White;*;*;North America;Non-Government;*;<=50K
354;*;*;White;*;*;North America;Non-Government;*;<=50K
355;Male;20~39;White;Married-civ-spouse;Higher education;United-States;Non-Government;Craft-repair;<=50K
356;*;*;*;spouse not present;Higher education;United-States;Private;Nontechnical;<=50K
357;Female;*;*;*;*;*;*;*;<=50K
358;*;20~39;*;*;High School;*;Private;*;<=50K
359;Male;*;White;*;*;North America;Private;Technical;<=50K
360;*;*;White;*;*;*;*;*;>50K
361;Female;*;White;spouse not present;Higher education;North America;*;Other;<=50K
362;Female;*;White;*;High School;North America;*;*;<=50K
363;Female;20~39;White;*;High School;North America;Non-Government;Other;>50K
364;Male;20~39;*;*;Higher education;*;Non-Government;*;<=50K
365;Male;40~59;*;spouse not present;*;*;Non-Government;*;<=50K
366;*;*;*;*;HS-grad;*;*;*;<=50K
367;Male;*;White;Married-civ-spouse;Undergraduate;United-States;Private;Technical;<=50K
368;*;*;*;spouse not present;Higher education;United-States;Private;Nontechnical;<=50K
369;Male;*;White;Married-civ-spouse;*;*;Non-Government;*;>50K
370;Male;40~59;White;Married-civ-spouse;Undergraduate;United-States;*;Nontechnical;>50K
371;Male;*;*;Never-married;Higher education;United-States;Private;*;<=50K
372;Female;20~39;*;*;*;North America;Private;Other;<=50K
373;*;*;*;*;*;*;*;*;>50K
374;Female;20~39;White;spouse not present;Higher education;*;Private;*;<=50K
375;Male;*;*;Married-civ-spouse;High School;North America;Private;*;<=50K
376;Male;*;White;Married-civ-spouse;*;*;Non-Government;*;>50K
377;*;*;*;Married-civ-spouse;High School;United-States;Non-Government;Other;<=50K
378;Male;*;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Technical;<=50K
379;Male;*;White;Married-civ-spouse;*;*;Non-Government;*;<=50K
380;Female;*;*;spouse not present;Higher education;United-States;*;Other;<=50K
381;*;*;*;*;High School;North America;*;*;<=50K
382;*;20~39;*;spouse not present;*;North America;Private;*;<=50K
383;Male;*;White;Married-civ-spouse;*;*;Non-Government;*;>50K
384;Male;*;White;*;Higher education;United-States;*;Technical;<=50K
385;Male;*;*;*;*;*;Private;*;>50K
386;Male;*;White;Married-civ-spouse;*;*;Non-Government;*;<=50K
387;Female;*;White;spouse not present;*;*;Non-Government;*;<=50K
388;*;*;*;*;*;North America;Government;*;<=50K
389;*;*;*;*;High School;North America;*;*;<=50K
390;Male;*;White;*;Undergraduate;United-States;*;*;<=50K
391;Male;*;White;spouse not present;High School;North America;*;Nontechnical;<=50K
392;Female;*;*;spouse present;*;*;*;*;>50K
393;Male;20~39;White;spouse not present;High School;*;Non-Government;*;<=50K
394;Female;20~39;*;spouse not present;High School;North America;Non-Government;Technical;<=50K
395;*;*;*;Married-civ-spouse;High School;United-States;Non-Government;Other;<=50K
396;Male;*;*;Never-married;*;North America;*;*;<=50K
397;Male;20~39;*;spouse not present;High School;North America;Non-Government;*;<=50K
398;Male;60~79;White;*;*;North America;Non-Government;Nontechnical;>50K
399;*;40~49;White;*;Higher education;*;*;*;<=50K
400;*;20~39;White;spouse not present;Undergraduate;United-States;Non-Government;*;<=50K
401;Female;*;White;*;Higher education;North America;Non-Government;*;>50K
402;Male;*;*;*;*;*;*;*;<=50K
403;Male;*;White;*;*;North America;Private;Technical;>50K
404;*;*;*;*;*;United-States;*;*;<=50K
405;*;*;White;*;*;North America;*;*;<=50K
406;Male;20~39;White;Married-civ-spouse;Higher education;*;*;*;<=50K
407;*;*;*;*;*;*;*;*;<=50K
408;Male;20~39;*;*;Higher education;*;Non-Government;*;<=50K
409;Female;*;*;spouse not present;High School;United-States;Non-Government;Other;<=50K
410;Male;*;White;*;*;United-States;*;*;<=50K
411;Male;*;White;Married-civ-spouse;Undergraduate;United-States;Private;Technical;>50K
412;Male;20~39;White;Never-married;High School;North America;Non-Government;Technical;<=50K
413;Male;*;*;Never-married;Higher education;United-States;Private;*;<=50K
414;*;*;Black;spouse not present;*;North America;Non-Government;*;<=50K
415;Male;*;*;*;*;*;Private;*;<=50K
416;Male;*;White;*;*;North America;Private;Technical;<=50K
417;*;*;Black;spouse not present;*;North America;Non-Government;*;<=50K
418;Male;*;*;*;*;*;Non-Government;*;>50K
419;Male;*;White;*;*;North America;Private;Technical;>50K
420;Female;*;White;Married-civ-spouse;*;North America;Non-Government;*;>50K
421;*;*;*;Married-civ-spouse;*;*;*;*;>50K
422;Female;*;White;Married-civ-spouse;High School;United-States;Non-Government;*;<=50K
423;Male;*;*;Married-civ-spouse;*;North America;Non-Government;*;<=50K
424;*;*;*;Married-civ-spouse;High School;United-States;Non-Government;Other;<=50K
425;Male;40~59;*;spouse not present;*;*;Non-Government;*;<=50K
426;Male;*;*;*;High School;North America;*;*;<=50K
427;Male;20~39;White;Married-civ-spouse;Undergraduate;North America;Non-Government;Technical;<=50K
428;Male;*;*;*;*;*;Private;*;<=50K
429;Female;*;White;spouse not present;Bachelors;North America;Private;Technical;<=50K
