ID;longitude;latitude;housing_median_age;mean_rooms;mean_bedrooms;population;households;median_income;median_house_value;ocean_proximity
53;-122~-121;37~38;30~52;4075;1.14;1162;400;0~3;22500~104200;0
54;-122~-121;37~38;30~52;5.021459227;1.008583691;701;233;0~3;22500~104200;0
55;-122~-121;37~38;30~52;4.295454545;1.104545455;576;220;0~3;22500~104200;0
56;-122~-121;37~38;30~52;4.77992278;1.111969112;622;259;0~3;22500~104200;0
57;-122~-121;37~38;30~52;6.102459016;1.37295082;728;244;0~3;22500~104200;0
58;-122~-121;37~38;30~52;4.5625;1.121710526;1074;304;0~3;22500~104200;0
59;-124~-121;37~41;2~20;2.771929825;0.754385965;94;57;0~3;14999~103100;0
60;-124~-122;37~41;30~52;5.994652406;1.128342246;554;187;3~3;50800~254700;0
61;-124~-122;37~40;30~52;5.869565217;1.260869565;86;23;3~10;68300~256600;0
62;-122~-121;37~38;30~52;6.229508197;1.557377049;377;122;0~3;22500~104200;0
63;-122~-121;37~38;30~52;7.698113208;1.490566038;521;159;0~3;22500~104200;0
64;-122~-121;37~38;30~52;6.22556391;1.368421053;392;133;0~3;22500~104200;0
65;-122~-121;37~38;30~52;5.401069519;1.117647059;604;187;0~3;22500~104200;0
66;-122~-121;37~38;30~52;4.38253012;1.06626506;788;332;0~3;22500~104200;0
67;-122~-121;37~38;30~52;6.986394558;1.659863946;492;147;0~3;22500~104200;0
68;-122~-121;37~38;30~52;6.975609756;1.329268293;274;82;0~3;22500~104200;0
69;-124~-122;37~41;30~52;4.584288052;1.05400982;1823;611;0~3;104500~152300;0
70;-124~-121;37~41;21~29;6.047244094;1.196850394;392;127;0~3;41300~103100;0
71;-122~-121;37~38;30~52;3.375451264;1.072202166;582;277;0~3;22500~104200;0
72;-122~-121;37~38;30~52;5.552631579;1.342105263;560;152;0~3;22500~104200;0
73;-122~-121;37~38;30~52;1.714285714;0.571428571;18;7;0~3;22500~104200;0
74;-124~-121;37~41;2~29;6.278195489;1.210526316;290;133;0~3;103600~137500;0
75;-123~-119;37~39;2~29;2.817767654;1.0523918;762;439;0~3;162900~500001;0
76;-122~-121;37~38;30~52;5.724950884;1.104125737;1236;509;0~3;22500~104200;0
77;-124~-121;37~41;2~29;5.830917874;1.173913043;721;207;0~3;103600~137500;0
78;-124~-121;37~41;2~29;5.369230769;1.150769231;1054;325;0~3;103600~137500;0
79;-124~-122;37~41;30~52;4.412903226;1.135483871;344;155;0~3;104500~152300;0
80;-124~-119;37~41;5~29;3.197231834;1;609;289;0~3;137900~162500;0
81;-124~-122;37~41;30~52;3.75;1;183;56;0~3;104500~152300;0
82;-124~-122;37~41;30~52;3.908045977;1.114942529;200;87;0~3;104500~152300;0
83;-124~-122;37~41;30~52;2.490322581;1.058064516;346;155;0~3;104500~152300;0
84;-124~-122;37~41;30~52;5.609467456;1.088757396;467;169;0~3;104500~152300;0
85;-122~-121;37~38;30~52;6.72173913;1.243478261;377;115;0~3;22500~104200;0
86;-124~-122;37~41;30~52;2.315789474;1.186842105;582;380;0~3;104500~152300;0
87;-124~-119;37~41;5~29;2.651515152;1.054545455;546;330;0~3;137900~162500;0
88;-124~-121;37~41;2~29;2.692307692;1.076923077;125;39;0~3;103600~137500;0
89;-122~-120;37~39;30~52;2.929411765;0.917647059;396;85;0~3;219100~500001;0
90;-124~-119;37~41;5~29;2.745856354;1.082872928;800;362;0~3;137900~162500;0
91;-124~-122;37~41;30~52;2.443181818;0.988636364;904;88;0~3;104500~152300;0
92;-124~-120;37~40;30~52;2.823529412;0.911764706;191;34;0~3;152500~219000;0
93;-123~-119;37~39;2~29;3.493377483;1.149006623;718;302;0~3;162900~500001;0
94;-124~-120;37~40;30~52;3.672376874;1.334047109;1327;467;0~3;152500~219000;0
95;-124~-122;37~41;30~52;2.294016358;1.066293586;3469;2323;0~3;104500~152300;0
96;-124~-120;37~40;30~52;3.894915254;1.127966102;2048;1180;0~3;152500~219000;0
97;-124~-121;37~41;2~29;3.681318681;1.175824176;202;91;0~3;103600~137500;0
98;-123~-119;37~39;2~29;2.9456;1016;2024;1250;0~3;162900~500001;0
99;-124~-120;37~40;30~52;3.707142857;1.107142857;1838;980;0~3;152500~219000;0
100;-123~-119;37~39;2~29;3.7248;1.1312;2304;1250;0~3;162900~500001;0
101;-123~-119;37~39;2~29;3.878423514;1.070808283;2563;1497;0~3;162900~500001;0
102;-124~-122;37~41;30~52;3.745614035;1.061403509;389;228;3~3;50800~254700;0
103;-122~-120;37~39;30~52;3.515497553;1.143556281;895;613;0~3;219100~500001;0
104;-122~-120;37~39;30~52;3.281721632;1.069871437;2689;1789;0~3;219100~500001;0
105;-122~-121;37~38;30~52;6.18442623;0.922131148;674;244;4~6;257300~500001;0
106;-122~-120;37~38;30~52;4.442982456;1.057017544;709;456;3~4;257100~500001;0
107;-122~-120;37~38;30~52;4.165876777;1.090047393;686;422;3~4;257100~500001;0
108;-122~-120;37~38;30~52;4.848189415;1.045961003;1444;718;3~4;257100~500001;0
109;-123~-120;37~39;2~29;4.16084788;1.066084788;1520;802;3~5;216900~500001;0
110;-122~-121;37~38;30~52;5.628458498;1.14229249;550;253;4~6;257300~500001;0
111;-124~-120;37~40;30~52;3.727005871;1.074363992;1806;1022;0~3;152500~219000;0
112;-123~-119;37~39;2~29;3.253081348;0.982744454;1749;1217;0~3;162900~500001;0
113;-124~-122;37~41;30~52;4.578034682;1.077071291;939;519;3~3;50800~254700;0
114;-124~-122;37~41;30~52;3.822274882;1.014218009;675;422;3~3;50800~254700;0
115;-124~-122;37~41;30~52;4.395189003;0.986254296;534;291;3~3;50800~254700;0
116;-123~-119;37~39;2~29;3.023479831;1.053582179;2558;1661;0~3;162900~500001;0
117;-122~-120;37~39;30~52;4.040501446;1.06557377;1786;1037;0~3;219100~500001;0
118;-122~-121;37~38;30~52;6.742627346;1.069705094;970;373;4~6;257300~500001;0
119;-122~-121;37~38;30~52;6.546391753;0.936082474;1098;485;4~6;257300~500001;0
120;-122~-121;37~38;30~52;6.85106383;1.079787234;794;376;4~6;257300~500001;0
121;-122~-121;37~38;30~52;7.106382979;1.14893617;98;47;4~6;257300~500001;0
122;-122~-121;37~38;30~52;6.947890819;1.019851117;1061;403;6~15;267700~500001;0
123;-122~-121;37~38;30~52;6.358558559;1.034234234;1177;555;4~6;257300~500001;0
124;-122~-121;37~38;30~52;7.117166213;0.994550409;901;367;6~15;267700~500001;0
125;-123~-120;37~40;1~29;5.530334728;1.09623431;2031;956;5~6;185200~500001;0
126;-122~-121;37~38;30~52;6.127348643;0.987473904;1031;479;6~15;267700~500001;0
127;-122~-121;37~38;30~52;5.735343384;1;1358;597;4~6;257300~500001;0
128;-122~-121;37~38;30~52;7.631498471;1.03058104;1616;654;6~15;267700~500001;0
129;-122~-121;37~38;30~52;6.44606414;1.008746356;844;343;4~6;257300~500001;0
130;-122~-121;37~38;30~52;6125;0.987903226;1140;496;6~15;267700~500001;0
131;-122~-121;37~39;2~29;8.335051546;1.082474227;533;194;6~15;198000~500001;0
132;-122~-121;37~38;30~52;6.467268623;1.038374718;1072;443;6~15;267700~500001;0
133;-122~-121;37~38;30~52;6.61227154;1.028720627;1627;766;6~15;267700~500001;0
134;-122~-121;37~39;2~29;6.978947368;0.968421053;463;190;6~15;198000~500001;0
135;-122~-121;37~39;2~29;7.530805687;1.056872038;542;211;6~15;198000~500001;0
136;-122~-121;37~39;2~29;6.657992565;1.007434944;661;269;6~15;198000~500001;0
137;-122~-121;37~38;30~52;6.977186312;1.003802281;635;263;6~15;267700~500001;0
138;-122~-121;37~38;30~52;6.982954545;1.028409091;420;176;6~15;267700~500001;0
139;-122~-121;37~38;30~52;7.54;1068;1265;500;6~15;267700~500001;0
140;-122~-121;37~38;30~52;5.615384615;0.730769231;126;52;6~15;267700~500001;0
141;-122~-121;37~38;30~52;6.785714286;0.951428571;813;350;6~15;267700~500001;0
142;-122~-121;37~38;30~52;6.957746479;1.023474178;1067;426;6~15;267700~500001;0
143;-124~-120;37~40;30~52;5.132246377;1.096014493;1260;552;0~3;152500~219000;0
144;-122~-120;37~39;30~52;4.628336756;1.098562628;951;487;0~3;219100~500001;0
145;-122~-121;37~38;30~52;6.200892857;0.946428571;510;224;4~6;257300~500001;0
146;-122~-121;37~38;30~52;6.399350649;1.087662338;765;308;6~15;267700~500001;0
147;-124~-122;37~41;30~52;4.745652174;1.010869565;1129;460;3~3;50800~254700;0
148;-124~-120;37~40;30~52;5.183673469;1.052154195;1073;441;0~3;152500~219000;0
149;-124~-122;37~40;30~52;5.283495146;1.050485437;1185;515;3~10;68300~256600;0
150;-122~-120;37~38;30~52;5.952941176;0.997058824;756;340;3~4;257100~500001;0
151;-122~-121;37~38;30~52;5.650671785;1.028790787;1034;521;4~6;257300~500001;0
152;-122~-120;37~38;30~52;4.4291939;1.058823529;787;459;3~4;257100~500001;0
153;-122~-121;37~38;30~52;6.727699531;1.075117371;612;213;4~6;257300~500001;0
154;-122~-121;37~38;30~52;7.702631579;1.057894737;1021;380;6~15;267700~500001;0
155;-122~-121;37~38;30~52;8.972868217;1.131782946;861;258;6~15;267700~500001;0
156;-122~-121;37~38;30~52;7.599388379;0.957186544;953;327;6~15;267700~500001;0
157;-122~-121;37~38;30~52;5.8203125;0.9296875;634;256;4~6;257300~500001;0
158;-122~-121;37~38;30~52;7.994318182;1.036931818;878;352;6~15;267700~500001;0
159;-122~-120;37~39;30~52;4.333333333;1.138716356;918;483;0~3;219100~500001;0
160;-124~-120;37~40;30~52;5.074285714;0.96;360;175;0~3;152500~219000;0
161;-124~-120;37~40;30~52;4.276639344;1.045081967;1197;488;0~3;152500~219000;0
162;-122~-120;37~38;30~52;4.851351351;0.969111969;1048;518;3~4;257100~500001;0
163;-124~-122;37~41;30~52;4.326639893;1.117804552;1373;747;3~3;50800~254700;0
164;-122~-120;37~39;30~52;4.0591133;1.049261084;1715;1015;0~3;219100~500001;0
165;-122~-120;37~39;30~52;3.274238227;1.096952909;1359;722;0~3;219100~500001;0
166;-124~-120;37~40;30~52;3.561743341;1.13559322;1062;413;0~3;152500~219000;0
167;-123~-119;37~39;2~29;3.192755498;1.117723157;1335;773;0~3;162900~500001;0
168;-124~-121;37~41;2~29;3.804195804;1.146853147;1171;429;0~3;103600~137500;0
169;-122~-121;37~38;30~52;3.882608696;1.143478261;1475;460;0~3;22500~104200;0
170;-124~-122;37~41;30~52;3.209183673;0.959183673;742;196;0~3;104500~152300;0
171;-124~-122;37~41;30~52;3.688705234;1.077134986;1086;363;0~3;104500~152300;0
172;-124~-122;37~41;30~52;3.090239411;1.116022099;1645;543;0~3;104500~152300;0
173;-124~-122;37~41;30~52;3.639751553;1.004658385;1710;644;0~3;104500~152300;0
174;-124~-122;37~41;30~52;4.368421053;1;731;228;0~3;104500~152300;0
175;-124~-122;37~41;30~52;4.585014409;1.074927954;1118;347;0~3;104500~152300;0
176;-124~-122;37~41;30~52;4.734328358;1.188059701;1006;335;0~3;104500~152300;0
177;-124~-120;37~40;30~52;3.693140794;1.061371841;1213;554;0~3;152500~219000;0
178;-124~-122;37~41;30~52;4.638132296;1.124513619;772;257;0~3;104500~152300;0
179;-124~-122;37~41;30~52;4.496259352;1.047381546;1321;401;0~3;104500~152300;0
180;-124~-120;37~40;30~52;4.192023634;1.106351551;1487;677;0~3;152500~219000;0
181;-124~-122;37~41;30~52;4.209677419;0.989247312;488;186;0~3;104500~152300;0
182;-124~-122;37~41;30~52;4.056122449;1.056122449;949;392;0~3;104500~152300;0
183;-124~-122;37~41;30~52;4.207228916;1.156626506;1149;415;0~3;104500~152300;0
184;-124~-122;37~41;30~52;4.471428571;1.067857143;844;280;0~3;104500~152300;0
185;-124~-122;37~41;30~52;4.844029245;1.091795288;4367;1231;0~3;104500~152300;0
186;-124~-122;37~41;30~52;4.327669903;0.958737864;1659;412;0~3;104500~152300;0
187;-124~-122;37~41;30~52;3.798479087;1.003802281;1011;263;0~3;104500~152300;0
188;-124~-122;37~41;30~52;3.776349614;1.107969152;1464;389;0~3;104500~152300;0
189;-122~-121;37~38;30~52;4.528052805;1.303630363;1237;303;0~3;22500~104200;0
190;-124~-122;37~41;30~52;4.011904762;1.071428571;647;168;3~3;50800~254700;0
191;-124~-122;37~41;30~52;4.554621849;1.053221289;1284;357;0~3;104500~152300;0
192;-122~-121;37~38;30~52;3.181818182;0.781818182;228;55;0~3;22500~104200;0
193;-124~-122;37~41;30~52;3.74796748;1.048780488;381;123;0~3;104500~152300;0
194;-124~-122;37~41;30~52;3.973568282;1.044052863;846;227;3~3;50800~254700;0
195;-124~-121;37~41;2~29;3.51035503;1.152366864;1659;676;0~3;103600~137500;0
196;-122~-121;37~38;30~52;2.833333333;0.927536232;520;138;0~3;22500~104200;0
197;-122~-121;37~38;30~52;4.38996139;1.162162162;866;259;0~3;22500~104200;0
198;-122~-121;37~38;30~52;4.202185792;1.12568306;612;183;0~3;22500~104200;0
199;-122~-121;37~38;30~52;3.746031746;1.158730159;415;126;0~3;22500~104200;0
200;-122~-121;37~38;30~52;4.046948357;1.009389671;994;213;0~3;22500~104200;0
201;-124~-122;37~41;30~52;4.025157233;1.111111111;1525;477;0~3;104500~152300;0
202;-124~-122;37~41;30~52;3.242009132;1.077625571;1506;438;0~3;104500~152300;0
203;-124~-122;37~41;30~52;3.866666667;1.011764706;1008;255;0~3;104500~152300;0
204;-124~-122;37~41;30~52;3.115845539;1.098535286;2813;751;0~3;104500~152300;0
205;-124~-122;37~41;30~52;4.944606414;1.15451895;1481;343;0~3;104500~152300;0
206;-124~-122;37~41;30~52;5.365296804;0.99086758;859;219;0~3;104500~152300;0
207;-124~-122;37~41;30~52;4.479923518;1.09751434;1608;523;0~3;104500~152300;0
208;-124~-122;37~41;30~52;4.357142857;1.035714286;425;140;0~3;104500~152300;0
209;-124~-122;37~41;30~52;5.054347826;1.081521739;564;184;0~3;104500~152300;0
210;-124~-122;37~41;30~52;5.466911765;1.154411765;961;272;3~3;50800~254700;0
211;-124~-122;37~40;30~52;4.998540146;1.00729927;2273;685;3~10;68300~256600;0
212;-124~-122;37~41;30~52;3.907692308;0.974358974;600;195;0~3;104500~152300;0
213;-124~-122;37~41;30~52;4.489563567;1.091081594;1647;527;0~3;104500~152300;0
214;-124~-122;37~41;30~52;4.306603774;1.061320755;1201;424;0~3;104500~152300;0
215;-124~-122;37~41;30~52;4.626707132;1.078907436;2167;659;0~3;104500~152300;0
216;-124~-119;37~41;5~29;4.823529412;1.105882353;939;340;0~3;137900~162500;0
217;-124~-122;37~41;30~52;5.284246575;1.051369863;859;292;0~3;104500~152300;0
218;-124~-122;37~41;30~52;4.581395349;1.079457364;1517;516;0~3;104500~152300;0
219;-124~-122;37~41;30~52;4.520725389;1.059585492;1143;386;0~3;104500~152300;0
220;-124~-120;37~40;30~52;4.316810345;1.077586207;1109;464;0~3;152500~219000;0
221;-124~-122;37~41;30~52;4.524663677;1.002242152;1221;446;0~3;104500~152300;0
222;-122~-121;37~38;30~52;6.692307692;1.096703297;1115;455;4~6;257300~500001;0
223;-124~-122;37~40;30~52;5.77238806;1.093283582;706;268;3~10;68300~256600;0
224;-124~-122;37~41;30~52;4.984419263;1.007082153;1883;706;3~3;50800~254700;0
225;-124~-122;37~40;30~52;6.088235294;1.041176471;804;340;3~10;68300~256600;0
226;-124~-122;37~40;30~52;5.242063492;1.043650794;506;252;3~10;68300~256600;0
227;-122~-121;37~38;30~52;7.117647059;1.088235294;610;238;4~6;257300~500001;0
228;-124~-122;37~40;30~52;5.837349398;1.027108434;768;332;3~10;68300~256600;0
229;-124~-120;37~40;30~52;5.260869565;1.059782609;462;184;0~3;152500~219000;0
230;-124~-122;37~40;30~52;4.510638298;1.089361702;667;235;3~10;68300~256600;0
231;-124~-122;37~40;30~52;5.115288221;1.015037594;1059;399;3~10;68300~256600;0
232;-122~-120;37~38;30~52;6.545126354;0.97833935;637;277;3~4;257100~500001;0
233;-124~-122;37~40;30~52;5.986784141;0.99339207;1106;454;3~10;68300~256600;0
234;-124~-119;37~41;5~29;4.69955157;1.137518685;1737;669;0~3;137900~162500;0
235;-122~-120;37~39;30~52;4.620512821;1.176923077;1009;390;0~3;104800~151400;0
236;-122~-120;37~39;30~52;4.2;0.928571429;737;210;0~3;104800~151400;0
237;-122~-120;37~39;30~52;3.301425662;0.920570265;1354;491;0~3;104800~151400;0
238;-124~-122;37~41;30~52;4.462025316;1.124472574;1530;474;0~3;104500~152300;0
239;-122~-120;37~39;30~52;4.210416667;1.1;1410;480;0~3;104800~151400;0
240;-124~-122;37~41;30~52;3.934973638;0.892794376;1390;569;0~3;104500~152300;0
241;-124~-122;37~41;30~52;5.49070632;1.115241636;1065;269;0~3;104500~152300;0
242;-124~-122;37~41;30~52;4.310204082;0.914285714;792;245;0~3;104500~152300;0
243;-124~-122;37~41;30~52;3.665306122;0.995918367;779;245;0~3;104500~152300;0
244;-124~-122;37~41;30~52;4.86557377;1.163934426;2269;610;0~3;104500~152300;0
245;-124~-122;37~41;30~52;4.181818182;1.13022113;1227;407;0~3;104500~152300;0
246;-124~-122;37~41;30~52;3.65560166;1.029045643;753;241;0~3;104500~152300;0
247;-124~-122;37~41;30~52;3.659259259;0.844444444;547;135;0~3;104500~152300;0
248;-122~-121;37~38;30~52;4.036363636;1075;1807;440;0~3;22500~104200;0
249;-124~-122;37~41;30~52;3.38989899;1.038383838;1700;495;0~3;104500~152300;0
250;-124~-122;37~41;30~52;4.165394402;1.178117048;1543;393;0~3;104500~152300;0
251;-122~-121;37~38;30~52;4.733333333;1.046666667;1085;300;0~3;22500~104200;0
252;-124~-122;37~40;30~52;4.313868613;1.262773723;353;137;3~10;68300~256600;0
253;-122~-121;37~38;30~52;5;1.026845638;473;149;0~3;22500~104200;0
254;-122~-121;37~38;30~52;4.703933747;1.031055901;1621;483;0~3;22500~104200;0
255;-122~-121;37~38;30~52;3.485875706;1.059322034;1183;354;0~3;22500~104200;0
256;-122~-121;37~38;30~52;3.671480144;1.184115523;836;277;0~3;22500~104200;0
257;-122~-121;37~38;30~52;3.543726236;0.965779468;900;263;0~3;22500~104200;0
258;-122~-121;37~38;30~52;5.00744879;1.111731844;1888;537;0~3;22500~104200;0
259;-122~-121;37~38;30~52;4.536656891;1.217008798;1024;341;0~3;22500~104200;0
260;-124~-122;37~41;30~52;5.437352246;1.047281324;1225;423;3~3;50800~254700;0
261;-124~-122;37~41;30~52;4.659574468;1.061170213;1071;376;3~3;50800~254700;0
262;-122~-120;37~39;30~52;4.939153439;1.066137566;1128;378;0~3;104800~151400;0
263;-122~-120;37~39;30~52;5.020661157;1.037190083;1537;484;0~3;104800~151400;0
264;-122~-121;37~38;30~52;4.399491094;1.053435115;1240;393;0~3;22500~104200;0
265;-124~-120;37~40;30~52;6.107142857;1.071428571;469;168;0~3;152500~219000;0
266;-124~-122;37~41;30~52;5.105882353;1.007058824;1086;425;3~3;50800~254700;0
267;-124~-122;37~41;30~52;5.585131894;1.067146283;1144;417;3~3;50800~254700;0
268;-124~-122;37~40;30~52;6.645333333;1.106666667;1109;375;3~10;68300~256600;0
269;-124~-122;37~41;30~52;5.956639566;1.075880759;984;369;3~3;50800~254700;0
270;-124~-122;37~40;30~52;3.021276596;0.659574468;575;47;3~10;68300~256600;0
271;-124~-122;37~40;30~52;5.660287081;0.980861244;496;209;3~10;68300~256600;0
272;-124~-122;37~41;30~52;5.631578947;1.015789474;555;190;3~3;50800~254700;0
273;-124~-122;37~40;30~52;5.400611621;1.01529052;869;327;3~10;68300~256600;0
274;-124~-122;37~40;30~52;5.820754717;0.896226415;236;106;3~10;68300~256600;0
275;-124~-122;37~40;30~52;6.593457944;1.088785047;626;214;3~10;68300~256600;0
276;-124~-122;37~40;30~52;6.410334347;1.176291793;922;329;3~10;68300~256600;0
277;-124~-120;37~40;30~52;4.80078125;0.94921875;582;256;0~3;152500~219000;0
278;-124~-120;37~40;30~52;4.746268657;1.07960199;546;201;0~3;152500~219000;0
279;-122~-121;37~38;30~52;6.176691729;0.984962406;620;266;4~6;257300~500001;0
280;-122~-121;37~38;30~52;6.948717949;1;442;195;6~15;267700~500001;0
281;-122~-121;37~39;2~29;7.06402439;1.024390244;955;328;6~15;198000~500001;0
282;-122~-121;37~39;2~29;7.589506173;0.978395062;916;324;6~15;198000~500001;0
283;-123~-120;37~40;1~29;6.528723945;1.041179461;4985;1967;5~6;185200~500001;0
284;-124~-122;37~41;30~52;5.707865169;0.973782772;651;267;3~3;50800~254700;0
285;-122~-120;37~39;30~52;4.731152205;1.06116643;1704;703;0~3;104800~151400;0
286;-124~-122;37~41;30~52;4.877149877;1.081081081;1085;407;3~3;50800~254700;0
287;-124~-122;37~41;30~52;5.781690141;1.133802817;713;284;3~3;50800~254700;0
288;-124~-122;37~40;30~52;4.933701657;0.977900552;468;181;3~10;68300~256600;0
289;-124~-122;37~40;30~52;5.396694215;1.05785124;296;121;3~10;68300~256600;0
290;-124~-122;37~40;30~52;5.76146789;1.995412844;570;218;3~10;68300~256600;0
291;-124~-122;37~40;30~52;5.427777778;1.077777778;446;180;3~10;68300~256600;0
292;-122~-119;37~40;30~52;6.052083333;1.033854167;968;384;3~3;55900~236100;0
293;-122~-120;37~39;30~52;5.009493671;1.10443038;857;316;0~3;104800~151400;0
294;-124~-122;37~41;30~52;5.00621118;1.062111801;912;322;3~3;50800~254700;0
295;-122~-121;37~38;30~52;5.362831858;1.17920354;1360;452;0~3;22500~104200;0
296;-122~-121;37~38;30~52;4.490140845;1.033802817;1074;355;0~3;22500~104200;0
297;-122~-120;37~39;30~52;5.544502618;1.081151832;965;382;0~3;104800~151400;0
298;-122~-120;37~39;30~52;4.921875;1.11875;933;320;0~3;104800~151400;0
299;-122~-121;37~38;30~52;4.983050847;1.121468927;987;354;0~3;22500~104200;0
300;-122~-121;37~38;30~52;4.825203252;1.06097561;907;246;0~3;22500~104200;0
301;-124~-122;37~40;30~52;4.56969697;1.060606061;447;165;3~10;68300~256600;0
302;-122~-121;37~38;30~52;5.11751663;1.002217295;1299;451;0~3;22500~104200;0
303;-124~-121;37~41;21~29;5.789808917;1.503184713;396;157;0~3;41300~103100;0
304;-122~-121;37~38;30~52;4.402985075;0.958955224;877;268;0~3;22500~104200;0
305;-122~-121;37~38;30~52;5.498637602;1.111716621;1111;367;0~3;22500~104200;0
306;-122~-121;37~38;30~52;5.085501859;1.048327138;790;269;0~3;22500~104200;0
307;-122~-121;37~38;30~52;4.953068592;0.987364621;1479;554;0~3;22500~104200;0
308;-124~-122;37~41;30~52;4.810502283;1.075342466;1173;438;3~3;50800~254700;0
309;-122~-121;37~38;30~52;4.775956284;0.989071038;1029;366;0~3;22500~104200;0
310;-122~-121;37~38;30~52;5.782857143;1.117142857;1030;350;0~3;22500~104200;0
311;-122~-121;37~38;30~52;4;0.928315412;826;279;0~3;22500~104200;0
312;-122~-121;37~38;30~52;4.484581498;1.123348018;1412;454;0~3;22500~104200;0
