ID;sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
63;Male;*;White;Married-civ-spouse;Undergraduate;*;Self-emp-inc;Exec-managerial;>50K
64;Male;*;White;spouse not present;Some-college;*;Non-Government;Technical;<=50K
65;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
66;Male;*;White;Married-civ-spouse;Undergraduate;*;Self-emp-not-inc;Nontechnical;>50K
67;Male;*;White;spouse not present;Some-college;*;Non-Government;Technical;<=50K
68;Male;*;White;Married-civ-spouse;Some-college;*;Non-Government;Prof-specialty;<=50K
69;Male;*;White;spouse not present;High School;*;*;Other;<=50K
70;Male;*;White;spouse present;Higher education;*;*;Other;<=50K
71;Female;*;*;spouse not present;High School;*;*;Other;<=50K
72;Male;*;White;spouse present;High School;*;*;Other;<=50K
73;Male;*;White;spouse not present;High School;North America;*;Sales;<=50K
74;Male;*;White;spouse present;Higher education;*;*;Other;<=50K
75;Female;*;*;spouse present;*;*;*;Other;<=50K
76;Male;*;White;spouse present;High School;*;*;Sales;<=50K
77;Female;*;*;spouse not present;High School;*;*;Technical;>50K
78;Female;*;*;spouse not present;High School;*;*;Sales;<=50K
79;Male;*;White;spouse present;High School;*;*;Other;>50K
80;Male;*;White;Married-civ-spouse;Masters;*;Non-Government;Technical;<=50K
81;Male;*;White;spouse not present;High School;North America;*;Sales;<=50K
82;Female;*;*;spouse not present;Higher education;*;Government;Technical;>50K
83;Male;*;White;Married-civ-spouse;Assoc-voc;*;Non-Government;Technical;<=50K
84;Female;*;*;spouse not present;Some-college;*;Non-Government;Technical;<=50K
85;Female;*;*;spouse not present;Some-college;*;Non-Government;Technical;<=50K
86;Male;*;White;spouse present;Higher education;*;*;Other;>50K
87;Male;*;White;spouse not present;Higher education;*;Local-gov;*;<=50K
88;Male;*;White;Married-civ-spouse;Doctorate;*;Non-Government;Technical;>50K
89;Male;*;White;Married-civ-spouse;Some-college;*;Private;Nontechnical;>50K
90;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
91;Male;*;Black;spouse not present;*;*;*;Other;<=50K
92;Male;*;White;Married-civ-spouse;Graduate;*;Non-Government;Nontechnical;>50K
93;Male;*;White;Married-civ-spouse;Bachelors;*;Private;Nontechnical;>50K
94;Female;*;*;spouse not present;Graduate;*;Non-Government;Technical;<=50K
95;Female;*;*;spouse not present;Some-college;*;Non-Government;Technical;<=50K
96;Male;*;White;spouse not present;High School;*;*;Technical;<=50K
97;Male;*;White;spouse present;High School;*;Non-Government;Technical;>50K
98;Male;*;White;spouse not present;High School;*;*;Handlers-cleaners;<=50K
99;Female;*;*;spouse not present;High School;*;*;Other;<=50K
100;Male;*;White;Married-civ-spouse;High School;*;*;Handlers-cleaners;<=50K
101;Male;*;White;spouse not present;Higher education;*;Non-Government;Sales;<=50K
102;Male;*;White;Married-civ-spouse;Prof-school;*;Non-Government;Technical;>50K
103;Male;*;White;spouse present;High School;*;*;Other;>50K
104;Female;*;*;spouse present;*;*;*;Nontechnical;<=50K
105;Female;*;*;spouse not present;High School;*;*;Technical;<=50K
106;Male;*;White;Married-civ-spouse;High School;*;*;Handlers-cleaners;<=50K
107;Male;*;White;Married-civ-spouse;Undergraduate;North America;Self-emp-inc;Sales;<=50K
108;Male;*;Black;Married-civ-spouse;*;*;Government;*;>50K
109;Male;*;White;Married-civ-spouse;Some-college;*;Private;Nontechnical;<=50K
110;Male;*;White;spouse not present;High School;*;*;Technical;<=50K
111;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
112;Male;*;White;Married-civ-spouse;Bachelors;*;Private;Nontechnical;<=50K
113;Male;*;Black;spouse not present;*;*;*;Nontechnical;<=50K
114;Male;*;White;Married-civ-spouse;Higher education;*;State-gov;Technical;>50K
115;Male;*;Black;spouse not present;*;*;*;Other;<=50K
116;Female;*;*;spouse present;*;*;*;Nontechnical;>50K
117;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
118;Male;*;White;spouse present;Higher education;*;*;Other;>50K
119;Male;*;White;spouse not present;Some-college;*;Non-Government;Technical;<=50K
120;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
121;Female;*;*;spouse not present;High School;*;*;Other;<=50K
122;Male;*;White;spouse present;High School;*;Non-Government;Technical;<=50K
123;Male;*;White;Married-civ-spouse;Bachelors;*;Private;Nontechnical;<=50K
124;Female;*;*;spouse not present;Professional Education;*;Non-Government;Technical;<=50K
125;Male;*;White;spouse present;Higher education;*;Federal-gov;Technical;>50K
126;Male;*;White;spouse present;High School;*;Non-Government;Technical;<=50K
127;Female;*;*;spouse present;*;*;*;Other;<=50K
128;Male;*;White;spouse not present;Higher education;*;Non-Government;Sales;<=50K
129;Male;*;Asian-Pac-Islander;Married-civ-spouse;*;*;*;*;>50K
130;Male;*;White;spouse present;High School;*;Non-Government;Technical;<=50K
131;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
132;Male;*;White;spouse not present;Higher education;*;Non-Government;Other;<=50K
133;Female;*;*;spouse not present;Professional Education;*;Non-Government;Technical;>50K
134;Male;*;White;spouse not present;Some-college;*;Non-Government;Technical;<=50K
135;Female;*;*;spouse not present;High School;*;*;Other;<=50K
136;Male;*;White;spouse present;Higher education;*;*;Other;<=50K
137;Female;*;*;spouse not present;High School;*;*;Other;<=50K
138;Male;*;White;spouse present;High School;*;Non-Government;Technical;<=50K
139;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
140;Female;*;*;spouse not present;High School;*;*;Other;<=50K
141;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
142;Male;*;White;spouse not present;High School;*;*;Technical;<=50K
143;Male;*;White;spouse present;High School;*;Non-Government;Technical;<=50K
144;Male;*;White;spouse not present;Higher education;*;Non-Government;Handlers-cleaners;<=50K
145;Male;*;Black;spouse not present;*;*;*;Nontechnical;<=50K
146;Male;*;White;spouse not present;High School;*;*;Technical;<=50K
147;Male;*;Black;spouse not present;*;*;*;Other;<=50K
148;Female;*;*;spouse not present;High School;*;*;Other;<=50K
149;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
150;Female;*;*;spouse not present;High School;*;*;Exec-managerial;<=50K
151;Male;*;White;Married-civ-spouse;Graduate;*;Non-Government;Nontechnical;>50K
152;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
153;Male;*;White;spouse not present;Higher education;*;Federal-gov;*;<=50K
154;Male;*;White;spouse not present;Higher education;*;State-gov;*;<=50K
155;Male;*;White;spouse not present;High School;*;*;Handlers-cleaners;<=50K
156;Female;*;*;spouse not present;Higher education;*;Government;Technical;<=50K
157;Male;*;White;spouse not present;High School;*;*;Other;<=50K
158;Male;*;White;spouse present;High School;*;*;Other;<=50K
159;Male;*;White;Married-civ-spouse;Some-college;*;Private;Nontechnical;>50K
160;Male;*;White;spouse not present;Bachelors;*;Non-Government;Technical;<=50K
161;Male;*;White;Married-civ-spouse;Higher education;*;State-gov;Technical;>50K
162;Female;*;*;spouse not present;High School;*;*;Sales;<=50K
163;Male;*;Black;spouse not present;*;*;*;Technical;<=50K
164;Male;*;Black;spouse not present;*;*;*;Nontechnical;<=50K
165;Male;*;White;spouse not present;High School;*;*;Other;<=50K
166;Male;*;White;spouse present;Bachelors;*;Non-Government;Prof-specialty;<=50K
167;Male;*;Black;Married-civ-spouse;*;*;Government;*;>50K
168;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
169;Male;*;Black;spouse not present;*;*;*;Technical;<=50K
170;Male;*;White;spouse present;High School;*;Non-Government;Technical;>50K
171;Male;*;White;spouse present;Higher education;*;*;Other;>50K
172;Male;*;Black;Married-civ-spouse;*;*;Non-Government;Other;<=50K
173;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
174;Female;*;*;spouse present;*;*;*;Technical;<=50K
175;Male;*;White;Married-civ-spouse;Higher education;*;State-gov;Technical;>50K
176;Female;*;*;spouse not present;Some-college;*;Non-Government;Technical;<=50K
177;Male;*;White;Married-civ-spouse;Undergraduate;*;Non-Government;Machine-op-inspct;<=50K
178;Male;*;Black;Married-civ-spouse;*;*;Government;*;<=50K
179;Male;*;White;Married-civ-spouse;Undergraduate;*;Non-Government;Tech-support;<=50K
180;Male;*;White;spouse present;Higher education;*;Federal-gov;Technical;<=50K
181;Male;*;White;Married-civ-spouse;Primary School;*;*;*;<=50K
182;Male;*;White;spouse not present;Some-college;*;Non-Government;Technical;<=50K
183;Female;*;*;spouse not present;Higher education;*;Government;Nontechnical;>50K
184;Male;*;White;Married-civ-spouse;Masters;*;Non-Government;Technical;>50K
185;Male;*;White;spouse not present;High School;North America;*;Sales;<=50K
186;Female;*;*;spouse not present;Graduate;*;Non-Government;Technical;<=50K
187;Male;*;White;Married-civ-spouse;Bachelors;*;Private;Nontechnical;>50K
188;Female;*;*;spouse not present;Higher education;*;Government;Technical;<=50K
189;Female;*;*;spouse not present;High School;*;*;Other;<=50K
190;Female;*;*;spouse not present;High School;*;*;Sales;<=50K
191;Male;*;Black;Married-civ-spouse;*;*;Non-Government;Other;>50K
192;Male;*;White;spouse not present;High School;*;*;Technical;<=50K
193;Female;*;*;spouse present;*;*;*;Nontechnical;>50K
194;Female;*;*;spouse not present;High School;*;*;Sales;<=50K
195;Male;*;Black;Married-civ-spouse;*;*;Government;*;<=50K
196;Male;*;White;spouse present;High School;*;Non-Government;Technical;>50K
197;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
198;Male;*;Asian-Pac-Islander;Married-civ-spouse;*;*;*;*;<=50K
199;Male;*;White;spouse present;High School;*;Non-Government;Technical;>50K
200;Male;*;Black;spouse not present;*;*;*;Nontechnical;>50K
201;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
202;Male;*;White;Married-civ-spouse;Bachelors;*;Private;Nontechnical;<=50K
203;Male;*;White;spouse present;Bachelors;*;Non-Government;Prof-specialty;<=50K
204;Male;*;White;spouse not present;High School;*;*;Technical;<=50K
205;Male;*;White;Married-civ-spouse;Some-college;*;Private;Nontechnical;<=50K
206;Male;*;Black;spouse not present;*;*;*;Other;<=50K
207;Male;*;Black;Married-civ-spouse;*;*;Non-Government;Other;<=50K
208;Female;*;*;spouse not present;Primary School;*;*;*;<=50K
209;Female;*;*;spouse not present;High School;*;*;Sales;<=50K
210;Male;*;White;spouse present;High School;*;*;Other;<=50K
211;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
212;Female;*;*;spouse not present;High School;*;*;Other;<=50K
213;Male;*;Black;spouse not present;*;*;*;Other;<=50K
214;Female;*;*;spouse not present;High School;*;*;Sales;<=50K
215;Male;*;White;spouse not present;Higher education;*;Non-Government;Other;<=50K
216;Female;*;*;spouse not present;Some-college;*;Non-Government;Technical;<=50K
217;Male;*;White;spouse not present;Professional Education;*;Non-Government;Technical;>50K
218;Male;*;White;spouse present;High School;*;*;Other;<=50K
219;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
220;Male;*;White;Married-civ-spouse;Bachelors;*;Private;Nontechnical;>50K
221;Male;*;White;Married-civ-spouse;Higher education;*;Government;Nontechnical;>50K
222;Male;*;White;spouse not present;High School;*;*;Other;<=50K
223;Male;*;White;spouse present;Bachelors;*;Non-Government;Prof-specialty;>50K
224;Female;*;*;spouse present;*;*;*;Other;<=50K
225;Male;*;White;spouse present;Higher education;*;*;Other;<=50K
226;Male;*;White;spouse not present;Some-college;*;Non-Government;Technical;<=50K
227;Male;*;White;spouse present;High School;*;*;Other;>50K
228;Female;*;*;spouse not present;High School;*;*;Other;<=50K
229;Male;*;White;Married-civ-spouse;Assoc-acdm;*;Non-Government;Technical;>50K
230;Female;*;*;spouse present;*;*;*;Technical;>50K
231;Female;*;*;spouse present;*;*;*;Other;<=50K
232;Female;*;*;spouse not present;High School;*;*;Other;<=50K
233;Male;*;White;spouse not present;Higher education;*;Local-gov;*;<=50K
234;Male;*;White;spouse not present;Higher education;*;Non-Government;Other;<=50K
235;Male;*;Asian-Pac-Islander;Married-civ-spouse;*;*;*;*;>50K
236;Female;*;*;spouse not present;High School;*;*;Other;<=50K
237;Female;*;*;spouse not present;High School;*;*;Other;<=50K
238;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
239;Male;*;White;spouse not present;High School;*;*;Technical;<=50K
240;Female;*;*;spouse not present;Bachelors;*;Non-Government;Technical;<=50K
241;Male;*;White;spouse present;High School;*;*;Sales;<=50K
242;Male;*;White;spouse not present;High School;*;*;Other;<=50K
243;Male;*;White;Married-civ-spouse;Some-college;*;Private;Nontechnical;<=50K
244;Male;*;White;spouse present;High School;*;Non-Government;Technical;<=50K
245;Male;*;Asian-Pac-Islander;Married-civ-spouse;*;*;*;*;>50K
246;Male;*;White;Married-civ-spouse;High School;*;*;Exec-managerial;>50K
247;Female;*;*;spouse not present;Bachelors;*;Non-Government;Technical;<=50K
248;Female;*;*;spouse present;*;*;*;Technical;>50K
249;Male;*;White;Married-civ-spouse;High School;*;*;Exec-managerial;>50K
250;Male;*;White;spouse not present;High School;*;*;Other;<=50K
251;Male;*;White;spouse present;Higher education;*;*;Other;<=50K
252;Male;*;White;spouse not present;Higher education;*;Local-gov;*;<=50K
253;Female;*;*;spouse not present;High School;*;*;Technical;<=50K
254;Male;*;Black;Married-civ-spouse;*;*;Non-Government;Nontechnical;<=50K
255;Male;*;White;Married-civ-spouse;Some-college;*;Non-Government;Craft-repair;>50K
256;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
257;Female;*;*;spouse not present;Some-college;*;Non-Government;Technical;<=50K
258;Female;*;*;spouse present;*;*;*;Technical;>50K
259;Female;*;*;spouse not present;Bachelors;*;Non-Government;Technical;<=50K
260;Male;*;White;Married-civ-spouse;Higher education;*;Local-gov;Technical;>50K
261;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
262;Female;*;*;spouse not present;Bachelors;*;Non-Government;Technical;<=50K
263;Male;*;White;spouse not present;High School;*;*;Handlers-cleaners;<=50K
264;Male;*;White;Married-civ-spouse;Higher education;*;Government;Nontechnical;>50K
265;Male;*;White;Married-civ-spouse;Prof-school;*;Non-Government;Technical;>50K
266;Male;*;White;spouse not present;Higher education;*;Non-Government;Other;<=50K
267;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
268;Male;*;White;spouse present;High School;*;Non-Government;Technical;<=50K
269;Male;*;White;spouse present;Bachelors;*;Non-Government;Prof-specialty;<=50K
270;Female;*;*;spouse not present;High School;*;*;Technical;<=50K
271;Male;*;White;spouse not present;Higher education;*;Local-gov;*;<=50K
272;Male;*;White;spouse not present;Higher education;*;Non-Government;Sales;<=50K
273;Female;*;*;spouse not present;Bachelors;*;Non-Government;Technical;<=50K
274;Male;*;White;spouse present;High School;*;*;Other;<=50K
275;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
276;Male;*;White;spouse not present;High School;*;*;Technical;<=50K
277;Male;*;White;spouse not present;High School;North America;*;Sales;<=50K
278;Male;*;White;spouse present;Higher education;*;*;Other;>50K
279;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
280;Male;*;White;spouse present;High School;*;*;Other;>50K
281;Male;*;White;spouse present;High School;*;*;Sales;>50K
282;Female;*;*;spouse present;*;*;*;Other;<=50K
283;Female;*;*;spouse not present;High School;*;*;Other;<=50K
284;Male;*;White;spouse not present;Professional Education;*;Non-Government;Technical;<=50K
285;Female;*;*;spouse not present;Professional Education;*;Non-Government;Technical;<=50K
286;Male;*;White;spouse present;Higher education;*;*;Other;>50K
287;Male;*;White;spouse present;Higher education;*;*;Other;>50K
288;Male;*;White;spouse not present;Higher education;*;Non-Government;Sales;<=50K
289;Male;*;Asian-Pac-Islander;Married-civ-spouse;*;*;*;*;>50K
290;Female;*;*;spouse not present;Bachelors;*;Non-Government;Technical;>50K
291;Male;*;White;spouse not present;Higher education;*;Non-Government;Sales;<=50K
292;Male;*;White;spouse not present;Some-college;*;Non-Government;Technical;<=50K
293;Male;*;White;Married-civ-spouse;Undergraduate;*;Self-emp-not-inc;Nontechnical;<=50K
294;Female;*;*;spouse present;*;*;*;Technical;<=50K
295;Female;*;*;spouse not present;Some-college;*;Non-Government;Technical;<=50K
296;Female;*;*;spouse not present;High School;*;*;Other;<=50K
297;Male;*;White;Married-civ-spouse;High School;*;*;Exec-managerial;<=50K
298;Male;*;White;Married-civ-spouse;Some-college;*;Non-Government;Craft-repair;<=50K
299;Male;*;White;spouse not present;High School;*;*;Other;<=50K
300;Female;*;*;spouse not present;High School;*;*;Exec-managerial;<=50K
301;Male;*;White;Married-civ-spouse;Masters;*;Non-Government;Technical;<=50K
302;Male;*;White;spouse present;High School;*;*;Other;<=50K
303;Female;*;*;spouse present;*;*;*;Technical;>50K
304;Male;*;White;Married-civ-spouse;High School;*;*;Handlers-cleaners;<=50K
305;Male;*;White;spouse not present;High School;*;*;Other;<=50K
306;Male;*;Black;spouse not present;*;*;*;Technical;<=50K
307;Male;*;White;spouse not present;Higher education;*;Non-Government;Other;<=50K
308;Male;*;White;spouse not present;Higher education;*;Non-Government;Other;<=50K
309;Male;*;White;spouse present;High School;*;*;Other;<=50K
310;Male;*;White;spouse present;High School;*;*;Other;<=50K
311;Male;*;White;spouse not present;Primary School;*;*;*;<=50K
312;Male;*;White;spouse not present;High School;*;*;Technical;<=50K
313;Male;*;White;spouse not present;Graduate;*;Non-Government;Technical;<=50K
314;Male;*;Black;spouse not present;*;*;*;Nontechnical;<=50K
315;Male;*;Black;Married-civ-spouse;*;*;Non-Government;Other;<=50K
316;Male;*;White;spouse not present;Higher education;*;Non-Government;Sales;<=50K
317;Male;*;White;Married-civ-spouse;Assoc-voc;*;Non-Government;Technical;>50K
318;Male;*;White;spouse present;High School;*;*;Other;>50K
319;Male;*;White;spouse not present;High School;*;*;Other;<=50K
320;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
321;Male;*;White;spouse not present;Higher education;*;Non-Government;Sales;<=50K
322;Male;*;White;spouse not present;Higher education;*;Non-Government;Other;<=50K
323;Male;*;White;spouse not present;Bachelors;*;Non-Government;Technical;<=50K
324;Male;*;White;Married-civ-spouse;Bachelors;*;Private;Nontechnical;>50K
325;Male;*;White;spouse present;High School;*;*;Other;<=50K
326;Male;*;White;Married-civ-spouse;Bachelors;*;Private;Nontechnical;>50K
327;Male;*;White;spouse present;High School;*;*;Other;<=50K
328;Male;*;White;spouse present;High School;*;*;Other;>50K
329;Male;*;Other;*;*;*;*;*;<=50K
330;Male;*;White;Married-civ-spouse;Assoc-voc;*;Non-Government;Technical;>50K
331;Female;*;*;spouse present;*;*;*;Other;<=50K
332;Male;*;White;spouse present;High School;*;Non-Government;Technical;<=50K
333;Female;*;*;spouse present;*;*;*;Other;<=50K
334;Male;*;White;Married-civ-spouse;Masters;*;Non-Government;Technical;>50K
335;Male;*;White;spouse present;Higher education;*;*;Other;<=50K
336;Male;*;White;spouse not present;Higher education;*;Non-Government;Exec-managerial;>50K
337;Male;*;White;spouse not present;High School;North America;*;Sales;<=50K
338;Male;*;White;spouse present;High School;*;Non-Government;Technical;<=50K
339;Male;*;White;Married-civ-spouse;Undergraduate;*;Self-emp-not-inc;Nontechnical;<=50K
340;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
341;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;>50K
342;Female;*;*;spouse not present;High School;*;*;Sales;<=50K
343;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
344;Male;*;White;spouse not present;High School;*;*;Other;<=50K
345;Male;*;White;Married-civ-spouse;Higher education;*;State-gov;Technical;>50K
346;Male;*;Black;Married-civ-spouse;*;*;Non-Government;Technical;<=50K
347;Male;*;Black;spouse not present;*;*;*;Technical;<=50K
348;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
349;Female;*;*;spouse present;*;*;*;Technical;<=50K
350;Male;*;White;spouse not present;Higher education;*;Non-Government;Sales;<=50K
351;Male;*;White;spouse not present;Higher education;*;Non-Government;Exec-managerial;<=50K
352;Male;*;White;spouse present;High School;*;*;Sales;<=50K
353;Male;*;White;spouse not present;High School;*;*;Other;<=50K
354;Female;*;*;spouse not present;Primary School;*;*;*;<=50K
355;Male;*;White;Married-civ-spouse;Some-college;*;Non-Government;Craft-repair;<=50K
356;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
357;Female;*;*;spouse present;*;*;*;Other;<=50K
358;Female;*;*;spouse not present;High School;*;*;Other;<=50K
359;Male;*;White;spouse not present;High School;*;*;Technical;<=50K
360;Female;*;*;spouse present;*;*;*;Other;>50K
361;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
362;Female;*;*;spouse not present;High School;*;*;Other;<=50K
363;Female;*;*;spouse present;*;*;*;Other;>50K
364;Male;*;White;spouse not present;Bachelors;*;Non-Government;Technical;<=50K
365;Male;*;White;spouse not present;Professional Education;*;Non-Government;Technical;<=50K
366;Female;*;*;spouse not present;High School;*;*;Other;<=50K
367;Male;*;White;Married-civ-spouse;Undergraduate;*;Non-Government;Tech-support;<=50K
368;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
369;Male;*;White;Married-civ-spouse;Bachelors;*;Private;Nontechnical;>50K
370;Male;*;White;Married-civ-spouse;Undergraduate;*;Self-emp-inc;Exec-managerial;>50K
371;Male;*;White;spouse not present;Higher education;*;Non-Government;Handlers-cleaners;<=50K
372;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
373;Male;*;White;spouse present;Higher education;*;*;Other;>50K
374;Female;*;*;spouse not present;Professional Education;*;Non-Government;Technical;<=50K
375;Male;*;Other;*;*;*;*;*;<=50K
376;Male;*;White;Married-civ-spouse;Graduate;*;Non-Government;Nontechnical;>50K
377;Male;*;White;spouse present;High School;*;*;Other;<=50K
378;Male;*;White;spouse present;High School;*;Non-Government;Technical;<=50K
379;Male;*;White;Married-civ-spouse;Some-college;*;Private;Nontechnical;<=50K
380;Female;*;*;spouse not present;Higher education;*;*;Other;<=50K
381;Female;*;*;spouse not present;High School;*;*;Handlers-cleaners;<=50K
382;Female;*;*;spouse not present;Higher education;*;Non-Government;Nontechnical;<=50K
383;Male;*;White;Married-civ-spouse;Graduate;*;Non-Government;Nontechnical;>50K
384;Male;*;White;Married-civ-spouse;Higher education;*;State-gov;Technical;<=50K
385;Male;*;White;spouse not present;High School;*;*;Technical;>50K
386;Male;*;White;Married-civ-spouse;Primary School;*;*;*;<=50K
387;Female;*;*;spouse not present;High School;*;*;Other;<=50K
388;Male;*;Black;spouse not present;*;*;*;Technical;<=50K
389;Female;*;*;spouse not present;High School;*;*;Other;<=50K
390;Male;*;White;Married-civ-spouse;Some-college;*;Private;Nontechnical;<=50K
391;Male;*;White;spouse not present;High School;*;*;Handlers-cleaners;<=50K
392;Female;*;*;spouse present;*;*;*;Nontechnical;>50K
393;Male;*;White;spouse not present;High School;*;*;Other;<=50K
394;Female;*;*;spouse not present;High School;*;*;Technical;<=50K
395;Male;*;White;spouse present;High School;*;*;Other;<=50K
396;Male;*;White;spouse not present;Higher education;*;Federal-gov;*;<=50K
