ID;longitude;latitude;housing_median_age;mean_rooms;mean_bedrooms;population;households;median_income;median_house_value;ocean_proximity
102;*;*;*;3.745614035;1.061403509;389;228;*;*;0
103;*;*;*;3.515497553;1.143556281;895;613;*;*;0
104;*;*;*;3.281721632;1.069871437;2689;1789;*;*;0
105;*;*;*;6.18442623;0.922131148;674;244;*;*;0
106;*;*;*;4.442982456;1.057017544;709;456;*;*;0
107;*;*;*;4.165876777;1.090047393;686;422;*;*;0
108;*;*;*;4.848189415;1.045961003;1444;718;*;*;0
109;*;*;*;4.16084788;1.066084788;1520;802;*;*;0
110;*;*;*;5.628458498;1.14229249;550;253;*;*;0
111;*;*;*;3.727005871;1.074363992;1806;1022;*;*;0
112;*;*;*;3.253081348;0.982744454;1749;1217;*;*;0
113;*;*;*;4.578034682;1.077071291;939;519;*;*;0
114;*;*;*;3.822274882;1.014218009;675;422;*;*;0
115;*;*;*;4.395189003;0.986254296;534;291;*;*;0
116;*;*;*;3.023479831;1.053582179;2558;1661;*;*;0
117;*;*;*;4.040501446;1.06557377;1786;1037;*;*;0
118;*;*;*;6.742627346;1.069705094;970;373;*;*;0
119;*;*;*;6.546391753;0.936082474;1098;485;*;*;0
120;*;*;*;6.85106383;1.079787234;794;376;*;*;0
121;*;*;*;7.106382979;1.14893617;98;47;*;*;0
122;*;*;*;6.947890819;1.019851117;1061;403;*;*;0
123;*;*;*;6.358558559;1.034234234;1177;555;*;*;0
124;*;*;*;7.117166213;0.994550409;901;367;*;*;0
125;*;*;*;5.530334728;1.09623431;2031;956;*;*;0
126;*;*;*;6.127348643;0.987473904;1031;479;*;*;0
127;*;*;*;5.735343384;1;1358;597;*;*;0
128;*;*;*;7.631498471;1.03058104;1616;654;*;*;0
129;*;*;*;6.44606414;1.008746356;844;343;*;*;0
130;*;*;*;6125;0.987903226;1140;496;*;*;0
131;*;*;*;8.335051546;1.082474227;533;194;*;*;0
132;*;*;*;6.467268623;1.038374718;1072;443;*;*;0
133;*;*;*;6.61227154;1.028720627;1627;766;*;*;0
134;*;*;*;6.978947368;0.968421053;463;190;*;*;0
135;*;*;*;7.530805687;1.056872038;542;211;*;*;0
136;*;*;*;6.657992565;1.007434944;661;269;*;*;0
137;*;*;*;6.977186312;1.003802281;635;263;*;*;0
138;*;*;*;6.982954545;1.028409091;420;176;*;*;0
139;*;*;*;7.54;1068;1265;500;*;*;0
140;*;*;*;5.615384615;0.730769231;126;52;*;*;0
141;*;*;*;6.785714286;0.951428571;813;350;*;*;0
142;*;*;*;6.957746479;1.023474178;1067;426;*;*;0
143;*;*;*;5.132246377;1.096014493;1260;552;*;*;0
144;*;*;*;4.628336756;1.098562628;951;487;*;*;0
145;*;*;*;6.200892857;0.946428571;510;224;*;*;0
146;*;*;*;6.399350649;1.087662338;765;308;*;*;0
147;*;*;*;4.745652174;1.010869565;1129;460;*;*;0
148;*;*;*;5.183673469;1.052154195;1073;441;*;*;0
149;*;*;*;5.283495146;1.050485437;1185;515;*;*;0
150;*;*;*;5.952941176;0.997058824;756;340;*;*;0
151;*;*;*;5.650671785;1.028790787;1034;521;*;*;0
152;*;*;*;4.4291939;1.058823529;787;459;*;*;0
153;*;*;*;6.727699531;1.075117371;612;213;*;*;0
154;*;*;*;7.702631579;1.057894737;1021;380;*;*;0
155;*;*;*;8.972868217;1.131782946;861;258;*;*;0
156;*;*;*;7.599388379;0.957186544;953;327;*;*;0
157;*;*;*;5.8203125;0.9296875;634;256;*;*;0
158;*;*;*;7.994318182;1.036931818;878;352;*;*;0
159;*;*;*;4.333333333;1.138716356;918;483;*;*;0
160;*;*;*;5.074285714;0.96;360;175;*;*;0
161;*;*;*;4.276639344;1.045081967;1197;488;*;*;0
162;*;*;*;4.851351351;0.969111969;1048;518;*;*;0
163;*;*;*;4.326639893;1.117804552;1373;747;*;*;0
164;*;*;*;4.0591133;1.049261084;1715;1015;*;*;0
165;*;*;*;3.274238227;1.096952909;1359;722;*;*;0
166;*;*;*;3.561743341;1.13559322;1062;413;*;*;0
167;*;*;*;3.192755498;1.117723157;1335;773;*;*;0
168;*;*;*;3.804195804;1.146853147;1171;429;*;*;0
169;*;*;*;3.882608696;1.143478261;1475;460;*;*;0
170;*;*;*;3.209183673;0.959183673;742;196;*;*;0
171;*;*;*;3.688705234;1.077134986;1086;363;*;*;0
172;*;*;*;3.090239411;1.116022099;1645;543;*;*;0
173;*;*;*;3.639751553;1.004658385;1710;644;*;*;0
174;*;*;*;4.368421053;1;731;228;*;*;0
175;*;*;*;4.585014409;1.074927954;1118;347;*;*;0
176;*;*;*;4.734328358;1.188059701;1006;335;*;*;0
177;*;*;*;3.693140794;1.061371841;1213;554;*;*;0
178;*;*;*;4.638132296;1.124513619;772;257;*;*;0
179;*;*;*;4.496259352;1.047381546;1321;401;*;*;0
180;*;*;*;4.192023634;1.106351551;1487;677;*;*;0
181;*;*;*;4.209677419;0.989247312;488;186;*;*;0
182;*;*;*;4.056122449;1.056122449;949;392;*;*;0
183;*;*;*;4.207228916;1.156626506;1149;415;*;*;0
184;*;*;*;4.471428571;1.067857143;844;280;*;*;0
185;*;*;*;4.844029245;1.091795288;4367;1231;*;*;0
186;*;*;*;4.327669903;0.958737864;1659;412;*;*;0
187;*;*;*;3.798479087;1.003802281;1011;263;*;*;0
188;*;*;*;3.776349614;1.107969152;1464;389;*;*;0
189;*;*;*;4.528052805;1.303630363;1237;303;*;*;0
190;*;*;*;4.011904762;1.071428571;647;168;*;*;0
191;*;*;*;4.554621849;1.053221289;1284;357;*;*;0
192;*;*;*;3.181818182;0.781818182;228;55;*;*;0
193;*;*;*;3.74796748;1.048780488;381;123;*;*;0
194;*;*;*;3.973568282;1.044052863;846;227;*;*;0
195;*;*;*;3.51035503;1.152366864;1659;676;*;*;0
196;*;*;*;2.833333333;0.927536232;520;138;*;*;0
197;*;*;*;4.38996139;1.162162162;866;259;*;*;0
198;*;*;*;4.202185792;1.12568306;612;183;*;*;0
199;*;*;*;3.746031746;1.158730159;415;126;*;*;0
200;*;*;*;4.046948357;1.009389671;994;213;*;*;0
201;*;*;*;4.025157233;1.111111111;1525;477;*;*;0
202;*;*;*;3.242009132;1.077625571;1506;438;*;*;0
203;*;*;*;3.866666667;1.011764706;1008;255;*;*;0
204;*;*;*;3.115845539;1.098535286;2813;751;*;*;0
205;*;*;*;4.944606414;1.15451895;1481;343;*;*;0
206;*;*;*;5.365296804;0.99086758;859;219;*;*;0
207;*;*;*;4.479923518;1.09751434;1608;523;*;*;0
208;*;*;*;4.357142857;1.035714286;425;140;*;*;0
209;*;*;*;5.054347826;1.081521739;564;184;*;*;0
210;*;*;*;5.466911765;1.154411765;961;272;*;*;0
211;*;*;*;4.998540146;1.00729927;2273;685;*;*;0
212;*;*;*;3.907692308;0.974358974;600;195;*;*;0
213;*;*;*;4.489563567;1.091081594;1647;527;*;*;0
214;*;*;*;4.306603774;1.061320755;1201;424;*;*;0
215;*;*;*;4.626707132;1.078907436;2167;659;*;*;0
216;*;*;*;4.823529412;1.105882353;939;340;*;*;0
217;*;*;*;5.284246575;1.051369863;859;292;*;*;0
218;*;*;*;4.581395349;1.079457364;1517;516;*;*;0
219;*;*;*;4.520725389;1.059585492;1143;386;*;*;0
220;*;*;*;4.316810345;1.077586207;1109;464;*;*;0
221;*;*;*;4.524663677;1.002242152;1221;446;*;*;0
222;*;*;*;6.692307692;1.096703297;1115;455;*;*;0
223;*;*;*;5.77238806;1.093283582;706;268;*;*;0
224;*;*;*;4.984419263;1.007082153;1883;706;*;*;0
225;*;*;*;6.088235294;1.041176471;804;340;*;*;0
226;*;*;*;5.242063492;1.043650794;506;252;*;*;0
227;*;*;*;7.117647059;1.088235294;610;238;*;*;0
228;*;*;*;5.837349398;1.027108434;768;332;*;*;0
229;*;*;*;5.260869565;1.059782609;462;184;*;*;0
230;*;*;*;4.510638298;1.089361702;667;235;*;*;0
231;*;*;*;5.115288221;1.015037594;1059;399;*;*;0
232;*;*;*;6.545126354;0.97833935;637;277;*;*;0
233;*;*;*;5.986784141;0.99339207;1106;454;*;*;0
234;*;*;*;4.69955157;1.137518685;1737;669;*;*;0
235;*;*;*;4.620512821;1.176923077;1009;390;*;*;0
236;*;*;*;4.2;0.928571429;737;210;*;*;0
237;*;*;*;3.301425662;0.920570265;1354;491;*;*;0
238;*;*;*;4.462025316;1.124472574;1530;474;*;*;0
239;*;*;*;4.210416667;1.1;1410;480;*;*;0
240;*;*;*;3.934973638;0.892794376;1390;569;*;*;0
241;*;*;*;5.49070632;1.115241636;1065;269;*;*;0
242;*;*;*;4.310204082;0.914285714;792;245;*;*;0
243;*;*;*;3.665306122;0.995918367;779;245;*;*;0
244;*;*;*;4.86557377;1.163934426;2269;610;*;*;0
245;*;*;*;4.181818182;1.13022113;1227;407;*;*;0
246;*;*;*;3.65560166;1.029045643;753;241;*;*;0
247;*;*;*;3.659259259;0.844444444;547;135;*;*;0
248;*;*;*;4.036363636;1075;1807;440;*;*;0
249;*;*;*;3.38989899;1.038383838;1700;495;*;*;0
250;*;*;*;4.165394402;1.178117048;1543;393;*;*;0
251;*;*;*;4.733333333;1.046666667;1085;300;*;*;0
252;*;*;*;4.313868613;1.262773723;353;137;*;*;0
253;*;*;*;5;1.026845638;473;149;*;*;0
254;*;*;*;4.703933747;1.031055901;1621;483;*;*;0
255;*;*;*;3.485875706;1.059322034;1183;354;*;*;0
256;*;*;*;3.671480144;1.184115523;836;277;*;*;0
257;*;*;*;3.543726236;0.965779468;900;263;*;*;0
258;*;*;*;5.00744879;1.111731844;1888;537;*;*;0
259;*;*;*;4.536656891;1.217008798;1024;341;*;*;0
260;*;*;*;5.437352246;1.047281324;1225;423;*;*;0
261;*;*;*;4.659574468;1.061170213;1071;376;*;*;0
262;*;*;*;4.939153439;1.066137566;1128;378;*;*;0
263;*;*;*;5.020661157;1.037190083;1537;484;*;*;0
264;*;*;*;4.399491094;1.053435115;1240;393;*;*;0
265;*;*;*;6.107142857;1.071428571;469;168;*;*;0
266;*;*;*;5.105882353;1.007058824;1086;425;*;*;0
267;*;*;*;5.585131894;1.067146283;1144;417;*;*;0
268;*;*;*;6.645333333;1.106666667;1109;375;*;*;0
269;*;*;*;5.956639566;1.075880759;984;369;*;*;0
270;*;*;*;3.021276596;0.659574468;575;47;*;*;0
271;*;*;*;5.660287081;0.980861244;496;209;*;*;0
272;*;*;*;5.631578947;1.015789474;555;190;*;*;0
273;*;*;*;5.400611621;1.01529052;869;327;*;*;0
274;*;*;*;5.820754717;0.896226415;236;106;*;*;0
275;*;*;*;6.593457944;1.088785047;626;214;*;*;0
276;*;*;*;6.410334347;1.176291793;922;329;*;*;0
277;*;*;*;4.80078125;0.94921875;582;256;*;*;0
278;*;*;*;4.746268657;1.07960199;546;201;*;*;0
279;*;*;*;6.176691729;0.984962406;620;266;*;*;0
280;*;*;*;6.948717949;1;442;195;*;*;0
281;*;*;*;7.06402439;1.024390244;955;328;*;*;0
282;*;*;*;7.589506173;0.978395062;916;324;*;*;0
283;*;*;*;6.528723945;1.041179461;4985;1967;*;*;0
284;*;*;*;5.707865169;0.973782772;651;267;*;*;0
285;*;*;*;4.731152205;1.06116643;1704;703;*;*;0
286;*;*;*;4.877149877;1.081081081;1085;407;*;*;0
287;*;*;*;5.781690141;1.133802817;713;284;*;*;0
288;*;*;*;4.933701657;0.977900552;468;181;*;*;0
289;*;*;*;5.396694215;1.05785124;296;121;*;*;0
290;*;*;*;5.76146789;1.995412844;570;218;*;*;0
291;*;*;*;5.427777778;1.077777778;446;180;*;*;0
292;*;*;*;6.052083333;1.033854167;968;384;*;*;0
293;*;*;*;5.009493671;1.10443038;857;316;*;*;0
294;*;*;*;5.00621118;1.062111801;912;322;*;*;0
295;*;*;*;5.362831858;1.17920354;1360;452;*;*;0
296;*;*;*;4.490140845;1.033802817;1074;355;*;*;0
297;*;*;*;5.544502618;1.081151832;965;382;*;*;0
298;*;*;*;4.921875;1.11875;933;320;*;*;0
299;*;*;*;4.983050847;1.121468927;987;354;*;*;0
300;*;*;*;4.825203252;1.06097561;907;246;*;*;0
301;*;*;*;4.56969697;1.060606061;447;165;*;*;0
302;*;*;*;5.11751663;1.002217295;1299;451;*;*;0
303;*;*;*;5.789808917;1.503184713;396;157;*;*;0
304;*;*;*;4.402985075;0.958955224;877;268;*;*;0
305;*;*;*;5.498637602;1.111716621;1111;367;*;*;0
306;*;*;*;5.085501859;1.048327138;790;269;*;*;0
307;*;*;*;4.953068592;0.987364621;1479;554;*;*;0
308;*;*;*;4.810502283;1.075342466;1173;438;*;*;0
309;*;*;*;4.775956284;0.989071038;1029;366;*;*;0
310;*;*;*;5.782857143;1.117142857;1030;350;*;*;0
311;*;*;*;4;0.928315412;826;279;*;*;0
312;*;*;*;4.484581498;1.123348018;1412;454;*;*;0
313;*;*;*;5.306590258;1.126074499;1132;349;*;*;0
314;*;*;*;5.79245283;1.301886792;522;159;*;*;0
315;*;*;*;4.198312236;1.004219409;630;237;*;*;0
316;*;*;*;4.556390977;0.992481203;531;133;*;*;0
317;*;*;*;4.017991004;1.103448276;1925;667;*;*;0
318;*;*;*;4.253561254;1.054131054;1144;351;*;*;0
319;*;*;*;4.244230769;1.086538462;1481;520;*;*;0
320;*;*;*;5.283950617;1.166666667;435;162;*;*;0
321;*;*;*;4.267326733;0.98019802;984;303;*;*;0
322;*;*;*;5.327044025;1.333333333;567;159;*;*;0
323;*;*;*;4.398373984;1.25203252;380;123;*;*;0
324;*;*;*;4.368852459;1.036885246;825;244;*;*;0
325;*;*;*;4.561290323;0.948387097;417;155;*;*;0
326;*;*;*;5.324041812;1.013937282;801;287;*;*;0
327;*;*;*;4.590909091;1.085858586;646;198;*;*;0
328;*;*;*;4.880701754;1.028070175;855;285;*;*;0
329;*;*;*;4.029411765;875;435;136;*;*;0
330;*;*;*;5.223076923;1.120512821;2736;780;*;*;0
331;*;*;*;3.896135266;1.074879227;1481;414;*;*;0
332;*;*;*;3.379562044;0.97810219;327;137;*;*;0
333;*;*;*;4.569832402;1.078212291;494;179;*;*;0
334;*;*;*;4.319648094;1.08797654;1231;341;*;*;0
335;*;*;*;4.623853211;1.155963303;323;109;*;*;0
336;*;*;*;4.56;1.004444444;749;225;*;*;0
337;*;*;*;4.320224719;1.028089888;693;178;*;*;0
338;*;*;*;5.940677966;1.104519774;1339;354;*;*;0
339;*;*;*;4125;0.95;282;80;*;*;0
340;*;*;*;4.825641026;1.117948718;621;195;*;*;0
341;*;*;*;3.83011583;1.67953668;732;259;*;*;0
342;*;*;*;3.807692308;1.003846154;901;260;*;*;0
343;*;*;*;7.506666667;1.753333333;482;150;*;*;0
344;*;*;*;4.863849765;1.093896714;652;213;*;*;0
345;*;*;*;6.307228916;1.289156627;651;166;*;*;0
346;*;*;*;4.475524476;1.073426573;999;286;*;*;0
347;*;*;*;5.18627451;1.045751634;907;306;*;*;0
348;*;*;*;5.465217391;1.17826087;828;230;*;*;0
349;*;*;*;4.795275591;0.976377953;763;254;*;*;0
350;*;*;*;5.017191977;1.11747851;935;349;*;*;0
351;*;*;*;4.75;1.061983471;1437;484;*;*;0
352;*;*;*;5.097510373;1.294605809;1516;482;*;*;0
353;*;*;*;5.394594595;1.140540541;597;185;*;*;0
354;*;*;*;4.926900585;1.002923977;949;342;*;*;0
355;*;*;*;6.049668874;1.016556291;881;302;*;*;0
356;*;*;*;5.358381503;1.105973025;1438;519;*;*;0
357;*;*;*;6.751851852;1.059259259;763;270;*;*;0
358;*;*;*;6.278873239;1.028169014;1297;355;*;*;0
359;*;*;*;7.170616114;1.09478673;545;211;*;*;0
360;*;*;*;6.127579737;0.92120075;1222;533;*;*;0
361;*;*;*;8.260273973;1.191780822;808;219;*;*;0
362;*;*;*;7.28440367;1.018348624;329;109;*;*;0
363;*;*;*;6.330275229;0.963302752;299;109;*;*;0
364;*;*;*;6.603960396;0.99009901;579;202;*;*;0
365;*;*;*;8.28;1.08;137;50;*;*;0
366;*;*;*;8.258064516;1;229;93;*;*;0
367;*;*;*;6.790123457;1.027777778;1476;648;*;*;0
368;*;*;*;6.194805195;1.045454545;429;154;*;*;0
369;*;*;*;5.666666667;1.003921569;849;255;*;*;0
370;*;*;*;5.854984894;1.205438066;946;331;*;*;0
371;*;*;*;4.481675393;0.931937173;571;191;*;*;0
372;*;*;*;4.637305699;1.176165803;1137;386;*;*;0
373;*;*;*;4.57037037;0.97037037;378;135;*;*;0
374;*;*;*;5.084558824;1.011029412;853;272;*;*;0
375;*;*;*;4.69858156;0.982269504;764;282;*;*;0
376;*;*;*;4.701149425;1.126436782;928;261;*;*;0
377;*;*;*;5.015037594;1.052631579;406;133;*;*;0
378;*;*;*;4.367857143;1.003571429;824;280;*;*;0
379;*;*;*;5.324324324;1.108108108;835;259;*;*;0
380;*;*;*;5.2;1.016949153;826;295;*;*;0
381;*;*;*;4.876777251;0.857819905;567;211;*;*;0
382;*;*;*;5.354166667;1.020833333;355;144;*;*;0
383;*;*;*;4.963855422;1.343373494;533;166;*;*;0
384;*;*;*;5.102325581;1.111627907;609;215;*;*;0
385;*;*;*;5.436440678;1.008474576;576;236;*;*;0
386;*;*;*;5.608391608;0.91958042;594;286;*;*;0
387;*;*;*;5.962864721;1.119363395;870;377;*;*;0
388;*;*;*;4.445972495;1.025540275;1027;509;*;*;0
389;*;*;*;4.819018405;1.070552147;693;326;*;*;0
390;*;*;*;4.053333333;1072;815;375;*;*;0
391;*;*;*;4.435427574;1.057591623;2420;1146;*;*;0
392;*;*;*;3.902173913;1.061594203;518;276;*;*;0
393;*;*;*;4.538181818;1.029090909;620;275;*;*;0
394;*;*;*;5.045112782;1.093984962;551;266;*;*;0
395;*;*;*;3.312770563;1.006493506;2556;924;*;*;0
396;*;*;*;4.556034483;1.002873563;1498;696;*;*;0
397;*;*;*;5.334801762;1.149779736;523;227;*;*;0
398;*;*;*;6.39869281;1.14379085;374;153;*;*;0
399;*;*;*;6.115902965;1.02425876;1004;371;*;*;0
400;*;*;*;5.520958084;0.994011976;769;334;*;*;0
401;*;*;*;5.14893617;0.995271868;940;423;*;*;0
402;*;*;*;6.4453125;1.0703125;645;256;*;*;0
403;*;*;*;6.690972222;0.96875;705;288;*;*;0
404;*;*;*;7.56;0.992727273;684;275;*;*;0
405;*;*;*;7.639830508;1.016949153;572;236;*;*;0
406;*;*;*;8.067193676;1.067193676;671;253;*;*;0
407;*;*;*;8.345205479;1.021917808;975;365;*;*;0
408;*;*;*;7.429487179;1.051282051;779;312;*;*;0
409;*;*;*;8.209016393;1.024590164;658;244;*;*;0
410;*;*;*;6.749253731;0.979104478;819;335;*;*;0
411;*;*;*;7.291666667;1.005952381;412;168;*;*;0
412;*;*;*;6.273712737;1.105691057;835;369;*;*;0
413;*;*;*;6.764705882;1.075163399;722;306;*;*;0
414;*;*;*;5.371663244;0.971252567;1085;487;*;*;0
415;*;*;*;7.436619718;1.030985915;973;355;*;*;0
416;*;*;*;7.272058824;1.077205882;723;272;*;*;0
417;*;*;*;6.132596685;0.925414365;903;362;*;*;0
418;*;*;*;6.215469613;1.077348066;356;181;*;*;0
419;*;*;*;6.662337662;1.069264069;1005;462;*;*;0
420;*;*;*;7.353174603;1.053571429;1205;504;*;*;0
421;*;*;*;6.666666667;1.015555556;987;450;*;*;0
422;*;*;*;6.390625;1.026785714;1031;448;*;*;0
423;*;*;*;6.314356436;1.032178218;894;404;*;*;0
424;*;*;*;5.981432361;1.087533156;823;377;*;*;0
425;*;*;*;5.410628019;1.043478261;1232;621;*;*;0
426;*;*;*;4.613079019;1.065395095;669;367;*;*;0
427;*;*;*;4.094545455;1.076363636;989;550;*;*;0
428;*;*;*;5.377155172;1.058189655;1058;464;*;*;0
429;*;*;*;5.763285024;0.966183575;506;207;*;*;0
430;*;*;*;5.376146789;0.986238532;489;218;*;*;0
431;*;*;*;5.56443299;1.092783505;824;388;*;*;0
432;*;*;*;4.978947368;1.031578947;1034;475;*;*;0
433;*;*;*;4.458823529;1.04;920;425;*;*;0
434;*;*;*;4.342105263;1.039473684;841;380;*;*;0
435;*;*;*;3.306569343;1.065693431;749;137;*;*;0
436;*;*;*;4.173469388;0.989795918;208;98;*;*;0
437;*;*;*;5.03;1.18;228;100;*;*;0
438;*;*;*;3.8984375;0.9921875;287;128;*;*;0
439;*;*;*;4.5;1.122641509;218;106;*;*;0
440;*;*;*;4.63943662;1.05915493;854;355;*;*;0
441;*;*;*;4.565789474;1.09502924;1695;684;*;*;0
442;*;*;*;5.563953488;1.093023256;403;172;*;*;0
443;*;*;*;4.496183206;1.007633588;288;131;*;*;0
444;*;*;*;3.888675624;1.051823417;963;521;*;*;0
445;*;*;*;3.544573643;1.03875969;1129;516;*;*;0
446;*;*;*;4.387254902;0.970588235;386;204;*;*;0
447;*;*;*;4.701970443;1.024630542;811;406;*;*;0
448;*;*;*;4.477037037;1.031111111;1293;675;*;*;0
449;*;*;*;4.122969838;1.034802784;805;431;*;*;0
450;*;*;*;3.199771689;1.061643836;1372;876;*;*;0
451;*;*;*;3.447058824;1.032941176;862;425;*;*;0
452;*;*;*;4.251623377;1.107142857;1152;616;*;*;0
453;*;*;*;4.614457831;1.024096386;483;249;*;*;0
454;*;*;*;4.12390925;1.054101222;1558;573;*;*;0
455;*;*;*;3.386215865;1.088426528;1798;769;*;*;0
456;*;*;*;5.569105691;1.146341463;266;123;*;*;0
457;*;*;*;4.161137441;1.101895735;2184;422;*;*;0
458;*;*;*;2.524109015;0.964360587;2016;477;*;*;0
459;*;*;*;2436;944;1349;250;*;*;0
